index;TeamsRaw;Bookmaker;OddHome;OddAway;DateRaw;ScoreRaw;TO_KEEP;Home_id;Away_id;Date;Score_home;Score_away;Season
0;Denver Broncos - Seattle Seahawks;bet-at-home;-133;+100;Sunday, 02 Feb 2014, 22:30;Final result 8:43 (0:8, 0:14, 8:14, 0:7);1;Denver Broncos;Seattle Seahawks;02 Feb 2014; 8;43 ;2013-2014
1;Denver Broncos - Seattle Seahawks;bet365;-105;-116;Sunday, 02 Feb 2014, 22:30;Final result 8:43 (0:8, 0:14, 8:14, 0:7);1;Denver Broncos;Seattle Seahawks;02 Feb 2014; 8;43 ;2013-2014
2;Denver Broncos - Seattle Seahawks;bwin;+100;-120;Sunday, 02 Feb 2014, 22:30;Final result 8:43 (0:8, 0:14, 8:14, 0:7);1;Denver Broncos;Seattle Seahawks;02 Feb 2014; 8;43 ;2013-2014
3;Denver Broncos - Seattle Seahawks;Marathonbet;-115;+106;Sunday, 02 Feb 2014, 22:30;Final result 8:43 (0:8, 0:14, 8:14, 0:7);1;Denver Broncos;Seattle Seahawks;02 Feb 2014; 8;43 ;2013-2014
4;Denver Broncos - Seattle Seahawks;Pinnacle;-125;+112;Sunday, 02 Feb 2014, 22:30;Final result 8:43 (0:8, 0:14, 8:14, 0:7);1;Denver Broncos;Seattle Seahawks;02 Feb 2014; 8;43 ;2013-2014
5;Denver Broncos - Seattle Seahawks;Unibet;+100;-118;Sunday, 02 Feb 2014, 22:30;Final result 8:43 (0:8, 0:14, 8:14, 0:7);1;Denver Broncos;Seattle Seahawks;02 Feb 2014; 8;43 ;2013-2014
6;Denver Broncos - Seattle Seahawks;William Hill;-118;-118;Sunday, 02 Feb 2014, 22:30;Final result 8:43 (0:8, 0:14, 8:14, 0:7);1;Denver Broncos;Seattle Seahawks;02 Feb 2014; 8;43 ;2013-2014
29;Sanders Team - Jerry Rice Team;bet365;+100;-120;Sunday, 26 Jan 2014, 23:30;Final result 21:22 (7:0, 7:14, 0:0, 7:8);1;Sanders Team;Jerry Rice Team;26 Jan 2014; 21;22 ;2013-2014
30;Sanders Team - Jerry Rice Team;bwin;-110;-110;Sunday, 26 Jan 2014, 23:30;Final result 21:22 (7:0, 7:14, 0:0, 7:8);1;Sanders Team;Jerry Rice Team;26 Jan 2014; 21;22 ;2013-2014
31;Sanders Team - Jerry Rice Team;Marathonbet;-104;-104;Sunday, 26 Jan 2014, 23:30;Final result 21:22 (7:0, 7:14, 0:0, 7:8);1;Sanders Team;Jerry Rice Team;26 Jan 2014; 21;22 ;2013-2014
32;Sanders Team - Jerry Rice Team;Pinnacle;+108;-118;Sunday, 26 Jan 2014, 23:30;Final result 21:22 (7:0, 7:14, 0:0, 7:8);1;Sanders Team;Jerry Rice Team;26 Jan 2014; 21;22 ;2013-2014
33;Sanders Team - Jerry Rice Team;Unibet;+104;-127;Sunday, 26 Jan 2014, 23:30;Final result 21:22 (7:0, 7:14, 0:0, 7:8);1;Sanders Team;Jerry Rice Team;26 Jan 2014; 21;22 ;2013-2014
