index;TeamsRaw;Bookmaker;OddHome;OddAway;DateRaw;ScoreRaw;TO_KEEP;Home_id;Away_id;Date;Score_home;Score_away;Season
0;Denver Broncos - Carolina Panthers;1xBet;+186;-196;Sunday, 07 Feb 2016, 22:30;Final result 24:10 (10:0, 3:7, 3:0, 8:3);1;Denver Broncos;Carolina Panthers;07 Feb 2016; 24;10 ;2015-2016
1;Denver Broncos - Carolina Panthers;bet-at-home;+158;-204;Sunday, 07 Feb 2016, 22:30;Final result 24:10 (10:0, 3:7, 3:0, 8:3);1;Denver Broncos;Carolina Panthers;07 Feb 2016; 24;10 ;2015-2016
2;Denver Broncos - Carolina Panthers;bet365;+160;-182;Sunday, 07 Feb 2016, 22:30;Final result 24:10 (10:0, 3:7, 3:0, 8:3);1;Denver Broncos;Carolina Panthers;07 Feb 2016; 24;10 ;2015-2016
3;Denver Broncos - Carolina Panthers;bwin;+160;-182;Sunday, 07 Feb 2016, 22:30;Final result 24:10 (10:0, 3:7, 3:0, 8:3);1;Denver Broncos;Carolina Panthers;07 Feb 2016; 24;10 ;2015-2016
4;Denver Broncos - Carolina Panthers;Marathonbet;+173;-185;Sunday, 07 Feb 2016, 22:30;Final result 24:10 (10:0, 3:7, 3:0, 8:3);1;Denver Broncos;Carolina Panthers;07 Feb 2016; 24;10 ;2015-2016
5;Denver Broncos - Carolina Panthers;Pinnacle;+162;-179;Sunday, 07 Feb 2016, 22:30;Final result 24:10 (10:0, 3:7, 3:0, 8:3);1;Denver Broncos;Carolina Panthers;07 Feb 2016; 24;10 ;2015-2016
6;Denver Broncos - Carolina Panthers;Unibet;+160;-189;Sunday, 07 Feb 2016, 22:30;Final result 24:10 (10:0, 3:7, 3:0, 8:3);1;Denver Broncos;Carolina Panthers;07 Feb 2016; 24;10 ;2015-2016
7;Denver Broncos - Carolina Panthers;William Hill;-189;-189;Sunday, 07 Feb 2016, 22:30;Final result 24:10 (10:0, 3:7, 3:0, 8:3);1;Denver Broncos;Carolina Panthers;07 Feb 2016; 24;10 ;2015-2016
29;Michael Irvin Team - Jerry Rice Team;1xBet;-130;+110;Sunday, 31 Jan 2016, 23:00;Final result 49:27 (14:7, 14:7, 14:7, 7:6);1;Michael Irvin Team;Jerry Rice Team;31 Jan 2016; 49;27 ;2015-2016
30;Michael Irvin Team - Jerry Rice Team;bet-at-home;-114;-112;Sunday, 31 Jan 2016, 23:00;Final result 49:27 (14:7, 14:7, 14:7, 7:6);1;Michael Irvin Team;Jerry Rice Team;31 Jan 2016; 49;27 ;2015-2016
31;Michael Irvin Team - Jerry Rice Team;bet365;-132;+110;Sunday, 31 Jan 2016, 23:00;Final result 49:27 (14:7, 14:7, 14:7, 7:6);1;Michael Irvin Team;Jerry Rice Team;31 Jan 2016; 49;27 ;2015-2016
32;Michael Irvin Team - Jerry Rice Team;bwin;-110;-110;Sunday, 31 Jan 2016, 23:00;Final result 49:27 (14:7, 14:7, 14:7, 7:6);1;Michael Irvin Team;Jerry Rice Team;31 Jan 2016; 49;27 ;2015-2016
33;Michael Irvin Team - Jerry Rice Team;Marathonbet;-133;+123;Sunday, 31 Jan 2016, 23:00;Final result 49:27 (14:7, 14:7, 14:7, 7:6);1;Michael Irvin Team;Jerry Rice Team;31 Jan 2016; 49;27 ;2015-2016
34;Michael Irvin Team - Jerry Rice Team;Pinnacle;-123;+110;Sunday, 31 Jan 2016, 23:00;Final result 49:27 (14:7, 14:7, 14:7, 7:6);1;Michael Irvin Team;Jerry Rice Team;31 Jan 2016; 49;27 ;2015-2016
35;Michael Irvin Team - Jerry Rice Team;Unibet;-111;-111;Sunday, 31 Jan 2016, 23:00;Final result 49:27 (14:7, 14:7, 14:7, 7:6);1;Michael Irvin Team;Jerry Rice Team;31 Jan 2016; 49;27 ;2015-2016
36;Michael Irvin Team - Jerry Rice Team;William Hill;-111;-111;Sunday, 31 Jan 2016, 23:00;Final result 49:27 (14:7, 14:7, 14:7, 7:6);1;Michael Irvin Team;Jerry Rice Team;31 Jan 2016; 49;27 ;2015-2016
58;Carolina Panthers - Arizona Cardinals;1xBet;-159;+150;Sunday, 24 Jan 2016, 22:40;Final result 49:15 (17:0, 7:7, 10:0, 15:8);1;Carolina Panthers;Arizona Cardinals;24 Jan 2016; 49;15 ;2015-2016
59;Carolina Panthers - Arizona Cardinals;bet-at-home;-182;+141;Sunday, 24 Jan 2016, 22:40;Final result 49:15 (17:0, 7:7, 10:0, 15:8);1;Carolina Panthers;Arizona Cardinals;24 Jan 2016; 49;15 ;2015-2016
60;Carolina Panthers - Arizona Cardinals;bet365;-182;+160;Sunday, 24 Jan 2016, 22:40;Final result 49:15 (17:0, 7:7, 10:0, 15:8);1;Carolina Panthers;Arizona Cardinals;24 Jan 2016; 49;15 ;2015-2016
61;Carolina Panthers - Arizona Cardinals;bwin;-182;+150;Sunday, 24 Jan 2016, 22:40;Final result 49:15 (17:0, 7:7, 10:0, 15:8);1;Carolina Panthers;Arizona Cardinals;24 Jan 2016; 49;15 ;2015-2016
62;Carolina Panthers - Arizona Cardinals;Marathonbet;-164;+154;Sunday, 24 Jan 2016, 22:40;Final result 49:15 (17:0, 7:7, 10:0, 15:8);1;Carolina Panthers;Arizona Cardinals;24 Jan 2016; 49;15 ;2015-2016
63;Carolina Panthers - Arizona Cardinals;Pinnacle;-161;+146;Sunday, 24 Jan 2016, 22:40;Final result 49:15 (17:0, 7:7, 10:0, 15:8);1;Carolina Panthers;Arizona Cardinals;24 Jan 2016; 49;15 ;2015-2016
64;Carolina Panthers - Arizona Cardinals;Unibet;-154;+127;Sunday, 24 Jan 2016, 22:40;Final result 49:15 (17:0, 7:7, 10:0, 15:8);1;Carolina Panthers;Arizona Cardinals;24 Jan 2016; 49;15 ;2015-2016
65;Carolina Panthers - Arizona Cardinals;William Hill;+127;+127;Sunday, 24 Jan 2016, 22:40;Final result 49:15 (17:0, 7:7, 10:0, 15:8);1;Carolina Panthers;Arizona Cardinals;24 Jan 2016; 49;15 ;2015-2016
87;Denver Broncos - New England Patriots;1xBet;+152;-161;Sunday, 24 Jan 2016, 19:05;Final result 20:18 (7:6, 10:3, 0:3, 3:6);1;Denver Broncos;New England Patriots;24 Jan 2016; 20;18 ;2015-2016
88;Denver Broncos - New England Patriots;bet-at-home;+139;-179;Sunday, 24 Jan 2016, 19:05;Final result 20:18 (7:6, 10:3, 0:3, 3:6);1;Denver Broncos;New England Patriots;24 Jan 2016; 20;18 ;2015-2016
89;Denver Broncos - New England Patriots;bet365;+150;-172;Sunday, 24 Jan 2016, 19:05;Final result 20:18 (7:6, 10:3, 0:3, 3:6);1;Denver Broncos;New England Patriots;24 Jan 2016; 20;18 ;2015-2016
90;Denver Broncos - New England Patriots;bwin;+140;-167;Sunday, 24 Jan 2016, 19:05;Final result 20:18 (7:6, 10:3, 0:3, 3:6);1;Denver Broncos;New England Patriots;24 Jan 2016; 20;18 ;2015-2016
91;Denver Broncos - New England Patriots;Marathonbet;+156;-167;Sunday, 24 Jan 2016, 19:05;Final result 20:18 (7:6, 10:3, 0:3, 3:6);1;Denver Broncos;New England Patriots;24 Jan 2016; 20;18 ;2015-2016
92;Denver Broncos - New England Patriots;Pinnacle;+154;-172;Sunday, 24 Jan 2016, 19:05;Final result 20:18 (7:6, 10:3, 0:3, 3:6);1;Denver Broncos;New England Patriots;24 Jan 2016; 20;18 ;2015-2016
93;Denver Broncos - New England Patriots;Unibet;+140;-167;Sunday, 24 Jan 2016, 19:05;Final result 20:18 (7:6, 10:3, 0:3, 3:6);1;Denver Broncos;New England Patriots;24 Jan 2016; 20;18 ;2015-2016
94;Denver Broncos - New England Patriots;William Hill;-167;-167;Sunday, 24 Jan 2016, 19:05;Final result 20:18 (7:6, 10:3, 0:3, 3:6);1;Denver Broncos;New England Patriots;24 Jan 2016; 20;18 ;2015-2016
116;Denver Broncos - Pittsburgh Steelers;1xBet;-270;+250;Sunday, 17 Jan 2016, 20:40;Final result 23:16 (6:7, 3:3, 3:3, 11:3);1;Denver Broncos;Pittsburgh Steelers;17 Jan 2016; 23;16 ;2015-2016
117;Denver Broncos - Pittsburgh Steelers;bet-at-home;-312;+229;Sunday, 17 Jan 2016, 20:40;Final result 23:16 (6:7, 3:3, 3:3, 11:3);1;Denver Broncos;Pittsburgh Steelers;17 Jan 2016; 23;16 ;2015-2016
118;Denver Broncos - Pittsburgh Steelers;bet365;-294;+235;Sunday, 17 Jan 2016, 20:40;Final result 23:16 (6:7, 3:3, 3:3, 11:3);1;Denver Broncos;Pittsburgh Steelers;17 Jan 2016; 23;16 ;2015-2016
119;Denver Broncos - Pittsburgh Steelers;bwin;-294;+229;Sunday, 17 Jan 2016, 20:40;Final result 23:16 (6:7, 3:3, 3:3, 11:3);1;Denver Broncos;Pittsburgh Steelers;17 Jan 2016; 23;16 ;2015-2016
120;Denver Broncos - Pittsburgh Steelers;Marathonbet;-278;+250;Sunday, 17 Jan 2016, 20:40;Final result 23:16 (6:7, 3:3, 3:3, 11:3);1;Denver Broncos;Pittsburgh Steelers;17 Jan 2016; 23;16 ;2015-2016
121;Denver Broncos - Pittsburgh Steelers;Pinnacle;-323;+285;Sunday, 17 Jan 2016, 20:40;Final result 23:16 (6:7, 3:3, 3:3, 11:3);1;Denver Broncos;Pittsburgh Steelers;17 Jan 2016; 23;16 ;2015-2016
122;Denver Broncos - Pittsburgh Steelers;Unibet;-270;+220;Sunday, 17 Jan 2016, 20:40;Final result 23:16 (6:7, 3:3, 3:3, 11:3);1;Denver Broncos;Pittsburgh Steelers;17 Jan 2016; 23;16 ;2015-2016
123;Denver Broncos - Pittsburgh Steelers;William Hill;+220;+220;Sunday, 17 Jan 2016, 20:40;Final result 23:16 (6:7, 3:3, 3:3, 11:3);1;Denver Broncos;Pittsburgh Steelers;17 Jan 2016; 23;16 ;2015-2016
145;Carolina Panthers - Seattle Seahawks;1xBet;-143;+133;Sunday, 17 Jan 2016, 17:05;Final result 31:24 (14:0, 17:0, 0:14, 0:10);1;Carolina Panthers;Seattle Seahawks;17 Jan 2016; 31;24 ;2015-2016
