index;TeamsRaw;Bookmaker;OddHome;OddAway;DateRaw;ScoreRaw;TO_KEEP;Home_id;Away_id;Date;Score_home;Score_away;Season
0;Seattle Seahawks - New England Patriots;bet-at-home;-118;-108;Sunday, 01 Feb 2015, 22:30;Final result 24:28 (0:0, 14:14, 10:0, 0:14);1;Seattle Seahawks;New England Patriots;01 Feb 2015; 24;28 ;2014-2015
1;Seattle Seahawks - New England Patriots;bet365;-116;-105;Sunday, 01 Feb 2015, 22:30;Final result 24:28 (0:0, 14:14, 10:0, 0:14);1;Seattle Seahawks;New England Patriots;01 Feb 2015; 24;28 ;2014-2015
2;Seattle Seahawks - New England Patriots;bwin;-120;+100;Sunday, 01 Feb 2015, 22:30;Final result 24:28 (0:0, 14:14, 10:0, 0:14);1;Seattle Seahawks;New England Patriots;01 Feb 2015; 24;28 ;2014-2015
3;Seattle Seahawks - New England Patriots;Marathonbet;-110;+104;Sunday, 01 Feb 2015, 22:30;Final result 24:28 (0:0, 14:14, 10:0, 0:14);1;Seattle Seahawks;New England Patriots;01 Feb 2015; 24;28 ;2014-2015
4;Seattle Seahawks - New England Patriots;Pinnacle;-114;+102;Sunday, 01 Feb 2015, 22:30;Final result 24:28 (0:0, 14:14, 10:0, 0:14);1;Seattle Seahawks;New England Patriots;01 Feb 2015; 24;28 ;2014-2015
5;Seattle Seahawks - New England Patriots;Unibet;-118;+104;Sunday, 01 Feb 2015, 22:30;Final result 24:28 (0:0, 14:14, 10:0, 0:14);1;Seattle Seahawks;New England Patriots;01 Feb 2015; 24;28 ;2014-2015
6;Seattle Seahawks - New England Patriots;William Hill;-115;-105;Sunday, 01 Feb 2015, 22:30;Final result 24:28 (0:0, 14:14, 10:0, 0:14);1;Seattle Seahawks;New England Patriots;01 Feb 2015; 24;28 ;2014-2015
29;Cris Carter Team - Michael Irvin Team;bet-at-home;-112;-114;Monday, 26 Jan 2015, 00:00;Final result 28:32 (13:9, 7:10, 8:6, 0:7);1;Cris Carter Team;Michael Irvin Team;26 Jan 2015; 28;32 ;2014-2015
30;Cris Carter Team - Michael Irvin Team;bet365;-135;+114;Monday, 26 Jan 2015, 00:00;Final result 28:32 (13:9, 7:10, 8:6, 0:7);1;Cris Carter Team;Michael Irvin Team;26 Jan 2015; 28;32 ;2014-2015
31;Cris Carter Team - Michael Irvin Team;bwin;-110;-110;Monday, 26 Jan 2015, 00:00;Final result 28:32 (13:9, 7:10, 8:6, 0:7);1;Cris Carter Team;Michael Irvin Team;26 Jan 2015; 28;32 ;2014-2015
