index;TeamsRaw;Bookmaker;OddHome;OddAway;DateRaw;ScoreRaw;TO_KEEP;Home_id;Away_id;Date;Score_home;Score_away;Season
0;AFC - NFC;bet365;+110;+110;Sunday, 08 Feb 2009, 20:30;Final result 21:30 (7:0, 7:10, 0:7, 7:13);1;AFC;NFC;08 Feb 2009; 21;30 ;2008-2009
1;AFC - NFC;Pinnacle;+120;-135;Sunday, 08 Feb 2009, 20:30;Final result 21:30 (7:0, 7:10, 0:7, 7:13);1;AFC;NFC;08 Feb 2009; 21;30 ;2008-2009
2;AFC - NFC;Unibet;-135;-135;Sunday, 08 Feb 2009, 20:30;Final result 21:30 (7:0, 7:10, 0:7, 7:13);1;AFC;NFC;08 Feb 2009; 21;30 ;2008-2009
3;AFC - NFC;William Hill;-135;-135;Sunday, 08 Feb 2009, 20:30;Final result 21:30 (7:0, 7:10, 0:7, 7:13);1;AFC;NFC;08 Feb 2009; 21;30 ;2008-2009
29;Pittsburgh Steelers - Arizona Cardinals;bet365;-286;+200;Sunday, 01 Feb 2009, 22:00;Final result 27:23 (3:0, 14:7, 3:0, 7:16);1;Pittsburgh Steelers;Arizona Cardinals;01 Feb 2009; 27;23 ;2008-2009
30;Pittsburgh Steelers - Arizona Cardinals;Pinnacle;+200;+225;Sunday, 01 Feb 2009, 22:00;Final result 27:23 (3:0, 14:7, 3:0, 7:16);1;Pittsburgh Steelers;Arizona Cardinals;01 Feb 2009; 27;23 ;2008-2009
31;Pittsburgh Steelers - Arizona Cardinals;Unibet;+225;+225;Sunday, 01 Feb 2009, 22:00;Final result 27:23 (3:0, 14:7, 3:0, 7:16);1;Pittsburgh Steelers;Arizona Cardinals;01 Feb 2009; 27;23 ;2008-2009
32;Pittsburgh Steelers - Arizona Cardinals;William Hill;+225;+210;Sunday, 01 Feb 2009, 22:00;Final result 27:23 (3:0, 14:7, 3:0, 7:16);1;Pittsburgh Steelers;Arizona Cardinals;01 Feb 2009; 27;23 ;2008-2009
58;Pittsburgh Steelers - Baltimore Ravens;bet365;-222;+210;Sunday, 18 Jan 2009, 22:30;Final result 23:14 (6:0, 7:7, 3:0, 7:7);1;Pittsburgh Steelers;Baltimore Ravens;18 Jan 2009; 23;14 ;2008-2009
59;Pittsburgh Steelers - Baltimore Ravens;bwin;-213;+220;Sunday, 18 Jan 2009, 22:30;Final result 23:14 (6:0, 7:7, 3:0, 7:7);1;Pittsburgh Steelers;Baltimore Ravens;18 Jan 2009; 23;14 ;2008-2009
60;Pittsburgh Steelers - Baltimore Ravens;Pinnacle;+220;+229;Sunday, 18 Jan 2009, 22:30;Final result 23:14 (6:0, 7:7, 3:0, 7:7);1;Pittsburgh Steelers;Baltimore Ravens;18 Jan 2009; 23;14 ;2008-2009
87;Arizona Cardinals - Philadelphia Eagles;bet365;+154;-185;Sunday, 18 Jan 2009, 19:00;Final result 32:25 (7:3, 17:3, 0:13, 8:6);1;Arizona Cardinals;Philadelphia Eagles;18 Jan 2009; 32;25 ;2008-2009
88;Arizona Cardinals - Philadelphia Eagles;bwin;+154;-196;Sunday, 18 Jan 2009, 19:00;Final result 32:25 (7:3, 17:3, 0:13, 8:6);1;Arizona Cardinals;Philadelphia Eagles;18 Jan 2009; 32;25 ;2008-2009
89;Arizona Cardinals - Philadelphia Eagles;Pinnacle;+165;-179;Sunday, 18 Jan 2009, 19:00;Final result 32:25 (7:3, 17:3, 0:13, 8:6);1;Arizona Cardinals;Philadelphia Eagles;18 Jan 2009; 32;25 ;2008-2009
116;Pittsburgh Steelers - Los Angeles Chargers;bet365;-278;+225;Sunday, 11 Jan 2009, 20:45;Final result 35:24 (7:7, 7:3, 7:0, 14:14);1;Pittsburgh Steelers;Los Angeles Chargers;11 Jan 2009; 35;24 ;2008-2009
117;Pittsburgh Steelers - Los Angeles Chargers;bwin;-278;+220;Sunday, 11 Jan 2009, 20:45;Final result 35:24 (7:7, 7:3, 7:0, 14:14);1;Pittsburgh Steelers;Los Angeles Chargers;11 Jan 2009; 35;24 ;2008-2009
118;Pittsburgh Steelers - Los Angeles Chargers;Pinnacle;-256;+254;Sunday, 11 Jan 2009, 20:45;Final result 35:24 (7:7, 7:3, 7:0, 14:14);1;Pittsburgh Steelers;Los Angeles Chargers;11 Jan 2009; 35;24 ;2008-2009
145;New York Giants - Philadelphia Eagles;bet365;-213;+175;Sunday, 11 Jan 2009, 17:00;Final result 11:23 (3:7, 5:3, 3:3, 0:10);1;New York Giants;Philadelphia Eagles;11 Jan 2009; 11;23 ;2008-2009
