index;TeamsRaw;Bookmaker;OddHome;OddAway;DateRaw;ScoreRaw;TO_KEEP;Home_id;Away_id;Date;Score_home;Score_away;Season
348;Los Angeles Rams - Houston Texans;bet365;+625;+625;Sunday, 20 Dec 2009, 17:00;Final result 13:16 (0:3, 10:3, 3:7, 0:3);1;Los Angeles Rams;Houston Texans;20 Dec 2009; 13;16 ;2009-2010
349;Los Angeles Rams - Houston Texans;bwin;+625;+625;Sunday, 20 Dec 2009, 17:00;Final result 13:16 (0:3, 10:3, 3:7, 0:3);1;Los Angeles Rams;Houston Texans;20 Dec 2009; 13;16 ;2009-2010
350;Los Angeles Rams - Houston Texans;Pinnacle;+650;+650;Sunday, 20 Dec 2009, 17:00;Final result 13:16 (0:3, 10:3, 3:7, 0:3);1;Los Angeles Rams;Houston Texans;20 Dec 2009; 13;16 ;2009-2010
351;Los Angeles Rams - Houston Texans;Unibet;+650;+650;Sunday, 20 Dec 2009, 17:00;Final result 13:16 (0:3, 10:3, 3:7, 0:3);1;Los Angeles Rams;Houston Texans;20 Dec 2009; 13;16 ;2009-2010
352;Los Angeles Rams - Houston Texans;William Hill;+650;+650;Sunday, 20 Dec 2009, 17:00;Final result 13:16 (0:3, 10:3, 3:7, 0:3);1;Los Angeles Rams;Houston Texans;20 Dec 2009; 13;16 ;2009-2010
377;New York Jets - Atlanta Falcons;bet-at-home;-333;+240;Sunday, 20 Dec 2009, 17:00;Final result 7:10 (7:3, 0:0, 0:0, 0:7);1;New York Jets;Atlanta Falcons;20 Dec 2009; 7;10 ;2009-2010
378;New York Jets - Atlanta Falcons;bet365;-286;+229;Sunday, 20 Dec 2009, 17:00;Final result 7:10 (7:3, 0:0, 0:0, 0:7);1;New York Jets;Atlanta Falcons;20 Dec 2009; 7;10 ;2009-2010
379;New York Jets - Atlanta Falcons;bwin;-303;+240;Sunday, 20 Dec 2009, 17:00;Final result 7:10 (7:3, 0:0, 0:0, 0:7);1;New York Jets;Atlanta Falcons;20 Dec 2009; 7;10 ;2009-2010
380;New York Jets - Atlanta Falcons;Pinnacle;-278;+248;Sunday, 20 Dec 2009, 17:00;Final result 7:10 (7:3, 0:0, 0:0, 0:7);1;New York Jets;Atlanta Falcons;20 Dec 2009; 7;10 ;2009-2010
381;New York Jets - Atlanta Falcons;Unibet;-303;+235;Sunday, 20 Dec 2009, 17:00;Final result 7:10 (7:3, 0:0, 0:0, 0:7);1;New York Jets;Atlanta Falcons;20 Dec 2009; 7;10 ;2009-2010
382;New York Jets - Atlanta Falcons;William Hill;-303;+250;Sunday, 20 Dec 2009, 17:00;Final result 7:10 (7:3, 0:0, 0:0, 0:7);1;New York Jets;Atlanta Falcons;20 Dec 2009; 7;10 ;2009-2010
406;Tennessee Titans - Miami Dolphins;bet-at-home;-250;+185;Sunday, 20 Dec 2009, 17:00;Final result 27:24 OT (7:3, 10:3, 7:3, 0:15, 3:0);1;Tennessee Titans;Miami Dolphins;20 Dec 2009; 27;24 ;2009-2010
407;Tennessee Titans - Miami Dolphins;bet365;-200;+170;Sunday, 20 Dec 2009, 17:00;Final result 27:24 OT (7:3, 10:3, 7:3, 0:15, 3:0);1;Tennessee Titans;Miami Dolphins;20 Dec 2009; 27;24 ;2009-2010
408;Tennessee Titans - Miami Dolphins;bwin;-250;+200;Sunday, 20 Dec 2009, 17:00;Final result 27:24 OT (7:3, 10:3, 7:3, 0:15, 3:0);1;Tennessee Titans;Miami Dolphins;20 Dec 2009; 27;24 ;2009-2010
409;Tennessee Titans - Miami Dolphins;Pinnacle;-233;+204;Sunday, 20 Dec 2009, 17:00;Final result 27:24 OT (7:3, 10:3, 7:3, 0:15, 3:0);1;Tennessee Titans;Miami Dolphins;20 Dec 2009; 27;24 ;2009-2010
410;Tennessee Titans - Miami Dolphins;Unibet;+204;+204;Sunday, 20 Dec 2009, 17:00;Final result 27:24 OT (7:3, 10:3, 7:3, 0:15, 3:0);1;Tennessee Titans;Miami Dolphins;20 Dec 2009; 27;24 ;2009-2010
411;Tennessee Titans - Miami Dolphins;William Hill;+204;+190;Sunday, 20 Dec 2009, 17:00;Final result 27:24 OT (7:3, 10:3, 7:3, 0:15, 3:0);1;Tennessee Titans;Miami Dolphins;20 Dec 2009; 27;24 ;2009-2010
435;New Orleans Saints - Dallas Cowboys;bet-at-home;-333;+240;Sunday, 20 Dec 2009, 00:20;Final result 17:24 (0:14, 3:3, 0:7, 14:0);1;New Orleans Saints;Dallas Cowboys;20 Dec 2009; 17;24 ;2009-2010
436;New Orleans Saints - Dallas Cowboys;bet365;-357;+275;Sunday, 20 Dec 2009, 00:20;Final result 17:24 (0:14, 3:3, 0:7, 14:0);1;New Orleans Saints;Dallas Cowboys;20 Dec 2009; 17;24 ;2009-2010
437;New Orleans Saints - Dallas Cowboys;bwin;-345;+275;Sunday, 20 Dec 2009, 00:20;Final result 17:24 (0:14, 3:3, 0:7, 14:0);1;New Orleans Saints;Dallas Cowboys;20 Dec 2009; 17;24 ;2009-2010
438;New Orleans Saints - Dallas Cowboys;Pinnacle;-312;+275;Sunday, 20 Dec 2009, 00:20;Final result 17:24 (0:14, 3:3, 0:7, 14:0);1;New Orleans Saints;Dallas Cowboys;20 Dec 2009; 17;24 ;2009-2010
439;New Orleans Saints - Dallas Cowboys;Unibet;-333;+250;Sunday, 20 Dec 2009, 00:20;Final result 17:24 (0:14, 3:3, 0:7, 14:0);1;New Orleans Saints;Dallas Cowboys;20 Dec 2009; 17;24 ;2009-2010
440;New Orleans Saints - Dallas Cowboys;William Hill;-323;+260;Sunday, 20 Dec 2009, 00:20;Final result 17:24 (0:14, 3:3, 0:7, 14:0);1;New Orleans Saints;Dallas Cowboys;20 Dec 2009; 17;24 ;2009-2010
464;Cincinnati Bengals - Cleveland Browns;bet365;-909;+575;Sunday, 29 Nov 2009, 17:00;Final result 16:7 (3:0, 10:0, 3:7, 0:0);1;Cincinnati Bengals;Cleveland Browns;29 Nov 2009; 16;7 ;2009-2010
465;Cincinnati Bengals - Cleveland Browns;bwin;+575;+570;Sunday, 29 Nov 2009, 17:00;Final result 16:7 (3:0, 10:0, 3:7, 0:0);1;Cincinnati Bengals;Cleveland Browns;29 Nov 2009; 16;7 ;2009-2010
466;Cincinnati Bengals - Cleveland Browns;Pinnacle;-833;+620;Sunday, 29 Nov 2009, 17:00;Final result 16:7 (3:0, 10:0, 3:7, 0:0);1;Cincinnati Bengals;Cleveland Browns;29 Nov 2009; 16;7 ;2009-2010
467;Cincinnati Bengals - Cleveland Browns;Unibet;-1000;+600;Sunday, 29 Nov 2009, 17:00;Final result 16:7 (3:0, 10:0, 3:7, 0:0);1;Cincinnati Bengals;Cleveland Browns;29 Nov 2009; 16;7 ;2009-2010
468;Cincinnati Bengals - Cleveland Browns;William Hill;-833;+550;Sunday, 29 Nov 2009, 17:00;Final result 16:7 (3:0, 10:0, 3:7, 0:0);1;Cincinnati Bengals;Cleveland Browns;29 Nov 2009; 16;7 ;2009-2010
493;Houston Texans - Indianapolis Colts;bet-at-home;+150;-200;Sunday, 29 Nov 2009, 17:00;Final result 27:35 (14:0, 6:7, 0:7, 7:21);1;Houston Texans;Indianapolis Colts;29 Nov 2009; 27;35 ;2009-2010
494;Houston Texans - Indianapolis Colts;bet365;+170;-200;Sunday, 29 Nov 2009, 17:00;Final result 27:35 (14:0, 6:7, 0:7, 7:21);1;Houston Texans;Indianapolis Colts;29 Nov 2009; 27;35 ;2009-2010
495;Houston Texans - Indianapolis Colts;bwin;+160;-200;Sunday, 29 Nov 2009, 17:00;Final result 27:35 (14:0, 6:7, 0:7, 7:21);1;Houston Texans;Indianapolis Colts;29 Nov 2009; 27;35 ;2009-2010
496;Houston Texans - Indianapolis Colts;Pinnacle;+181;-200;Sunday, 29 Nov 2009, 17:00;Final result 27:35 (14:0, 6:7, 0:7, 7:21);1;Houston Texans;Indianapolis Colts;29 Nov 2009; 27;35 ;2009-2010
497;Houston Texans - Indianapolis Colts;Unibet;+150;-189;Sunday, 29 Nov 2009, 17:00;Final result 27:35 (14:0, 6:7, 0:7, 7:21);1;Houston Texans;Indianapolis Colts;29 Nov 2009; 27;35 ;2009-2010
498;Houston Texans - Indianapolis Colts;William Hill;+165;-189;Sunday, 29 Nov 2009, 17:00;Final result 27:35 (14:0, 6:7, 0:7, 7:21);1;Houston Texans;Indianapolis Colts;29 Nov 2009; 27;35 ;2009-2010
522;Los Angeles Rams - Seattle Seahawks;bet365;+135;-156;Sunday, 29 Nov 2009, 17:00;Final result 17:27 (0:7, 10:7, 0:3, 7:10);1;Los Angeles Rams;Seattle Seahawks;29 Nov 2009; 17;27 ;2009-2010
523;Los Angeles Rams - Seattle Seahawks;bwin;+145;-175;Sunday, 29 Nov 2009, 17:00;Final result 17:27 (0:7, 10:7, 0:3, 7:10);1;Los Angeles Rams;Seattle Seahawks;29 Nov 2009; 17;27 ;2009-2010
524;Los Angeles Rams - Seattle Seahawks;Pinnacle;+140;-154;Sunday, 29 Nov 2009, 17:00;Final result 17:27 (0:7, 10:7, 0:3, 7:10);1;Los Angeles Rams;Seattle Seahawks;29 Nov 2009; 17;27 ;2009-2010
525;Los Angeles Rams - Seattle Seahawks;Unibet;+150;-189;Sunday, 29 Nov 2009, 17:00;Final result 17:27 (0:7, 10:7, 0:3, 7:10);1;Los Angeles Rams;Seattle Seahawks;29 Nov 2009; 17;27 ;2009-2010
526;Los Angeles Rams - Seattle Seahawks;William Hill;+140;-161;Sunday, 29 Nov 2009, 17:00;Final result 17:27 (0:7, 10:7, 0:3, 7:10);1;Los Angeles Rams;Seattle Seahawks;29 Nov 2009; 17;27 ;2009-2010
551;New York Jets - Carolina Panthers;bet-at-home;-182;+140;Sunday, 29 Nov 2009, 17:00;Final result 17:6 (7:0, 7:3, 0:0, 3:3);1;New York Jets;Carolina Panthers;29 Nov 2009; 17;6 ;2009-2010
552;New York Jets - Carolina Panthers;bet365;-172;+150;Sunday, 29 Nov 2009, 17:00;Final result 17:6 (7:0, 7:3, 0:0, 3:3);1;New York Jets;Carolina Panthers;29 Nov 2009; 17;6 ;2009-2010
553;New York Jets - Carolina Panthers;bwin;-182;+150;Sunday, 29 Nov 2009, 17:00;Final result 17:6 (7:0, 7:3, 0:0, 3:3);1;New York Jets;Carolina Panthers;29 Nov 2009; 17;6 ;2009-2010
554;New York Jets - Carolina Panthers;Pinnacle;-164;+150;Sunday, 29 Nov 2009, 17:00;Final result 17:6 (7:0, 7:3, 0:0, 3:3);1;New York Jets;Carolina Panthers;29 Nov 2009; 17;6 ;2009-2010
555;New York Jets - Carolina Panthers;Unibet;-189;+150;Sunday, 29 Nov 2009, 17:00;Final result 17:6 (7:0, 7:3, 0:0, 3:3);1;New York Jets;Carolina Panthers;29 Nov 2009; 17;6 ;2009-2010
