index;TeamsRaw;Bookmaker;OddHome;OddAway;DateRaw;ScoreRaw;TO_KEEP;Home_id;Away_id;Date;Score_home;Score_away;Season
0;Los Angeles Rams - New England Patriots;1xBet;+114;-128;Sunday, 03 Feb 2019, 22:30;Final result 3:13 (0:0, 0:3, 3:0, 0:10);1;Los Angeles Rams;New England Patriots;03 Feb 2019; 3;13 ;2018-2019
1;Los Angeles Rams - New England Patriots;bet-at-home;+114;-135;Sunday, 03 Feb 2019, 22:30;Final result 3:13 (0:0, 0:3, 3:0, 0:10);1;Los Angeles Rams;New England Patriots;03 Feb 2019; 3;13 ;2018-2019
2;Los Angeles Rams - New England Patriots;bet365;+110;-132;Sunday, 03 Feb 2019, 22:30;Final result 3:13 (0:0, 0:3, 3:0, 0:10);1;Los Angeles Rams;New England Patriots;03 Feb 2019; 3;13 ;2018-2019
3;Los Angeles Rams - New England Patriots;bwin;+114;-139;Sunday, 03 Feb 2019, 22:30;Final result 3:13 (0:0, 0:3, 3:0, 0:10);1;Los Angeles Rams;New England Patriots;03 Feb 2019; 3;13 ;2018-2019
4;Los Angeles Rams - New England Patriots;Coolbet;+116;-116;Sunday, 03 Feb 2019, 22:30;Final result 3:13 (0:0, 0:3, 3:0, 0:10);1;Los Angeles Rams;New England Patriots;03 Feb 2019; 3;13 ;2018-2019
5;Los Angeles Rams - New England Patriots;Marathonbet;+112;-130;Sunday, 03 Feb 2019, 22:30;Final result 3:13 (0:0, 0:3, 3:0, 0:10);1;Los Angeles Rams;New England Patriots;03 Feb 2019; 3;13 ;2018-2019
6;Los Angeles Rams - New England Patriots;Parimatch;+117;-133;Sunday, 03 Feb 2019, 22:30;Final result 3:13 (0:0, 0:3, 3:0, 0:10);1;Los Angeles Rams;New England Patriots;03 Feb 2019; 3;13 ;2018-2019
7;Los Angeles Rams - New England Patriots;Pinnacle;+112;-123;Sunday, 03 Feb 2019, 22:30;Final result 3:13 (0:0, 0:3, 3:0, 0:10);1;Los Angeles Rams;New England Patriots;03 Feb 2019; 3;13 ;2018-2019
8;Los Angeles Rams - New England Patriots;Unibet;-125;-105;Sunday, 03 Feb 2019, 22:30;Final result 3:13 (0:0, 0:3, 3:0, 0:10);1;Los Angeles Rams;New England Patriots;03 Feb 2019; 3;13 ;2018-2019
9;Los Angeles Rams - New England Patriots;William Hill;+114;-135;Sunday, 03 Feb 2019, 22:30;Final result 3:13 (0:0, 0:3, 3:0, 0:10);1;Los Angeles Rams;New England Patriots;03 Feb 2019; 3;13 ;2018-2019
29;NFC - AFC;1xBet;-108;-118;Sunday, 27 Jan 2019, 19:00;Final result 7:26 (0:7, 0:10, 0:3, 7:6);1;NFC;AFC;27 Jan 2019; 7;26 ;2018-2019
30;NFC - AFC;bet-at-home;-108;-119;Sunday, 27 Jan 2019, 19:00;Final result 7:26 (0:7, 0:10, 0:3, 7:6);1;NFC;AFC;27 Jan 2019; 7;26 ;2018-2019
31;NFC - AFC;bet365;-105;-116;Sunday, 27 Jan 2019, 19:00;Final result 7:26 (0:7, 0:10, 0:3, 7:6);1;NFC;AFC;27 Jan 2019; 7;26 ;2018-2019
32;NFC - AFC;bwin;-105;-115;Sunday, 27 Jan 2019, 19:00;Final result 7:26 (0:7, 0:10, 0:3, 7:6);1;NFC;AFC;27 Jan 2019; 7;26 ;2018-2019
33;NFC - AFC;Coolbet;-104;-118;Sunday, 27 Jan 2019, 19:00;Final result 7:26 (0:7, 0:10, 0:3, 7:6);1;NFC;AFC;27 Jan 2019; 7;26 ;2018-2019
34;NFC - AFC;Marathonbet;-109;-119;Sunday, 27 Jan 2019, 19:00;Final result 7:26 (0:7, 0:10, 0:3, 7:6);1;NFC;AFC;27 Jan 2019; 7;26 ;2018-2019
35;NFC - AFC;Parimatch;-104;-118;Sunday, 27 Jan 2019, 19:00;Final result 7:26 (0:7, 0:10, 0:3, 7:6);1;NFC;AFC;27 Jan 2019; 7;26 ;2018-2019
36;NFC - AFC;Unibet;-102;-118;Sunday, 27 Jan 2019, 19:00;Final result 7:26 (0:7, 0:10, 0:3, 7:6);1;NFC;AFC;27 Jan 2019; 7;26 ;2018-2019
37;NFC - AFC;William Hill;-105;-116;Sunday, 27 Jan 2019, 19:00;Final result 7:26 (0:7, 0:10, 0:3, 7:6);1;NFC;AFC;27 Jan 2019; 7;26 ;2018-2019
58;Kansas City Chiefs - New England Patriots;1xBet;-169;+138;Sunday, 20 Jan 2019, 22:40;Final result 31:37 OT (0:7, 0:7, 7:3, 24:14, 0:6);1;Kansas City Chiefs;New England Patriots;20 Jan 2019; 31;37 ;2018-2019
59;Kansas City Chiefs - New England Patriots;bet-at-home;-172;+141;Sunday, 20 Jan 2019, 22:40;Final result 31:37 OT (0:7, 0:7, 7:3, 24:14, 0:6);1;Kansas City Chiefs;New England Patriots;20 Jan 2019; 31;37 ;2018-2019
60;Kansas City Chiefs - New England Patriots;bet365;-172;+150;Sunday, 20 Jan 2019, 22:40;Final result 31:37 OT (0:7, 0:7, 7:3, 24:14, 0:6);1;Kansas City Chiefs;New England Patriots;20 Jan 2019; 31;37 ;2018-2019
61;Kansas City Chiefs - New England Patriots;bwin;-167;+140;Sunday, 20 Jan 2019, 22:40;Final result 31:37 OT (0:7, 0:7, 7:3, 24:14, 0:6);1;Kansas City Chiefs;New England Patriots;20 Jan 2019; 31;37 ;2018-2019
62;Kansas City Chiefs - New England Patriots;Coolbet;-167;+154;Sunday, 20 Jan 2019, 22:40;Final result 31:37 OT (0:7, 0:7, 7:3, 24:14, 0:6);1;Kansas City Chiefs;New England Patriots;20 Jan 2019; 31;37 ;2018-2019
63;Kansas City Chiefs - New England Patriots;Marathonbet;-179;+154;Sunday, 20 Jan 2019, 22:40;Final result 31:37 OT (0:7, 0:7, 7:3, 24:14, 0:6);1;Kansas City Chiefs;New England Patriots;20 Jan 2019; 31;37 ;2018-2019
64;Kansas City Chiefs - New England Patriots;Parimatch;-167;+147;Sunday, 20 Jan 2019, 22:40;Final result 31:37 OT (0:7, 0:7, 7:3, 24:14, 0:6);1;Kansas City Chiefs;New England Patriots;20 Jan 2019; 31;37 ;2018-2019
65;Kansas City Chiefs - New England Patriots;Pinnacle;-172;+154;Sunday, 20 Jan 2019, 22:40;Final result 31:37 OT (0:7, 0:7, 7:3, 24:14, 0:6);1;Kansas City Chiefs;New England Patriots;20 Jan 2019; 31;37 ;2018-2019
66;Kansas City Chiefs - New England Patriots;Unibet;-185;+150;Sunday, 20 Jan 2019, 22:40;Final result 31:37 OT (0:7, 0:7, 7:3, 24:14, 0:6);1;Kansas City Chiefs;New England Patriots;20 Jan 2019; 31;37 ;2018-2019
67;Kansas City Chiefs - New England Patriots;William Hill;-179;+150;Sunday, 20 Jan 2019, 22:40;Final result 31:37 OT (0:7, 0:7, 7:3, 24:14, 0:6);1;Kansas City Chiefs;New England Patriots;20 Jan 2019; 31;37 ;2018-2019
87;New Orleans Saints - Los Angeles Rams;1xBet;-182;+147;Sunday, 20 Jan 2019, 19:05;Final result 23:26 OT (13:0, 0:10, 7:7, 3:6, 0:3);1;New Orleans Saints;Los Angeles Rams;20 Jan 2019; 23;26 ;2018-2019
88;New Orleans Saints - Los Angeles Rams;bet-at-home;-167;+136;Sunday, 20 Jan 2019, 19:05;Final result 23:26 OT (13:0, 0:10, 7:7, 3:6, 0:3);1;New Orleans Saints;Los Angeles Rams;20 Jan 2019; 23;26 ;2018-2019
89;New Orleans Saints - Los Angeles Rams;bet365;-161;+140;Sunday, 20 Jan 2019, 19:05;Final result 23:26 OT (13:0, 0:10, 7:7, 3:6, 0:3);1;New Orleans Saints;Los Angeles Rams;20 Jan 2019; 23;26 ;2018-2019
90;New Orleans Saints - Los Angeles Rams;bwin;-175;+145;Sunday, 20 Jan 2019, 19:05;Final result 23:26 OT (13:0, 0:10, 7:7, 3:6, 0:3);1;New Orleans Saints;Los Angeles Rams;20 Jan 2019; 23;26 ;2018-2019
91;New Orleans Saints - Los Angeles Rams;Coolbet;-154;+142;Sunday, 20 Jan 2019, 19:05;Final result 23:26 OT (13:0, 0:10, 7:7, 3:6, 0:3);1;New Orleans Saints;Los Angeles Rams;20 Jan 2019; 23;26 ;2018-2019
92;New Orleans Saints - Los Angeles Rams;Marathonbet;-161;+141;Sunday, 20 Jan 2019, 19:05;Final result 23:26 OT (13:0, 0:10, 7:7, 3:6, 0:3);1;New Orleans Saints;Los Angeles Rams;20 Jan 2019; 23;26 ;2018-2019
93;New Orleans Saints - Los Angeles Rams;Parimatch;-161;+142;Sunday, 20 Jan 2019, 19:05;Final result 23:26 OT (13:0, 0:10, 7:7, 3:6, 0:3);1;New Orleans Saints;Los Angeles Rams;20 Jan 2019; 23;26 ;2018-2019
94;New Orleans Saints - Los Angeles Rams;Pinnacle;-154;+139;Sunday, 20 Jan 2019, 19:05;Final result 23:26 OT (13:0, 0:10, 7:7, 3:6, 0:3);1;New Orleans Saints;Los Angeles Rams;20 Jan 2019; 23;26 ;2018-2019
95;New Orleans Saints - Los Angeles Rams;Unibet;-172;+140;Sunday, 20 Jan 2019, 19:05;Final result 23:26 OT (13:0, 0:10, 7:7, 3:6, 0:3);1;New Orleans Saints;Los Angeles Rams;20 Jan 2019; 23;26 ;2018-2019
96;New Orleans Saints - Los Angeles Rams;William Hill;-164;+140;Sunday, 20 Jan 2019, 19:05;Final result 23:26 OT (13:0, 0:10, 7:7, 3:6, 0:3);1;New Orleans Saints;Los Angeles Rams;20 Jan 2019; 23;26 ;2018-2019
116;New Orleans Saints - Philadelphia Eagles;1xBet;-385;+304;Sunday, 13 Jan 2019, 20:40;Final result 20:14 (0:14, 10:0, 7:0, 3:0);1;New Orleans Saints;Philadelphia Eagles;13 Jan 2019; 20;14 ;2018-2019
117;New Orleans Saints - Philadelphia Eagles;bet-at-home;-400;+303;Sunday, 13 Jan 2019, 20:40;Final result 20:14 (0:14, 10:0, 7:0, 3:0);1;New Orleans Saints;Philadelphia Eagles;13 Jan 2019; 20;14 ;2018-2019
118;New Orleans Saints - Philadelphia Eagles;bet365;-400;+320;Sunday, 13 Jan 2019, 20:40;Final result 20:14 (0:14, 10:0, 7:0, 3:0);1;New Orleans Saints;Philadelphia Eagles;13 Jan 2019; 20;14 ;2018-2019
119;New Orleans Saints - Philadelphia Eagles;bwin;-400;+300;Sunday, 13 Jan 2019, 20:40;Final result 20:14 (0:14, 10:0, 7:0, 3:0);1;New Orleans Saints;Philadelphia Eagles;13 Jan 2019; 20;14 ;2018-2019
120;New Orleans Saints - Philadelphia Eagles;Coolbet;-370;+330;Sunday, 13 Jan 2019, 20:40;Final result 20:14 (0:14, 10:0, 7:0, 3:0);1;New Orleans Saints;Philadelphia Eagles;13 Jan 2019; 20;14 ;2018-2019
121;New Orleans Saints - Philadelphia Eagles;Marathonbet;-400;+330;Sunday, 13 Jan 2019, 20:40;Final result 20:14 (0:14, 10:0, 7:0, 3:0);1;New Orleans Saints;Philadelphia Eagles;13 Jan 2019; 20;14 ;2018-2019
122;New Orleans Saints - Philadelphia Eagles;Parimatch;-385;+326;Sunday, 13 Jan 2019, 20:40;Final result 20:14 (0:14, 10:0, 7:0, 3:0);1;New Orleans Saints;Philadelphia Eagles;13 Jan 2019; 20;14 ;2018-2019
123;New Orleans Saints - Philadelphia Eagles;Pinnacle;-385;+330;Sunday, 13 Jan 2019, 20:40;Final result 20:14 (0:14, 10:0, 7:0, 3:0);1;New Orleans Saints;Philadelphia Eagles;13 Jan 2019; 20;14 ;2018-2019
124;New Orleans Saints - Philadelphia Eagles;Unibet;-357;+275;Sunday, 13 Jan 2019, 20:40;Final result 20:14 (0:14, 10:0, 7:0, 3:0);1;New Orleans Saints;Philadelphia Eagles;13 Jan 2019; 20;14 ;2018-2019
125;New Orleans Saints - Philadelphia Eagles;William Hill;-400;+309;Sunday, 13 Jan 2019, 20:40;Final result 20:14 (0:14, 10:0, 7:0, 3:0);1;New Orleans Saints;Philadelphia Eagles;13 Jan 2019; 20;14 ;2018-2019
145;New England Patriots - Los Angeles Chargers;1xBet;-200;+169;Sunday, 13 Jan 2019, 17:05;Final result 41:28 (14:7, 21:0, 3:7, 3:14);1;New England Patriots;Los Angeles Chargers;13 Jan 2019; 41;28 ;2018-2019
146;New England Patriots - Los Angeles Chargers;bet-at-home;-196;+159;Sunday, 13 Jan 2019, 17:05;Final result 41:28 (14:7, 21:0, 3:7, 3:14);1;New England Patriots;Los Angeles Chargers;13 Jan 2019; 41;28 ;2018-2019
147;New England Patriots - Los Angeles Chargers;bet365;-200;+170;Sunday, 13 Jan 2019, 17:05;Final result 41:28 (14:7, 21:0, 3:7, 3:14);1;New England Patriots;Los Angeles Chargers;13 Jan 2019; 41;28 ;2018-2019
148;New England Patriots - Los Angeles Chargers;bwin;-200;+165;Sunday, 13 Jan 2019, 17:05;Final result 41:28 (14:7, 21:0, 3:7, 3:14);1;New England Patriots;Los Angeles Chargers;13 Jan 2019; 41;28 ;2018-2019
149;New England Patriots - Los Angeles Chargers;Coolbet;-192;+175;Sunday, 13 Jan 2019, 17:05;Final result 41:28 (14:7, 21:0, 3:7, 3:14);1;New England Patriots;Los Angeles Chargers;13 Jan 2019; 41;28 ;2018-2019
150;New England Patriots - Los Angeles Chargers;Marathonbet;-196;+169;Sunday, 13 Jan 2019, 17:05;Final result 41:28 (14:7, 21:0, 3:7, 3:14);1;New England Patriots;Los Angeles Chargers;13 Jan 2019; 41;28 ;2018-2019
151;New England Patriots - Los Angeles Chargers;Parimatch;-185;+161;Sunday, 13 Jan 2019, 17:05;Final result 41:28 (14:7, 21:0, 3:7, 3:14);1;New England Patriots;Los Angeles Chargers;13 Jan 2019; 41;28 ;2018-2019
152;New England Patriots - Los Angeles Chargers;Pinnacle;-189;+170;Sunday, 13 Jan 2019, 17:05;Final result 41:28 (14:7, 21:0, 3:7, 3:14);1;New England Patriots;Los Angeles Chargers;13 Jan 2019; 41;28 ;2018-2019
153;New England Patriots - Los Angeles Chargers;Unibet;-189;+154;Sunday, 13 Jan 2019, 17:05;Final result 41:28 (14:7, 21:0, 3:7, 3:14);1;New England Patriots;Los Angeles Chargers;13 Jan 2019; 41;28 ;2018-2019
154;New England Patriots - Los Angeles Chargers;William Hill;-196;+165;Sunday, 13 Jan 2019, 17:05;Final result 41:28 (14:7, 21:0, 3:7, 3:14);1;New England Patriots;Los Angeles Chargers;13 Jan 2019; 41;28 ;2018-2019
