index;TeamsRaw;Bookmaker;OddHome;OddAway;DateRaw;ScoreRaw;TO_KEEP;Home_id;Away_id;Date;Score_home;Score_away;Season
174;Los Angeles Rams - Dallas Cowboys;1xBet;-357;+284;Sunday, 13 Jan 2019, 00:15;Final result 30:22 (3:7, 17:0, 3:8, 7:7);1;Los Angeles Rams;Dallas Cowboys;13 Jan 2019; 30;22 ;2018-2019
175;Los Angeles Rams - Dallas Cowboys;bet-at-home;-345;+265;Sunday, 13 Jan 2019, 00:15;Final result 30:22 (3:7, 17:0, 3:8, 7:7);1;Los Angeles Rams;Dallas Cowboys;13 Jan 2019; 30;22 ;2018-2019
176;Los Angeles Rams - Dallas Cowboys;bet365;-345;+270;Sunday, 13 Jan 2019, 00:15;Final result 30:22 (3:7, 17:0, 3:8, 7:7);1;Los Angeles Rams;Dallas Cowboys;13 Jan 2019; 30;22 ;2018-2019
177;Los Angeles Rams - Dallas Cowboys;bwin;-357;+280;Sunday, 13 Jan 2019, 00:15;Final result 30:22 (3:7, 17:0, 3:8, 7:7);1;Los Angeles Rams;Dallas Cowboys;13 Jan 2019; 30;22 ;2018-2019
178;Los Angeles Rams - Dallas Cowboys;Coolbet;-333;+298;Sunday, 13 Jan 2019, 00:15;Final result 30:22 (3:7, 17:0, 3:8, 7:7);1;Los Angeles Rams;Dallas Cowboys;13 Jan 2019; 30;22 ;2018-2019
179;Los Angeles Rams - Dallas Cowboys;Marathonbet;-345;+286;Sunday, 13 Jan 2019, 00:15;Final result 30:22 (3:7, 17:0, 3:8, 7:7);1;Los Angeles Rams;Dallas Cowboys;13 Jan 2019; 30;22 ;2018-2019
180;Los Angeles Rams - Dallas Cowboys;Parimatch;-333;+280;Sunday, 13 Jan 2019, 00:15;Final result 30:22 (3:7, 17:0, 3:8, 7:7);1;Los Angeles Rams;Dallas Cowboys;13 Jan 2019; 30;22 ;2018-2019
181;Los Angeles Rams - Dallas Cowboys;Pinnacle;-345;+301;Sunday, 13 Jan 2019, 00:15;Final result 30:22 (3:7, 17:0, 3:8, 7:7);1;Los Angeles Rams;Dallas Cowboys;13 Jan 2019; 30;22 ;2018-2019
182;Los Angeles Rams - Dallas Cowboys;Unibet;-333;+260;Sunday, 13 Jan 2019, 00:15;Final result 30:22 (3:7, 17:0, 3:8, 7:7);1;Los Angeles Rams;Dallas Cowboys;13 Jan 2019; 30;22 ;2018-2019
183;Los Angeles Rams - Dallas Cowboys;William Hill;-345;+270;Sunday, 13 Jan 2019, 00:15;Final result 30:22 (3:7, 17:0, 3:8, 7:7);1;Los Angeles Rams;Dallas Cowboys;13 Jan 2019; 30;22 ;2018-2019
203;New Orleans Saints - Pittsburgh Steelers;1xBet;-256;+212;Sunday, 23 Dec 2018, 20:25;Final result 31:28 (7:3, 10:11, 7:14, 7:0);1;New Orleans Saints;Pittsburgh Steelers;23 Dec 2018; 31;28 ;2018-2019
204;New Orleans Saints - Pittsburgh Steelers;bet-at-home;-270;+202;Sunday, 23 Dec 2018, 20:25;Final result 31:28 (7:3, 10:11, 7:14, 7:0);1;New Orleans Saints;Pittsburgh Steelers;23 Dec 2018; 31;28 ;2018-2019
205;New Orleans Saints - Pittsburgh Steelers;bet365;-286;+229;Sunday, 23 Dec 2018, 20:25;Final result 31:28 (7:3, 10:11, 7:14, 7:0);1;New Orleans Saints;Pittsburgh Steelers;23 Dec 2018; 31;28 ;2018-2019
206;New Orleans Saints - Pittsburgh Steelers;bwin;-278;+220;Sunday, 23 Dec 2018, 20:25;Final result 31:28 (7:3, 10:11, 7:14, 7:0);1;New Orleans Saints;Pittsburgh Steelers;23 Dec 2018; 31;28 ;2018-2019
207;New Orleans Saints - Pittsburgh Steelers;Coolbet;-270;+245;Sunday, 23 Dec 2018, 20:25;Final result 31:28 (7:3, 10:11, 7:14, 7:0);1;New Orleans Saints;Pittsburgh Steelers;23 Dec 2018; 31;28 ;2018-2019
208;New Orleans Saints - Pittsburgh Steelers;Marathonbet;-250;+213;Sunday, 23 Dec 2018, 20:25;Final result 31:28 (7:3, 10:11, 7:14, 7:0);1;New Orleans Saints;Pittsburgh Steelers;23 Dec 2018; 31;28 ;2018-2019
209;New Orleans Saints - Pittsburgh Steelers;Parimatch;-256;+222;Sunday, 23 Dec 2018, 20:25;Final result 31:28 (7:3, 10:11, 7:14, 7:0);1;New Orleans Saints;Pittsburgh Steelers;23 Dec 2018; 31;28 ;2018-2019
210;New Orleans Saints - Pittsburgh Steelers;Pinnacle;-263;+231;Sunday, 23 Dec 2018, 20:25;Final result 31:28 (7:3, 10:11, 7:14, 7:0);1;New Orleans Saints;Pittsburgh Steelers;23 Dec 2018; 31;28 ;2018-2019
211;New Orleans Saints - Pittsburgh Steelers;Unibet;-278;+220;Sunday, 23 Dec 2018, 20:25;Final result 31:28 (7:3, 10:11, 7:14, 7:0);1;New Orleans Saints;Pittsburgh Steelers;23 Dec 2018; 31;28 ;2018-2019
212;New Orleans Saints - Pittsburgh Steelers;William Hill;-278;+229;Sunday, 23 Dec 2018, 20:25;Final result 31:28 (7:3, 10:11, 7:14, 7:0);1;New Orleans Saints;Pittsburgh Steelers;23 Dec 2018; 31;28 ;2018-2019
232;Philadelphia Eagles - Houston Texans;1xBet;-133;+114;Sunday, 23 Dec 2018, 17:00;Final result 32:30 (7:0, 6:16, 10:0, 9:14);1;Philadelphia Eagles;Houston Texans;23 Dec 2018; 32;30 ;2018-2019
233;Philadelphia Eagles - Houston Texans;bet-at-home;-128;+100;Sunday, 23 Dec 2018, 17:00;Final result 32:30 (7:0, 6:16, 10:0, 9:14);1;Philadelphia Eagles;Houston Texans;23 Dec 2018; 32;30 ;2018-2019
234;Philadelphia Eagles - Houston Texans;bet365;-125;+104;Sunday, 23 Dec 2018, 17:00;Final result 32:30 (7:0, 6:16, 10:0, 9:14);1;Philadelphia Eagles;Houston Texans;23 Dec 2018; 32;30 ;2018-2019
235;Philadelphia Eagles - Houston Texans;bwin;-133;+110;Sunday, 23 Dec 2018, 17:00;Final result 32:30 (7:0, 6:16, 10:0, 9:14);1;Philadelphia Eagles;Houston Texans;23 Dec 2018; 32;30 ;2018-2019
236;Philadelphia Eagles - Houston Texans;Coolbet;-119;+110;Sunday, 23 Dec 2018, 17:00;Final result 32:30 (7:0, 6:16, 10:0, 9:14);1;Philadelphia Eagles;Houston Texans;23 Dec 2018; 32;30 ;2018-2019
237;Philadelphia Eagles - Houston Texans;Marathonbet;-119;+104;Sunday, 23 Dec 2018, 17:00;Final result 32:30 (7:0, 6:16, 10:0, 9:14);1;Philadelphia Eagles;Houston Texans;23 Dec 2018; 32;30 ;2018-2019
238;Philadelphia Eagles - Houston Texans;Parimatch;-120;+106;Sunday, 23 Dec 2018, 17:00;Final result 32:30 (7:0, 6:16, 10:0, 9:14);1;Philadelphia Eagles;Houston Texans;23 Dec 2018; 32;30 ;2018-2019
239;Philadelphia Eagles - Houston Texans;Pinnacle;-122;+110;Sunday, 23 Dec 2018, 17:00;Final result 32:30 (7:0, 6:16, 10:0, 9:14);1;Philadelphia Eagles;Houston Texans;23 Dec 2018; 32;30 ;2018-2019
240;Philadelphia Eagles - Houston Texans;Unibet;-130;+106;Sunday, 23 Dec 2018, 17:00;Final result 32:30 (7:0, 6:16, 10:0, 9:14);1;Philadelphia Eagles;Houston Texans;23 Dec 2018; 32;30 ;2018-2019
241;Philadelphia Eagles - Houston Texans;William Hill;-130;+110;Sunday, 23 Dec 2018, 17:00;Final result 32:30 (7:0, 6:16, 10:0, 9:14);1;Philadelphia Eagles;Houston Texans;23 Dec 2018; 32;30 ;2018-2019
261;Tennessee Titans - Washington Commanders;1xBet;-714;+484;Saturday, 22 Dec 2018, 20:30;Final result 25:16 (6:3, 3:7, 0:3, 16:3);1;Tennessee Titans;Washington Commanders;22 Dec 2018; 25;16 ;2018-2019
262;Tennessee Titans - Washington Commanders;bet-at-home;-833;+486;Saturday, 22 Dec 2018, 20:30;Final result 25:16 (6:3, 3:7, 0:3, 16:3);1;Tennessee Titans;Washington Commanders;22 Dec 2018; 25;16 ;2018-2019
263;Tennessee Titans - Washington Commanders;bet365;-714;+500;Saturday, 22 Dec 2018, 20:30;Final result 25:16 (6:3, 3:7, 0:3, 16:3);1;Tennessee Titans;Washington Commanders;22 Dec 2018; 25;16 ;2018-2019
264;Tennessee Titans - Washington Commanders;bwin;-625;+450;Saturday, 22 Dec 2018, 20:30;Final result 25:16 (6:3, 3:7, 0:3, 16:3);1;Tennessee Titans;Washington Commanders;22 Dec 2018; 25;16 ;2018-2019
265;Tennessee Titans - Washington Commanders;Coolbet;-526;+455;Saturday, 22 Dec 2018, 20:30;Final result 25:16 (6:3, 3:7, 0:3, 16:3);1;Tennessee Titans;Washington Commanders;22 Dec 2018; 25;16 ;2018-2019
266;Tennessee Titans - Washington Commanders;Marathonbet;-556;+445;Saturday, 22 Dec 2018, 20:30;Final result 25:16 (6:3, 3:7, 0:3, 16:3);1;Tennessee Titans;Washington Commanders;22 Dec 2018; 25;16 ;2018-2019
267;Tennessee Titans - Washington Commanders;Parimatch;-714;+539;Saturday, 22 Dec 2018, 20:30;Final result 25:16 (6:3, 3:7, 0:3, 16:3);1;Tennessee Titans;Washington Commanders;22 Dec 2018; 25;16 ;2018-2019
268;Tennessee Titans - Washington Commanders;Pinnacle;-588;+470;Saturday, 22 Dec 2018, 20:30;Final result 25:16 (6:3, 3:7, 0:3, 16:3);1;Tennessee Titans;Washington Commanders;22 Dec 2018; 25;16 ;2018-2019
269;Tennessee Titans - Washington Commanders;Unibet;-625;+430;Saturday, 22 Dec 2018, 20:30;Final result 25:16 (6:3, 3:7, 0:3, 16:3);1;Tennessee Titans;Washington Commanders;22 Dec 2018; 25;16 ;2018-2019
270;Tennessee Titans - Washington Commanders;William Hill;-667;+470;Saturday, 22 Dec 2018, 20:30;Final result 25:16 (6:3, 3:7, 0:3, 16:3);1;Tennessee Titans;Washington Commanders;22 Dec 2018; 25;16 ;2018-2019
