index;TeamsRaw;Bookmaker;OddHome;OddDraw;OddAway;DateRaw;ScoreRaw;TO_KEEP;Home_id;Away_id;Date;Score_home;Score_away;Season
146;New England Revolution - Columbus Crew;bet365;-175;+260;+400;Saturday, 10 Sep 2005, 21:59;Final result 3:1 (2:0, 1:1);1;New England Revolution;Columbus Crew;10 Sep 2005; 3;1 ;2005
147;New England Revolution - Columbus Crew;bwin;-200;+250;+525;Saturday, 10 Sep 2005, 21:59;Final result 3:1 (2:0, 1:1);1;New England Revolution;Columbus Crew;10 Sep 2005; 3;1 ;2005
148;New England Revolution - Columbus Crew;Pinnacle;-179;+254;+475;Saturday, 10 Sep 2005, 21:59;Final result 3:1 (2:0, 1:1);1;New England Revolution;Columbus Crew;10 Sep 2005; 3;1 ;2005
149;New England Revolution - Columbus Crew;William Hill;-167;+240;+380;Saturday, 10 Sep 2005, 21:59;Final result 3:1 (2:0, 1:1);1;New England Revolution;Columbus Crew;10 Sep 2005; 3;1 ;2005
174;Los Angeles Galaxy - Chicago Fire;bet-at-home;+110;+210;+200;Sunday, 04 Sep 2005, 20:00;Final result 1:2 (1:1, 0:1);1;Los Angeles Galaxy;Chicago Fire;04 Sep 2005; 1;2 ;2005
175;Los Angeles Galaxy - Chicago Fire;bet365;+110;+200;+220;Sunday, 04 Sep 2005, 20:00;Final result 1:2 (1:1, 0:1);1;Los Angeles Galaxy;Chicago Fire;04 Sep 2005; 1;2 ;2005
176;Los Angeles Galaxy - Chicago Fire;William Hill;+104;+210;+220;Sunday, 04 Sep 2005, 20:00;Final result 1:2 (1:1, 0:1);1;Los Angeles Galaxy;Chicago Fire;04 Sep 2005; 1;2 ;2005
203;Chivas USA - Columbus Crew;bet-at-home;+150;+200;+150;Saturday, 03 Sep 2005, 20:00;Final result 0:3 (0:1, 0:2);1;Chivas USA;Columbus Crew;03 Sep 2005; 0;3 ;2005
204;Chivas USA - Columbus Crew;bet365;+170;+200;+137;Saturday, 03 Sep 2005, 20:00;Final result 0:3 (0:1, 0:2);1;Chivas USA;Columbus Crew;03 Sep 2005; 0;3 ;2005
205;Chivas USA - Columbus Crew;Pinnacle;+140;+235;+160;Saturday, 03 Sep 2005, 20:00;Final result 0:3 (0:1, 0:2);1;Chivas USA;Columbus Crew;03 Sep 2005; 0;3 ;2005
206;Chivas USA - Columbus Crew;William Hill;+150;+210;+150;Saturday, 03 Sep 2005, 20:00;Final result 0:3 (0:1, 0:2);1;Chivas USA;Columbus Crew;03 Sep 2005; 0;3 ;2005
232;Colorado Rapids - DC United;bet365;+129;+200;+175;Saturday, 03 Sep 2005, 20:00;Final result 1:0 (1:0, 0:0);1;Colorado Rapids;DC United;03 Sep 2005; 1;0 ;2005
233;Colorado Rapids - DC United;Pinnacle;+135;+210;+185;Saturday, 03 Sep 2005, 20:00;Final result 1:0 (1:0, 0:0);1;Colorado Rapids;DC United;03 Sep 2005; 1;0 ;2005
234;Colorado Rapids - DC United;William Hill;+129;+210;+170;Saturday, 03 Sep 2005, 20:00;Final result 1:0 (1:0, 0:0);1;Colorado Rapids;DC United;03 Sep 2005; 1;0 ;2005
261;FC Dallas - Houston Dynamo;bet-at-home;+140;+210;+154;Saturday, 03 Sep 2005, 20:00;Final result 0:2 (0:0, 0:2);1;FC Dallas;Houston Dynamo;03 Sep 2005; 0;2 ;2005
262;FC Dallas - Houston Dynamo;bet365;+150;+200;+160;Saturday, 03 Sep 2005, 20:00;Final result 0:2 (0:0, 0:2);1;FC Dallas;Houston Dynamo;03 Sep 2005; 0;2 ;2005
263;FC Dallas - Houston Dynamo;Pinnacle;+154;+225;+154;Saturday, 03 Sep 2005, 20:00;Final result 0:2 (0:0, 0:2);1;FC Dallas;Houston Dynamo;03 Sep 2005; 0;2 ;2005
264;FC Dallas - Houston Dynamo;William Hill;+150;+200;+154;Saturday, 03 Sep 2005, 20:00;Final result 0:2 (0:0, 0:2);1;FC Dallas;Houston Dynamo;03 Sep 2005; 0;2 ;2005
290;New York Red Bulls - Sporting Kansas City;bet-at-home;+140;+210;+154;Saturday, 03 Sep 2005, 20:00;Final result 2:2 (1:1, 1:1);1;New York Red Bulls;Sporting Kansas City;03 Sep 2005; 2;2 ;2005
291;New York Red Bulls - Sporting Kansas City;bet365;+139;+189;+175;Saturday, 03 Sep 2005, 20:00;Final result 2:2 (1:1, 1:1);1;New York Red Bulls;Sporting Kansas City;03 Sep 2005; 2;2 ;2005
292;New York Red Bulls - Sporting Kansas City;Pinnacle;+135;+210;+185;Saturday, 03 Sep 2005, 20:00;Final result 2:2 (1:1, 1:1);1;New York Red Bulls;Sporting Kansas City;03 Sep 2005; 2;2 ;2005
293;New York Red Bulls - Sporting Kansas City;William Hill;+140;+204;+160;Saturday, 03 Sep 2005, 20:00;Final result 2:2 (1:1, 1:1);1;New York Red Bulls;Sporting Kansas City;03 Sep 2005; 2;2 ;2005
319;Real Salt Lake - New England Revolution;bet-at-home;+220;+220;+100;Saturday, 03 Sep 2005, 20:00;Final result 0:1 (0:0, 0:1);1;Real Salt Lake;New England Revolution;03 Sep 2005; 0;1 ;2005
320;Real Salt Lake - New England Revolution;bet365;+275;+200;-111;Saturday, 03 Sep 2005, 20:00;Final result 0:1 (0:0, 0:1);1;Real Salt Lake;New England Revolution;03 Sep 2005; 0;1 ;2005
321;Real Salt Lake - New England Revolution;Pinnacle;+254;+215;+100;Saturday, 03 Sep 2005, 20:00;Final result 0:1 (0:0, 0:1);1;Real Salt Lake;New England Revolution;03 Sep 2005; 0;1 ;2005
322;Real Salt Lake - New England Revolution;William Hill;+250;+215;-111;Saturday, 03 Sep 2005, 20:00;Final result 0:1 (0:0, 0:1);1;Real Salt Lake;New England Revolution;03 Sep 2005; 0;1 ;2005
348;Chicago Fire - DC United;bet-at-home;-111;+225;+245;Saturday, 06 Aug 2005, 20:00;Final result 2:3 (0:1, 2:2);1;Chicago Fire;DC United;06 Aug 2005; 2;3 ;2005
349;Chicago Fire - DC United;bet365;-111;+220;+250;Saturday, 06 Aug 2005, 20:00;Final result 2:3 (0:1, 2:2);1;Chicago Fire;DC United;06 Aug 2005; 2;3 ;2005
350;Chicago Fire - DC United;bwin;-125;+225;+300;Saturday, 06 Aug 2005, 20:00;Final result 2:3 (0:1, 2:2);1;Chicago Fire;DC United;06 Aug 2005; 2;3 ;2005
351;Chicago Fire - DC United;Pinnacle;-111;+220;+285;Saturday, 06 Aug 2005, 20:00;Final result 2:3 (0:1, 2:2);1;Chicago Fire;DC United;06 Aug 2005; 2;3 ;2005
352;Chicago Fire - DC United;William Hill;-105;+210;+240;Saturday, 06 Aug 2005, 20:00;Final result 2:3 (0:1, 2:2);1;Chicago Fire;DC United;06 Aug 2005; 2;3 ;2005
377;Houston Dynamo - Columbus Crew;bet-at-home;-167;+240;+370;Saturday, 06 Aug 2005, 20:00;Final result 2:1 (1:0, 1:1);1;Houston Dynamo;Columbus Crew;06 Aug 2005; 2;1 ;2005
378;Houston Dynamo - Columbus Crew;bet365;-152;+239;+333;Saturday, 06 Aug 2005, 20:00;Final result 2:1 (1:0, 1:1);1;Houston Dynamo;Columbus Crew;06 Aug 2005; 2;1 ;2005
379;Houston Dynamo - Columbus Crew;bwin;-182;+250;+450;Saturday, 06 Aug 2005, 20:00;Final result 2:1 (1:0, 1:1);1;Houston Dynamo;Columbus Crew;06 Aug 2005; 2;1 ;2005
380;Houston Dynamo - Columbus Crew;Pinnacle;-161;+240;+425;Saturday, 06 Aug 2005, 20:00;Final result 2:1 (1:0, 1:1);1;Houston Dynamo;Columbus Crew;06 Aug 2005; 2;1 ;2005
381;Houston Dynamo - Columbus Crew;William Hill;-154;+240;+350;Saturday, 06 Aug 2005, 20:00;Final result 2:1 (1:0, 1:1);1;Houston Dynamo;Columbus Crew;06 Aug 2005; 2;1 ;2005
406;Real Salt Lake - Chivas USA;bet-at-home;-111;+225;+245;Saturday, 06 Aug 2005, 20:00;Final result 2:1 (0:1, 2:0);1;Real Salt Lake;Chivas USA;06 Aug 2005; 2;1 ;2005
407;Real Salt Lake - Chivas USA;bet365;-125;+225;+275;Saturday, 06 Aug 2005, 20:00;Final result 2:1 (0:1, 2:0);1;Real Salt Lake;Chivas USA;06 Aug 2005; 2;1 ;2005
408;Real Salt Lake - Chivas USA;bwin;-105;+220;+250;Saturday, 06 Aug 2005, 20:00;Final result 2:1 (0:1, 2:0);1;Real Salt Lake;Chivas USA;06 Aug 2005; 2;1 ;2005
409;Real Salt Lake - Chivas USA;Pinnacle;-125;+220;+330;Saturday, 06 Aug 2005, 20:00;Final result 2:1 (0:1, 2:0);1;Real Salt Lake;Chivas USA;06 Aug 2005; 2;1 ;2005
410;Real Salt Lake - Chivas USA;William Hill;-125;+210;+300;Saturday, 06 Aug 2005, 20:00;Final result 2:1 (0:1, 2:0);1;Real Salt Lake;Chivas USA;06 Aug 2005; 2;1 ;2005
435;New York Red Bulls - FC Dallas;bet-at-home;+145;+210;+154;Wednesday, 27 Jul 2005, 20:00;Final result 3:2 (1:1, 2:1);1;New York Red Bulls;FC Dallas;27 Jul 2005; 3;2 ;2005
436;New York Red Bulls - FC Dallas;bet365;+139;+220;+150;Wednesday, 27 Jul 2005, 20:00;Final result 3:2 (1:1, 2:1);1;New York Red Bulls;FC Dallas;27 Jul 2005; 3;2 ;2005
437;New York Red Bulls - FC Dallas;bwin;+160;+204;+150;Wednesday, 27 Jul 2005, 20:00;Final result 3:2 (1:1, 2:1);1;New York Red Bulls;FC Dallas;27 Jul 2005; 3;2 ;2005
438;New York Red Bulls - FC Dallas;Pinnacle;+145;+218;+165;Wednesday, 27 Jul 2005, 20:00;Final result 3:2 (1:1, 2:1);1;New York Red Bulls;FC Dallas;27 Jul 2005; 3;2 ;2005
439;New York Red Bulls - FC Dallas;William Hill;+145;+215;+150;Wednesday, 27 Jul 2005, 20:00;Final result 3:2 (1:1, 2:1);1;New York Red Bulls;FC Dallas;27 Jul 2005; 3;2 ;2005
464;Columbus Crew - Sporting Kansas City;bet-at-home;+154;+210;+140;Saturday, 23 Jul 2005, 21:55;Final result 2:0 (1:0, 1:0);1;Columbus Crew;Sporting Kansas City;23 Jul 2005; 2;0 ;2005
465;Columbus Crew - Sporting Kansas City;bet365;+150;+200;+162;Saturday, 23 Jul 2005, 21:55;Final result 2:0 (1:0, 1:0);1;Columbus Crew;Sporting Kansas City;23 Jul 2005; 2;0 ;2005
466;Columbus Crew - Sporting Kansas City;bwin;+140;+204;+170;Saturday, 23 Jul 2005, 21:55;Final result 2:0 (1:0, 1:0);1;Columbus Crew;Sporting Kansas City;23 Jul 2005; 2;0 ;2005
467;Columbus Crew - Sporting Kansas City;Pinnacle;+145;+210;+175;Saturday, 23 Jul 2005, 21:55;Final result 2:0 (1:0, 1:0);1;Columbus Crew;Sporting Kansas City;23 Jul 2005; 2;0 ;2005
468;Columbus Crew - Sporting Kansas City;William Hill;+160;+210;+140;Saturday, 23 Jul 2005, 21:55;Final result 2:0 (1:0, 1:0);1;Columbus Crew;Sporting Kansas City;23 Jul 2005; 2;0 ;2005
493;Chicago Fire - Columbus Crew;bet-at-home;-167;+235;+375;Saturday, 16 Jul 2005, 20:00;Final result 1:1 (0:0, 1:1);1;Chicago Fire;Columbus Crew;16 Jul 2005; 1;1 ;2005
494;Chicago Fire - Columbus Crew;bet365;-175;+229;+450;Saturday, 16 Jul 2005, 20:00;Final result 1:1 (0:0, 1:1);1;Chicago Fire;Columbus Crew;16 Jul 2005; 1;1 ;2005
495;Chicago Fire - Columbus Crew;bwin;-200;+250;+520;Saturday, 16 Jul 2005, 20:00;Final result 1:1 (0:0, 1:1);1;Chicago Fire;Columbus Crew;16 Jul 2005; 1;1 ;2005
496;Chicago Fire - Columbus Crew;Pinnacle;-169;+250;+445;Saturday, 16 Jul 2005, 20:00;Final result 1:1 (0:0, 1:1);1;Chicago Fire;Columbus Crew;16 Jul 2005; 1;1 ;2005
497;Chicago Fire - Columbus Crew;William Hill;-200;+240;+500;Saturday, 16 Jul 2005, 20:00;Final result 1:1 (0:0, 1:1);1;Chicago Fire;Columbus Crew;16 Jul 2005; 1;1 ;2005
522;DC United - Houston Dynamo;bet-at-home;+120;+210;+179;Friday, 15 Jul 2005, 20:30;Final result 3:0 (1:0, 2:0);1;DC United;Houston Dynamo;15 Jul 2005; 3;0 ;2005
523;DC United - Houston Dynamo;bet365;+120;+210;+187;Friday, 15 Jul 2005, 20:30;Final result 3:0 (1:0, 2:0);1;DC United;Houston Dynamo;15 Jul 2005; 3;0 ;2005
524;DC United - Houston Dynamo;bwin;+129;+210;+179;Friday, 15 Jul 2005, 20:30;Final result 3:0 (1:0, 2:0);1;DC United;Houston Dynamo;15 Jul 2005; 3;0 ;2005
525;DC United - Houston Dynamo;Pinnacle;+125;+210;+200;Friday, 15 Jul 2005, 20:30;Final result 3:0 (1:0, 2:0);1;DC United;Houston Dynamo;15 Jul 2005; 3;0 ;2005
526;DC United - Houston Dynamo;William Hill;+129;+210;+175;Friday, 15 Jul 2005, 20:30;Final result 3:0 (1:0, 2:0);1;DC United;Houston Dynamo;15 Jul 2005; 3;0 ;2005
551;Chicago Fire - New England Revolution;bet-at-home;+114;+210;+190;Saturday, 09 Jul 2005, 21:59;Final result 1:0 (0:0, 1:0);1;Chicago Fire;New England Revolution;09 Jul 2005; 1;0 ;2005
552;Chicago Fire - New England Revolution;bet365;+125;+200;+187;Saturday, 09 Jul 2005, 21:59;Final result 1:0 (0:0, 1:0);1;Chicago Fire;New England Revolution;09 Jul 2005; 1;0 ;2005
553;Chicago Fire - New England Revolution;bwin;+120;+200;+210;Saturday, 09 Jul 2005, 21:59;Final result 1:0 (0:0, 1:0);1;Chicago Fire;New England Revolution;09 Jul 2005; 1;0 ;2005
554;Chicago Fire - New England Revolution;Pinnacle;+125;+210;+200;Saturday, 09 Jul 2005, 21:59;Final result 1:0 (0:0, 1:0);1;Chicago Fire;New England Revolution;09 Jul 2005; 1;0 ;2005
555;Chicago Fire - New England Revolution;William Hill;+120;+210;+185;Saturday, 09 Jul 2005, 21:59;Final result 1:0 (0:0, 1:0);1;Chicago Fire;New England Revolution;09 Jul 2005; 1;0 ;2005
580;Columbus Crew - Houston Dynamo;bwin;+140;+200;+175;Saturday, 09 Jul 2005, 21:59;Final result 1:2 (1:1, 0:1);1;Columbus Crew;Houston Dynamo;09 Jul 2005; 1;2 ;2005
609;New York Red Bulls - Los Angeles Galaxy;bet-at-home;-118;+220;+254;Saturday, 09 Jul 2005, 20:00;Final result 2:1 (1:0, 1:1);1;New York Red Bulls;Los Angeles Galaxy;09 Jul 2005; 2;1 ;2005
610;New York Red Bulls - Los Angeles Galaxy;bet365;-125;+229;+275;Saturday, 09 Jul 2005, 20:00;Final result 2:1 (1:0, 1:1);1;New York Red Bulls;Los Angeles Galaxy;09 Jul 2005; 2;1 ;2005
611;New York Red Bulls - Los Angeles Galaxy;Pinnacle;-122;+249;+282;Saturday, 09 Jul 2005, 20:00;Final result 2:1 (1:0, 1:1);1;New York Red Bulls;Los Angeles Galaxy;09 Jul 2005; 2;1 ;2005
612;New York Red Bulls - Los Angeles Galaxy;William Hill;-143;+220;+350;Saturday, 09 Jul 2005, 20:00;Final result 2:1 (1:0, 1:1);1;New York Red Bulls;Los Angeles Galaxy;09 Jul 2005; 2;1 ;2005
638;Sporting Kansas City - New York Red Bulls;William Hill;-105;+210;+240;Wednesday, 25 May 2005, 20:00;Final result 1:0 (0:0, 1:0);1;Sporting Kansas City;New York Red Bulls;25 May 2005; 1;0 ;2005
667;Chivas USA - FC Dallas;William Hill;+179;+200;+129;Sunday, 22 May 2005, 19:00;Final result 2:5 (1:1, 1:4);1;Chivas USA;FC Dallas;22 May 2005; 2;5 ;2005
696;Columbus Crew - Real Salt Lake;bet365;-120;+220;+275;Saturday, 21 May 2005, 21:55;Final result 2:0 (2:0, 0:0);1;Columbus Crew;Real Salt Lake;21 May 2005; 2;0 ;2005
725;DC United - Sporting Kansas City;bet-at-home;+100;+210;+220;Saturday, 21 May 2005, 21:55;Final result 3:2 (1:0, 2:2);1;DC United;Sporting Kansas City;21 May 2005; 3;2 ;2005
754;New York Red Bulls - New England Revolution;bet-at-home;+165;+204;+129;Saturday, 21 May 2005, 20:00;Final result 2:2 (1:1, 1:1);1;New York Red Bulls;New England Revolution;21 May 2005; 2;2 ;2005
783;FC Dallas - Colorado Rapids;Pinnacle;-145;+246;+359;Wednesday, 18 May 2005, 21:55;Final result 2:1 (0:1, 2:0);1;FC Dallas;Colorado Rapids;18 May 2005; 2;1 ;2005
