MatchId,Season,Home_id,Away_id,Date,Score_home,Score_away,1xBet_H,1xBet_A,bet-at-home_H,bet-at-home_A,bet365_H,bet365_A,bwin_H,bwin_A,Coolbet_H,Coolbet_A,Pinnacle_H,Pinnacle_A,Unibet_H,Unibet_A,William Hill_H,William Hill_A,BetJoe_H,BetJoe_A
206,2016,Rakuten Monkeys,Chinatrust Brothers,2016-10-14,0,5,2.0,1.82,1.95,1.75,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
207,2016,Uni Lions,Rakuten Monkeys,2016-10-13,22,4,1.54,2.49,1.6,2.18,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
208,2016,Rakuten Monkeys,Eda Rhinos,2016-10-10,9,2,1.76,2.09,1.85,1.85,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
209,2016,Uni Lions,Chinatrust Brothers,2016-10-10,4,5,1.82,2.0,1.9,1.8,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
210,2016,Eda Rhinos,Rakuten Monkeys,2016-10-09,5,4,1.85,1.97,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
211,2016,Eda Rhinos,Rakuten Monkeys,2016-10-08,8,3,1.41,2.95,1.5,2.4,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
212,2016,Uni Lions,Chinatrust Brothers,2016-10-08,1,8,2.43,1.57,2.4,1.5,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
213,2016,Chinatrust Brothers,Rakuten Monkeys,2016-10-07,5,4,1.4,2.98,1.5,2.4,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
214,2016,Chinatrust Brothers,Rakuten Monkeys,2016-10-06,8,2,1.65,2.26,1.55,2.28,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
215,2016,Eda Rhinos,Rakuten Monkeys,2016-10-05,9,11,1.72,2.13,1.65,2.1,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
216,2016,Uni Lions,Chinatrust Brothers,2016-10-05,4,2,1.89,1.92,1.8,1.9,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
217,2016,Eda Rhinos,Rakuten Monkeys,2016-10-04,0,0,1.61,2.34,1.55,2.28,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
218,2016,Uni Lions,Chinatrust Brothers,2016-10-04,5,3,2.17,1.7,2.1,1.65,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
219,2016,Eda Rhinos,Rakuten Monkeys,2016-10-02,5,1,1.87,1.94,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
220,2016,Uni Lions,Chinatrust Brothers,2016-10-02,5,17,2.22,1.67,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
221,2016,Chinatrust Brothers,Eda Rhinos,2016-10-01,2,4,1.62,2.31,1.6,2.18,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
222,2016,Rakuten Monkeys,Uni Lions,2016-10-01,6,4,2.05,1.79,2.02,1.7,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
223,2016,Eda Rhinos,Chinatrust Brothers,2016-09-30,3,5,1.67,2.22,1.7,2.02,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
224,2016,Eda Rhinos,Rakuten Monkeys,2016-09-29,9,1,1.66,2.22,1.68,2.05,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
225,2016,Chinatrust Brothers,Rakuten Monkeys,2016-09-26,8,7,1.72,2.14,1.75,1.95,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
226,2016,Eda Rhinos,Chinatrust Brothers,2016-09-25,6,1,1.83,1.98,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
227,2016,Uni Lions,Rakuten Monkeys,2016-09-25,18,5,2.09,1.76,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
228,2016,Eda Rhinos,Chinatrust Brothers,2016-09-24,4,16,2.3,1.63,1.85,1.85,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
229,2016,Uni Lions,Rakuten Monkeys,2016-09-24,6,5,1.83,1.98,1.75,1.95,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
230,2016,Eda Rhinos,Chinatrust Brothers,2016-09-23,4,8,1.88,1.94,1.57,2.25,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
231,2016,Uni Lions,Rakuten Monkeys,2016-09-23,1,11,2.31,1.62,2.1,1.65,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
232,2016,Eda Rhinos,Uni Lions,2016-09-22,10,2,1.58,2.41,1.5,2.4,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
233,2016,Rakuten Monkeys,Chinatrust Brothers,2016-09-22,5,14,1.88,1.94,1.55,2.28,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
234,2016,Eda Rhinos,Uni Lions,2016-09-21,9,8,1.57,2.42,1.5,2.4,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
235,2016,Rakuten Monkeys,Chinatrust Brothers,2016-09-20,4,12,1.66,2.22,1.6,2.18,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
236,2016,Chinatrust Brothers,Uni Lions,2016-09-18,6,11,1.83,1.98,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
237,2016,Rakuten Monkeys,Eda Rhinos,2016-09-18,9,13,1.72,2.13,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
238,2016,Chinatrust Brothers,Uni Lions,2016-09-16,8,7,1.62,2.31,1.55,2.28,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
239,2016,Rakuten Monkeys,Eda Rhinos,2016-09-16,8,11,1.87,1.94,1.65,2.1,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
240,2016,Chinatrust Brothers,Eda Rhinos,2016-09-15,9,11,1.83,1.98,1.75,1.95,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
241,2016,Rakuten Monkeys,Uni Lions,2016-09-15,11,1,1.51,2.58,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
242,2016,Chinatrust Brothers,Eda Rhinos,2016-09-13,10,7,1.7,2.15,1.6,2.18,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
243,2016,Uni Lions,Eda Rhinos,2016-09-11,3,14,2.22,1.67,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
244,2016,Uni Lions,Eda Rhinos,2016-09-10,7,8,1.98,1.83,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
245,2016,Uni Lions,Eda Rhinos,2016-09-09,2,6,1.86,1.96,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
246,2016,Eda Rhinos,Rakuten Monkeys,2016-09-08,6,1,2.14,1.72,2.1,1.65,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
247,2016,Eda Rhinos,Rakuten Monkeys,2016-09-07,9,8,1.87,1.94,1.75,1.95,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
248,2016,Eda Rhinos,Uni Lions,2016-09-04,3,7,Na,Na,1.8,1.9,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
249,2016,Rakuten Monkeys,Chinatrust Brothers,2016-09-04,9,8,2.06,1.77,2.1,1.65,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
250,2016,Eda Rhinos,Uni Lions,2016-09-04,12,3,2.13,1.72,1.95,1.75,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
251,2016,Rakuten Monkeys,Chinatrust Brothers,2016-09-02,8,7,2.22,1.67,2.02,1.7,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
252,2016,Chinatrust Brothers,Uni Lions,2016-09-01,9,5,1.62,2.31,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
253,2016,Rakuten Monkeys,Eda Rhinos,2016-09-01,4,6,1.62,2.31,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
254,2016,Rakuten Monkeys,Eda Rhinos,2016-08-31,7,2,1.85,1.97,1.8,1.9,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
255,2016,Chinatrust Brothers,Uni Lions,2016-08-30,10,5,2.03,1.79,1.8,1.9,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
256,2016,Chinatrust Brothers,Eda Rhinos,2016-08-28,4,2,2.13,1.72,2.02,1.7,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
257,2016,Rakuten Monkeys,Uni Lions,2016-08-28,1,2,1.51,2.58,1.5,2.4,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
258,2016,Chinatrust Brothers,Eda Rhinos,2016-08-27,9,4,1.67,2.22,1.6,2.18,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
259,2016,Rakuten Monkeys,Uni Lions,2016-08-27,9,16,1.75,2.1,1.7,2.02,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
260,2016,Chinatrust Brothers,Eda Rhinos,2016-08-26,5,7,1.62,2.25,1.75,1.95,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
261,2016,Rakuten Monkeys,Uni Lions,2016-08-26,9,2,1.67,2.22,1.6,2.2,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
262,2016,Chinatrust Brothers,Rakuten Monkeys,2016-08-25,8,13,2.14,1.72,2.1,1.65,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
263,2016,Uni Lions,Eda Rhinos,2016-08-25,6,9,1.67,2.22,1.65,2.1,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
264,2016,Uni Lions,Eda Rhinos,2016-08-24,4,3,2.07,1.77,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
265,2016,Uni Lions,Chinatrust Brothers,2016-08-21,2,7,2.03,1.8,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
266,2016,Uni Lions,Chinatrust Brothers,2016-08-20,4,5,1.82,2.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
267,2016,Uni Lions,Chinatrust Brothers,2016-08-19,9,5,1.67,2.22,1.65,2.1,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
268,2016,Eda Rhinos,Chinatrust Brothers,2016-08-18,2,6,2.18,1.7,2.1,1.65,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
269,2016,Eda Rhinos,Chinatrust Brothers,2016-08-17,10,2,1.86,1.95,1.6,2.2,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
270,2016,Uni Lions,Rakuten Monkeys,2016-08-16,8,4,2.42,1.57,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
271,2016,Chinatrust Brothers,Uni Lions,2016-08-14,6,8,1.83,1.98,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
272,2016,Rakuten Monkeys,Eda Rhinos,2016-08-14,11,0,1.72,2.13,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
273,2016,Chinatrust Brothers,Uni Lions,2016-08-14,8,2,1.68,2.2,1.65,2.1,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
274,2016,Chinatrust Brothers,Uni Lions,2016-08-13,13,14,2.05,1.78,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
275,2016,Rakuten Monkeys,Eda Rhinos,2016-08-13,2,1,1.89,1.92,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
276,2016,Rakuten Monkeys,Eda Rhinos,2016-08-12,9,10,1.82,2.0,1.7,2.02,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
277,2016,Chinatrust Brothers,Rakuten Monkeys,2016-08-11,15,11,1.88,1.93,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
278,2016,Eda Rhinos,Uni Lions,2016-08-11,6,8,2.07,1.77,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
279,2016,Chinatrust Brothers,Rakuten Monkeys,2016-08-10,3,12,1.89,1.93,1.55,2.3,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
280,2016,Eda Rhinos,Uni Lions,2016-08-09,12,14,1.87,1.94,1.6,2.2,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
281,2016,Eda Rhinos,Chinatrust Brothers,2016-08-07,10,6,2.13,1.72,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
282,2016,Uni Lions,Rakuten Monkeys,2016-08-07,3,5,1.9,1.92,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
283,2016,Eda Rhinos,Chinatrust Brothers,2016-08-06,3,10,1.94,1.88,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
284,2016,Uni Lions,Rakuten Monkeys,2016-08-06,2,8,2.07,1.77,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
285,2016,Eda Rhinos,Chinatrust Brothers,2016-08-05,12,10,1.66,2.25,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
286,2016,Uni Lions,Rakuten Monkeys,2016-08-05,8,9,1.67,2.22,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
287,2016,Eda Rhinos,Rakuten Monkeys,2016-08-04,11,14,1.77,2.07,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
288,2016,Uni Lions,Chinatrust Brothers,2016-08-04,3,8,2.07,1.78,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
289,2016,Uni Lions,Chinatrust Brothers,2016-08-03,8,2,2.31,1.62,1.85,1.85,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
290,2016,Rakuten Monkeys,Chinatrust Brothers,2016-07-31,7,5,1.7,2.15,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
291,2016,Uni Lions,Eda Rhinos,2016-07-31,5,12,1.67,2.22,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
292,2016,Rakuten Monkeys,Chinatrust Brothers,2016-07-30,4,10,1.86,1.94,2.1,1.6,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
293,2016,Uni Lions,Eda Rhinos,2016-07-30,3,2,1.83,1.98,1.75,1.88,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
294,2016,Rakuten Monkeys,Chinatrust Brothers,2016-07-29,5,10,2.0,1.82,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
295,2016,Uni Lions,Eda Rhinos,2016-07-29,2,5,1.84,1.98,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
296,2016,Chinatrust Brothers,Eda Rhinos,2016-07-28,2,9,1.51,2.58,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
297,2016,Rakuten Monkeys,Uni Lions,2016-07-28,14,9,1.67,2.22,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
298,2016,Chinatrust Brothers,Eda Rhinos,2016-07-27,7,9,1.67,2.22,1.6,2.1,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
299,2016,Rakuten Monkeys,Uni Lions,2016-07-26,1,6,1.9,1.91,1.8,1.9,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
300,2016,Chinatrust Brothers,Rakuten Monkeys,2016-07-24,9,8,2.05,1.78,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
301,2016,Eda Rhinos,Uni Lions,2016-07-24,2,6,1.86,1.96,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
302,2016,Chinatrust Brothers,Rakuten Monkeys,2016-07-23,11,13,1.72,2.13,1.65,2.1,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
303,2016,Eda Rhinos,Uni Lions,2016-07-23,5,9,1.77,2.07,1.75,1.95,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
304,2016,Chinatrust Brothers,Rakuten Monkeys,2016-07-22,6,2,1.86,1.96,2.18,1.6,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
305,2016,Eda Rhinos,Uni Lions,2016-07-22,3,5,1.82,2.0,1.57,2.25,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
306,2016,Chinatrust Brothers,Uni Lions,2016-07-21,13,22,1.62,2.31,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
307,2016,Rakuten Monkeys,Eda Rhinos,2016-07-21,14,10,1.99,1.83,1.8,1.9,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
308,2016,Chinatrust Brothers,Uni Lions,2016-07-20,1,4,1.67,2.22,1.6,2.18,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
309,2016,Rakuten Monkeys,Eda Rhinos,2016-07-19,7,12,1.51,2.58,1.57,2.25,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
310,2016,Eda Rhinos,Chinatrust Brothers,2016-07-14,1,3,1.86,1.95,1.65,2.1,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
311,2016,Uni Lions,Rakuten Monkeys,2016-07-14,2,10,1.85,1.97,1.8,1.9,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
312,2016,Uni Lions,Rakuten Monkeys,2016-07-13,9,10,1.67,2.22,1.75,1.95,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
313,2016,Eda Rhinos,Rakuten Monkeys,2016-07-09,2,0,1.91,1.9,1.75,1.95,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
314,2016,Uni Lions,Eda Rhinos,2016-07-07,7,1,1.96,1.85,1.9,1.8,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
315,2016,Rakuten Monkeys,Chinatrust Brothers,2016-07-06,7,9,2.3,1.63,2.18,1.6,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
316,2016,Uni Lions,Eda Rhinos,2016-07-05,2,11,1.98,1.83,1.75,1.95,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
317,2016,Rakuten Monkeys,Uni Lions,2016-07-03,7,6,1.94,1.87,2.0,1.7,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
318,2016,Chinatrust Brothers,Eda Rhinos,2016-07-02,3,10,Na,Na,1.5,2.4,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
319,2016,Rakuten Monkeys,Uni Lions,2016-07-02,11,18,1.87,1.94,1.8,1.9,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
320,2016,Chinatrust Brothers,Eda Rhinos,2016-07-02,0,8,1.56,2.46,1.4,2.7,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
321,2016,Rakuten Monkeys,Uni Lions,2016-07-01,4,3,1.87,1.95,1.8,1.9,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
322,2016,Uni Lions,Chinatrust Brothers,2016-06-26,4,5,1.87,1.94,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
323,2016,Chinatrust Brothers,Eda Rhinos,2016-06-23,15,2,1.94,1.87,1.95,1.75,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
324,2016,Uni Lions,Eda Rhinos,2016-06-19,9,0,2.58,1.51,2.3,1.55,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
325,2016,Chinatrust Brothers,Rakuten Monkeys,2016-06-18,3,13,1.8,2.03,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
326,2016,Uni Lions,Eda Rhinos,2016-06-18,4,3,2.58,1.51,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
327,2016,Uni Lions,Rakuten Monkeys,2016-06-17,6,5,1.79,2.04,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
328,2016,Eda Rhinos,Chinatrust Brothers,2016-06-16,0,2,2.75,1.46,2.85,1.37,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
329,2016,Uni Lions,Rakuten Monkeys,2016-06-16,7,6,1.74,2.1,1.8,1.9,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
330,2016,Eda Rhinos,Rakuten Monkeys,2016-06-14,2,3,1.57,2.42,1.5,2.4,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
331,2016,Uni Lions,Chinatrust Brothers,2016-06-14,11,5,2.22,1.67,2.18,1.6,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
332,2016,Rakuten Monkeys,Uni Lions,2016-06-12,2,8,1.72,2.13,1.65,2.1,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
333,2016,Rakuten Monkeys,Uni Lions,2016-06-11,7,4,Na,Na,1.7,2.02,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
334,2016,Chinatrust Brothers,Eda Rhinos,2016-06-10,7,5,1.46,2.74,1.4,2.7,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
335,2016,Rakuten Monkeys,Chinatrust Brothers,2016-06-09,3,10,2.42,1.58,2.4,1.5,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
336,2016,Uni Lions,Eda Rhinos,2016-06-09,9,8,2.93,1.41,2.7,1.4,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
337,2016,Rakuten Monkeys,Chinatrust Brothers,2016-06-08,22,9,2.25,1.65,2.1,1.65,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
338,2016,Uni Lions,Eda Rhinos,2016-06-07,2,16,1.72,2.13,1.8,1.9,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
339,2016,Eda Rhinos,Rakuten Monkeys,2016-06-05,5,7,2.3,1.63,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
340,2016,Eda Rhinos,Rakuten Monkeys,2016-06-04,1,5,1.81,2.01,1.75,1.95,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
341,2016,Uni Lions,Chinatrust Brothers,2016-06-04,7,13,2.25,1.66,2.1,1.65,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
342,2016,Eda Rhinos,Rakuten Monkeys,2016-06-03,4,16,2.01,1.82,1.6,2.18,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
343,2016,Uni Lions,Chinatrust Brothers,2016-06-03,2,9,2.31,1.62,2.25,1.57,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
344,2016,Eda Rhinos,Chinatrust Brothers,2016-06-02,4,6,1.91,1.9,1.65,2.1,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
345,2016,Uni Lions,Rakuten Monkeys,2016-06-02,6,4,1.7,2.17,1.8,1.9,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
346,2016,Eda Rhinos,Chinatrust Brothers,2016-06-01,1,14,1.98,1.84,1.9,1.8,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
347,2016,Uni Lions,Rakuten Monkeys,2016-05-31,10,4,1.84,1.98,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
348,2016,Chinatrust Brothers,Rakuten Monkeys,2016-05-29,3,7,1.78,2.06,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
349,2016,Eda Rhinos,Uni Lions,2016-05-29,4,6,1.64,2.29,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
350,2016,Chinatrust Brothers,Rakuten Monkeys,2016-05-28,7,9,1.62,2.31,1.57,2.25,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
351,2016,Eda Rhinos,Uni Lions,2016-05-28,7,6,1.62,2.31,1.55,2.28,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
352,2016,Chinatrust Brothers,Rakuten Monkeys,2016-05-27,11,5,1.62,2.31,1.55,2.28,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
353,2016,Rakuten Monkeys,Eda Rhinos,2016-05-26,3,6,2.36,1.6,1.95,1.75,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
354,2016,Chinatrust Brothers,Uni Lions,2016-05-25,9,10,1.66,2.23,1.6,2.18,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
