MatchId,Season,Home_id,Away_id,Date,Score_home,Score_away,1xBet_H,1xBet_A,bet-at-home_H,bet-at-home_A,bet365_H,bet365_A,bwin_H,bwin_A,Coolbet_H,Coolbet_A,Pinnacle_H,Pinnacle_A,Unibet_H,Unibet_A,William Hill_H,William Hill_A,BetJoe_H,BetJoe_A
57,2015,Rakuten Monkeys,Eda Rhinos,2015-09-03,8,6,1.72,2.12,1.65,2.01,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
58,2015,Uni Lions,Chinatrust Brothers,2015-09-03,3,6,1.9,1.9,1.8,1.83,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
59,2015,Rakuten Monkeys,Eda Rhinos,2015-09-02,5,4,1.72,2.12,1.65,2.01,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
60,2015,Uni Lions,Chinatrust Brothers,2015-09-01,5,4,1.77,2.06,1.7,1.95,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
61,2015,Rakuten Monkeys,Chinatrust Brothers,2015-08-30,6,7,1.72,2.12,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
62,2015,Rakuten Monkeys,Chinatrust Brothers,2015-08-28,2,5,1.87,1.93,1.77,1.86,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
63,2015,Uni Lions,Rakuten Monkeys,2015-08-25,3,13,1.99,1.82,1.9,1.75,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
64,2015,Eda Rhinos,Rakuten Monkeys,2015-08-23,3,2,2.72,1.46,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
65,2015,Chinatrust Brothers,Uni Lions,2015-08-22,5,6,1.83,1.98,1.72,1.92,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
66,2015,Eda Rhinos,Rakuten Monkeys,2015-08-22,5,7,1.9,1.9,1.8,1.83,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
67,2015,Chinatrust Brothers,Uni Lions,2015-08-21,6,5,1.77,2.06,1.7,1.95,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
68,2015,Eda Rhinos,Rakuten Monkeys,2015-08-21,6,2,1.82,1.99,1.75,1.88,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
69,2015,Chinatrust Brothers,Rakuten Monkeys,2015-08-20,4,6,1.62,2.3,1.55,2.18,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
70,2015,Eda Rhinos,Uni Lions,2015-08-20,4,3,1.93,1.87,1.86,1.77,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
71,2015,Uni Lions,Chinatrust Brothers,2015-08-16,1,7,1.99,1.82,1.88,1.75,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
72,2015,Rakuten Monkeys,Eda Rhinos,2015-08-15,7,17,1.77,2.07,1.7,1.95,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
73,2015,Uni Lions,Chinatrust Brothers,2015-08-15,11,1,2.12,1.72,1.95,1.7,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
74,2015,Rakuten Monkeys,Eda Rhinos,2015-08-14,8,6,2.12,1.72,2.1,1.6,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
75,2015,Uni Lions,Chinatrust Brothers,2015-08-14,8,3,1.9,1.9,1.81,1.81,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
76,2015,Eda Rhinos,Chinatrust Brothers,2015-08-13,1,2,1.87,1.93,1.77,1.86,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
77,2015,Uni Lions,Rakuten Monkeys,2015-08-13,6,1,1.9,1.9,1.81,1.81,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
78,2015,Uni Lions,Rakuten Monkeys,2015-08-12,6,5,1.9,1.9,1.77,1.86,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
79,2015,Eda Rhinos,Chinatrust Brothers,2015-08-11,2,7,2.08,1.76,1.95,1.7,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
80,2015,Chinatrust Brothers,Uni Lions,2015-08-06,5,5,1.9,1.9,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
81,2015,Eda Rhinos,Rakuten Monkeys,2015-08-06,14,5,2.12,1.72,2.06,1.62,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
82,2015,Eda Rhinos,Rakuten Monkeys,2015-08-04,4,5,1.94,1.87,1.86,1.77,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
83,2015,Chinatrust Brothers,Eda Rhinos,2015-08-02,6,4,1.67,2.21,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
84,2015,Rakuten Monkeys,Uni Lions,2015-08-02,8,5,1.59,2.37,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
85,2015,Chinatrust Brothers,Eda Rhinos,2015-08-01,5,7,1.62,2.3,1.55,2.18,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
86,2015,Rakuten Monkeys,Uni Lions,2015-08-01,6,8,1.62,2.3,1.55,2.18,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
87,2015,Chinatrust Brothers,Eda Rhinos,2015-07-31,10,1,1.72,2.12,1.65,2.01,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
88,2015,Rakuten Monkeys,Uni Lions,2015-07-31,8,1,2.12,1.72,2.05,1.63,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
89,2015,Rakuten Monkeys,Chinatrust Brothers,2015-07-30,7,10,1.57,2.41,1.5,2.3,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
90,2015,Uni Lions,Eda Rhinos,2015-07-29,6,4,1.99,1.82,1.9,1.74,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
91,2015,Rakuten Monkeys,Eda Rhinos,2015-07-23,2,6,1.73,2.11,1.65,2.02,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
92,2015,Uni Lions,Chinatrust Brothers,2015-07-23,7,8,1.89,1.92,1.81,1.81,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
93,2015,Uni Lions,Chinatrust Brothers,2015-07-22,7,4,2.06,1.77,1.95,1.7,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
94,2015,Uni Lions,Rakuten Monkeys,2015-07-19,16,4,2.21,1.67,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
95,2015,Eda Rhinos,Chinatrust Brothers,2015-07-18,0,4,1.72,2.12,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
96,2015,Uni Lions,Rakuten Monkeys,2015-07-18,8,5,2.06,1.77,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
97,2015,Eda Rhinos,Chinatrust Brothers,2015-07-17,5,6,1.72,2.12,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
98,2015,Uni Lions,Rakuten Monkeys,2015-07-17,8,7,1.94,1.87,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
99,2015,Chinatrust Brothers,Rakuten Monkeys,2015-07-16,0,2,1.89,1.92,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
100,2015,Eda Rhinos,Uni Lions,2015-07-16,18,5,2.3,1.62,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
101,2015,Chinatrust Brothers,Rakuten Monkeys,2015-07-15,9,3,2.21,1.67,2.1,1.6,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
102,2015,Eda Rhinos,Uni Lions,2015-07-14,10,0,1.81,2.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
103,2015,Chinatrust Brothers,Uni Lions,2015-07-12,9,6,1.89,1.92,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
104,2015,Eda Rhinos,Rakuten Monkeys,2015-07-12,2,3,2.3,1.62,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
105,2015,Chinatrust Brothers,Uni Lions,2015-07-11,8,7,1.94,1.87,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
106,2015,Eda Rhinos,Rakuten Monkeys,2015-07-11,2,4,2.3,1.62,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
107,2015,Chinatrust Brothers,Uni Lions,2015-07-10,7,2,2.12,1.72,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
108,2015,Eda Rhinos,Rakuten Monkeys,2015-07-10,9,6,2.91,1.41,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
109,2015,Chinatrust Brothers,Eda Rhinos,2015-07-09,8,5,1.72,2.12,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
110,2015,Rakuten Monkeys,Uni Lions,2015-07-08,5,6,1.67,2.22,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
111,2015,Chinatrust Brothers,Eda Rhinos,2015-07-07,8,10,2.12,1.72,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
112,2015,Rakuten Monkeys,Chinatrust Brothers,2015-07-05,4,13,1.72,2.12,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
113,2015,Uni Lions,Eda Rhinos,2015-07-05,3,2,1.89,1.92,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
114,2015,Rakuten Monkeys,Chinatrust Brothers,2015-07-04,15,11,1.72,2.12,1.63,2.05,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
115,2015,Uni Lions,Eda Rhinos,2015-07-04,7,6,1.87,1.94,1.75,1.88,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
116,2015,Rakuten Monkeys,Chinatrust Brothers,2015-07-03,2,6,1.67,2.21,1.6,2.1,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
117,2015,Uni Lions,Eda Rhinos,2015-07-03,10,6,1.87,1.94,1.75,1.88,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
118,2015,Uni Lions,Rakuten Monkeys,2015-06-27,9,0,2.12,1.72,2.01,1.65,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
119,2015,Eda Rhinos,Chinatrust Brothers,2015-06-21,7,6,1.67,2.21,1.77,1.86,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
120,2015,Rakuten Monkeys,Uni Lions,2015-06-21,5,1,1.9,1.9,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
121,2015,Chinatrust Brothers,Eda Rhinos,2015-06-20,8,4,1.87,1.94,1.8,1.8,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
122,2015,Rakuten Monkeys,Uni Lions,2015-06-20,8,1,1.56,2.43,1.5,2.3,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
123,2015,Rakuten Monkeys,Uni Lions,2015-06-19,3,2,1.51,2.57,1.6,2.1,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
124,2015,Rakuten Monkeys,Eda Rhinos,2015-06-18,3,9,1.67,2.21,1.6,2.1,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
125,2015,Eda Rhinos,Rakuten Monkeys,2015-06-16,11,12,2.21,1.67,2.06,1.62,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
126,2015,Rakuten Monkeys,Chinatrust Brothers,2015-06-14,5,3,1.82,1.99,1.75,1.9,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
127,2015,Uni Lions,Eda Rhinos,2015-06-14,8,13,1.87,1.94,1.8,1.85,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
128,2015,Rakuten Monkeys,Chinatrust Brothers,2015-06-13,3,5,1.87,1.94,1.77,1.86,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
129,2015,Uni Lions,Eda Rhinos,2015-06-13,11,2,1.82,1.99,1.7,1.95,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
130,2015,Rakuten Monkeys,Chinatrust Brothers,2015-06-12,9,2,1.67,2.21,1.6,2.1,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
131,2015,Uni Lions,Eda Rhinos,2015-06-12,3,6,2.06,1.77,2.01,1.65,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
132,2015,Chinatrust Brothers,Eda Rhinos,2015-06-11,4,8,1.82,1.99,1.72,1.92,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
133,2015,Rakuten Monkeys,Uni Lions,2015-06-11,6,3,1.46,2.72,1.4,2.56,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
134,2015,Rakuten Monkeys,Uni Lions,2015-06-10,7,2,1.67,2.21,1.6,2.1,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
135,2015,Chinatrust Brothers,Eda Rhinos,2015-06-09,9,6,1.89,1.92,1.8,1.83,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
136,2015,Chinatrust Brothers,Uni Lions,2015-06-07,2,3,1.46,2.72,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
137,2015,Eda Rhinos,Rakuten Monkeys,2015-06-07,1,9,1.73,2.11,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
138,2015,Chinatrust Brothers,Uni Lions,2015-06-06,10,0,1.94,1.87,1.86,1.77,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
139,2015,Eda Rhinos,Rakuten Monkeys,2015-06-06,3,6,1.79,2.03,1.7,1.95,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
140,2015,Chinatrust Brothers,Uni Lions,2015-06-05,4,5,1.99,1.82,1.86,1.77,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
141,2015,Eda Rhinos,Rakuten Monkeys,2015-06-05,2,11,2.3,1.62,2.18,1.55,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
142,2015,Chinatrust Brothers,Rakuten Monkeys,2015-06-04,10,6,1.93,1.87,1.86,1.77,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
143,2015,Eda Rhinos,Uni Lions,2015-06-04,4,13,1.62,2.3,1.55,2.18,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
144,2015,Eda Rhinos,Uni Lions,2015-06-03,2,4,1.72,2.11,1.63,2.04,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
145,2015,Chinatrust Brothers,Rakuten Monkeys,2015-06-02,11,0,1.94,1.87,1.86,1.77,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
146,2015,Eda Rhinos,Chinatrust Brothers,2015-05-29,4,5,1.57,2.41,1.5,2.3,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
147,2015,Uni Lions,Rakuten Monkeys,2015-05-29,3,2,2.21,1.67,2.15,1.57,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
148,2015,Rakuten Monkeys,Eda Rhinos,2015-05-28,3,7,1.67,2.21,1.57,2.15,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
149,2015,Uni Lions,Chinatrust Brothers,2015-05-28,6,3,1.82,1.98,1.74,1.9,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
150,2015,Uni Lions,Chinatrust Brothers,2015-05-27,6,0,1.89,1.91,1.77,1.86,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
151,2015,Chinatrust Brothers,Eda Rhinos,2015-05-24,2,1,1.87,1.94,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
152,2015,Chinatrust Brothers,Eda Rhinos,2015-05-22,3,17,2.21,1.67,2.1,1.6,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
153,2015,Rakuten Monkeys,Uni Lions,2015-05-22,12,8,1.46,2.72,1.38,2.65,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
154,2015,Chinatrust Brothers,Uni Lions,2015-05-21,5,4,1.87,1.94,1.8,1.9,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
155,2015,Eda Rhinos,Rakuten Monkeys,2015-05-20,3,10,1.99,1.82,1.88,1.75,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
156,2015,Chinatrust Brothers,Uni Lions,2015-05-19,2,8,1.76,2.07,1.7,1.95,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
157,2015,Chinatrust Brothers,Rakuten Monkeys,2015-05-17,3,11,2.3,1.62,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
158,2015,Eda Rhinos,Uni Lions,2015-05-17,3,2,1.57,2.41,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
159,2015,Chinatrust Brothers,Rakuten Monkeys,2015-05-16,1,2,1.99,1.82,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
160,2015,Eda Rhinos,Uni Lions,2015-05-16,18,4,1.45,2.75,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
161,2015,Chinatrust Brothers,Rakuten Monkeys,2015-05-15,19,8,1.77,2.06,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
162,2015,Eda Rhinos,Uni Lions,2015-05-15,3,2,1.41,2.92,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
163,2015,Eda Rhinos,Chinatrust Brothers,2015-05-14,6,0,1.62,2.3,1.55,2.18,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
164,2015,Uni Lions,Rakuten Monkeys,2015-05-14,8,10,1.87,1.94,1.77,1.86,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
165,2015,Uni Lions,Rakuten Monkeys,2015-05-13,9,11,1.9,1.9,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
166,2015,Eda Rhinos,Chinatrust Brothers,2015-05-12,5,6,1.41,2.93,1.43,2.47,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
167,2015,Rakuten Monkeys,Eda Rhinos,2015-05-10,8,6,1.87,1.94,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
168,2015,Uni Lions,Chinatrust Brothers,2015-05-10,5,6,1.62,2.3,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
169,2015,Rakuten Monkeys,Eda Rhinos,2015-05-09,3,2,1.67,2.21,1.6,2.1,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
170,2015,Uni Lions,Chinatrust Brothers,2015-05-09,3,6,1.87,1.94,1.75,1.88,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
171,2015,Rakuten Monkeys,Eda Rhinos,2015-05-08,13,5,1.82,1.99,1.74,1.9,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
172,2015,Uni Lions,Chinatrust Brothers,2015-05-08,9,1,1.77,2.06,1.7,1.95,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
173,2015,Uni Lions,Eda Rhinos,2015-05-07,3,4,1.99,1.82,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
174,2015,Rakuten Monkeys,Chinatrust Brothers,2015-05-06,1,2,1.67,2.21,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
175,2015,Chinatrust Brothers,Uni Lions,2015-05-03,1,4,2.12,1.72,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
176,2015,Eda Rhinos,Rakuten Monkeys,2015-05-03,6,2,2.12,1.72,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
177,2015,Chinatrust Brothers,Uni Lions,2015-05-02,5,12,1.89,1.92,1.8,1.82,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
178,2015,Eda Rhinos,Rakuten Monkeys,2015-05-02,5,13,1.89,1.92,1.8,1.82,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
179,2015,Chinatrust Brothers,Uni Lions,2015-05-01,2,12,2.12,1.72,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
180,2015,Eda Rhinos,Rakuten Monkeys,2015-05-01,3,8,2.12,1.72,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
181,2015,Chinatrust Brothers,Eda Rhinos,2015-04-30,7,11,1.94,1.87,1.85,1.78,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
182,2015,Uni Lions,Rakuten Monkeys,2015-04-30,1,0,1.9,1.9,1.8,1.83,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
183,2015,Chinatrust Brothers,Eda Rhinos,2015-04-29,5,4,1.9,1.9,1.75,1.88,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
184,2015,Uni Lions,Rakuten Monkeys,2015-04-28,0,4,1.82,1.99,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
185,2015,Rakuten Monkeys,Chinatrust Brothers,2015-04-26,15,4,1.89,1.92,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
186,2015,Uni Lions,Eda Rhinos,2015-04-26,10,5,1.82,1.99,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
187,2015,Rakuten Monkeys,Chinatrust Brothers,2015-04-25,6,4,1.62,2.3,1.57,2.15,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
188,2015,Uni Lions,Eda Rhinos,2015-04-25,21,1,2.3,1.62,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
189,2015,Rakuten Monkeys,Chinatrust Brothers,2015-04-24,3,2,2.3,1.62,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
190,2015,Uni Lions,Eda Rhinos,2015-04-24,3,7,2.3,1.62,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
191,2015,Rakuten Monkeys,Eda Rhinos,2015-04-23,15,7,1.87,1.94,1.77,1.86,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
192,2015,Uni Lions,Chinatrust Brothers,2015-04-23,3,8,1.76,2.06,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
193,2015,Rakuten Monkeys,Eda Rhinos,2015-04-22,2,7,2.06,1.77,1.95,1.7,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
194,2015,Uni Lions,Chinatrust Brothers,2015-04-21,13,1,1.82,1.99,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
195,2015,Eda Rhinos,Chinatrust Brothers,2015-04-19,7,5,1.89,1.92,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
196,2015,Eda Rhinos,Chinatrust Brothers,2015-04-18,8,10,1.99,1.82,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
197,2015,Rakuten Monkeys,Uni Lions,2015-04-18,2,3,1.62,2.3,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
198,2015,Eda Rhinos,Chinatrust Brothers,2015-04-17,2,1,1.62,2.3,1.57,2.15,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
199,2015,Rakuten Monkeys,Uni Lions,2015-04-17,11,6,2.3,1.62,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
200,2016,Chinatrust Brothers,Eda Rhinos,2016-10-29,3,4,1.6,2.42,1.5,2.4,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
201,2016,Eda Rhinos,Chinatrust Brothers,2016-10-27,11,1,2.4,1.61,2.3,1.55,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
202,2016,Eda Rhinos,Chinatrust Brothers,2016-10-26,10,1,2.2,1.72,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
203,2016,Eda Rhinos,Chinatrust Brothers,2016-10-25,10,9,1.83,2.03,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
204,2016,Chinatrust Brothers,Eda Rhinos,2016-10-23,9,2,1.77,2.12,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
205,2016,Chinatrust Brothers,Eda Rhinos,2016-10-22,8,7,1.72,2.2,1.65,2.1,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
