"","Div","Date","Home_id","Away_id","Score_home","Score_away","B365_OT_H","B365_OT_D","B365_OT_A","SEASON"
"1","F1",2002-08-02,"Guingamp","Lyon",3,3,3.2,3,2.1,2003
"2","F1",2002-08-03,"Bastia","Lens",1,1,2.5,2.875,2.625,2003
"3","F1",2002-08-03,"Lille","Bordeaux",0,3,2.1,3,3.2,2003
"4","F1",2002-08-03,"Marseille","Nantes",0,2,2.25,3,2.875,2003
"5","F1",2002-08-03,"Montpellier","Rennes",1,0,1.833,3,4,2003
"6","F1",2002-08-03,"Nice","Le Havre",1,2,1.909,3,3.75,2003
"7","F1",2002-08-03,"Paris SG","Auxerre",1,0,1.833,3,4,2003
"8","F1",2002-08-03,"Sedan","Sochaux",0,0,2,3,3.4,2003
"9","F1",2002-08-03,"Strasbourg","Ajaccio",1,1,1.833,3,4,2003
"10","F1",2002-08-03,"Troyes","Monaco",0,4,2.1,3,3.2,2003
"11","F1",2002-08-08,"Auxerre","Montpellier",2,0,1.667,3.4,4.333,2003
"12","F1",2002-08-09,"Bordeaux","Paris SG",0,0,2.2,3,3,2003
"13","F1",2002-08-10,"Ajaccio","Guingamp",0,2,2.1,3,3.2,2003
"14","F1",2002-08-10,"Le Havre","Lille",0,0,2.25,2.875,3,2003
"15","F1",2002-08-10,"Lens","Sochaux",1,1,1.571,3.25,5.5,2003
"16","F1",2002-08-10,"Lyon","Sedan",6,1,1.364,3.75,8,2003
"17","F1",2002-08-10,"Monaco","Marseille",0,1,2,3,3.4,2003
"18","F1",2002-08-10,"Nantes","Bastia",1,0,1.615,3.25,5,2003
"19","F1",2002-08-10,"Nice","Strasbourg",4,0,2.1,3,3.2,2003
"20","F1",2002-08-10,"Rennes","Troyes",0,0,2,3,3.4,2003
"21","F1",2002-08-16,"Marseille","Lyon",1,1,2.4,3,2.7,2003
"22","F1",2002-08-17,"Bastia","Monaco",1,0,2.25,3,2.875,2003
"23","F1",2002-08-17,"Guingamp","Rennes",3,0,1.909,3,3.75,2003
"24","F1",2002-08-17,"Lille","Nice",0,3,1.667,3.25,4.5,2003
