Home_id;Away_id;Bookmaker;OddHome;OddDraw;OddAway;Date;Score_home;Score_away;Season
Sporting Kansas City;DC United;bet-at-home;+140;+200;+160;14 Nov 2004; 2;3 ;2004
Sporting Kansas City;DC United;bet365;+138;+200;+175;14 Nov 2004; 2;3 ;2004
Sporting Kansas City;DC United;William Hill;+165;+200;+140;14 Nov 2004; 2;3 ;2004
DC United;New England Revolution;bet-at-home;-118;+220;+229;06 Nov 2004; 4;3 ;2004
DC United;New England Revolution;bet365;-120;+220;+275;06 Nov 2004; 4;3 ;2004
DC United;New England Revolution;William Hill;-111;+210;+260;06 Nov 2004; 4;3 ;2004
Sporting Kansas City;Los Angeles Galaxy;bet-at-home;+100;+200;+210;05 Nov 2004; 2;0 ;2004
Sporting Kansas City;Los Angeles Galaxy;bet365;+100;+200;+240;05 Nov 2004; 2;0 ;2004
Sporting Kansas City;Los Angeles Galaxy;William Hill;+104;+210;+215;05 Nov 2004; 2;0 ;2004
Columbus Crew;New England Revolution;bet-at-home;-143;+220;+290;31 Oct 2004; 1;1 ;2004
Columbus Crew;New England Revolution;bet365;-161;+225;+400;31 Oct 2004; 1;1 ;2004
Columbus Crew;New England Revolution;William Hill;-133;+229;+295;31 Oct 2004; 1;1 ;2004
New England Revolution;Chicago Fire;bet-at-home;+100;+200;+220;16 Oct 2004; 2;1 ;2004
New England Revolution;Chicago Fire;bet365;+100;+210;+229;16 Oct 2004; 2;1 ;2004
New England Revolution;Chicago Fire;William Hill;+120;+204;+190;16 Oct 2004; 2;1 ;2004
Chicago Fire;New England Revolution;bet365;+100;+210;+229;25 Sep 2004; 2;0 ;2004
Chicago Fire;New England Revolution;William Hill;-105;+215;+235;25 Sep 2004; 2;0 ;2004
Sporting Kansas City;Colorado Rapids;bet365;+100;+200;+240;25 Sep 2004; 1;0 ;2004
Sporting Kansas City;Colorado Rapids;William Hill;-105;+210;+240;25 Sep 2004; 1;0 ;2004
Los Angeles Galaxy;Houston Dynamo;bet-at-home;+100;+190;+220;11 Sep 2004; 2;1 ;2004
Los Angeles Galaxy;Houston Dynamo;bet365;+100;+220;+220;11 Sep 2004; 2;1 ;2004
Los Angeles Galaxy;Houston Dynamo;Pinnacle;+110;+210;+235;11 Sep 2004; 2;1 ;2004
Los Angeles Galaxy;Houston Dynamo;William Hill;+110;+200;+215;11 Sep 2004; 2;1 ;2004
Chicago Fire;DC United;bet-at-home;+120;+190;+179;04 Sep 2004; 3;1 ;2004
Chicago Fire;DC United;bet365;+110;+210;+210;04 Sep 2004; 3;1 ;2004
Chicago Fire;DC United;bwin;+129;+179;+210;04 Sep 2004; 3;1 ;2004
Chicago Fire;DC United;Pinnacle;+114;+204;+229;04 Sep 2004; 3;1 ;2004
Chicago Fire;DC United;William Hill;+110;+210;+210;04 Sep 2004; 3;1 ;2004
Colorado Rapids;New York Red Bulls;bet-at-home;+120;+200;+170;21 Aug 2004; 1;0 ;2004
