Home_id;Away_id;Bookmaker;OddHome;OddDraw;OddAway;Date;Score_home;Score_away;Season
Real Salt Lake;Chivas USA;William Hill;-125;+210;+300;06 Aug 2005; 2;1 ;2005
New York Red Bulls;FC Dallas;bet-at-home;+145;+210;+154;27 Jul 2005; 3;2 ;2005
New York Red Bulls;FC Dallas;bet365;+139;+220;+150;27 Jul 2005; 3;2 ;2005
New York Red Bulls;FC Dallas;bwin;+160;+204;+150;27 Jul 2005; 3;2 ;2005
New York Red Bulls;FC Dallas;Pinnacle;+145;+218;+165;27 Jul 2005; 3;2 ;2005
New York Red Bulls;FC Dallas;William Hill;+145;+215;+150;27 Jul 2005; 3;2 ;2005
Columbus Crew;Sporting Kansas City;bet-at-home;+154;+210;+140;23 Jul 2005; 2;0 ;2005
Columbus Crew;Sporting Kansas City;bet365;+150;+200;+162;23 Jul 2005; 2;0 ;2005
Columbus Crew;Sporting Kansas City;bwin;+140;+204;+170;23 Jul 2005; 2;0 ;2005
Columbus Crew;Sporting Kansas City;Pinnacle;+145;+210;+175;23 Jul 2005; 2;0 ;2005
Columbus Crew;Sporting Kansas City;William Hill;+160;+210;+140;23 Jul 2005; 2;0 ;2005
Chicago Fire;Columbus Crew;bet-at-home;-167;+235;+375;16 Jul 2005; 1;1 ;2005
Chicago Fire;Columbus Crew;bet365;-175;+229;+450;16 Jul 2005; 1;1 ;2005
Chicago Fire;Columbus Crew;bwin;-200;+250;+520;16 Jul 2005; 1;1 ;2005
Chicago Fire;Columbus Crew;Pinnacle;-169;+250;+445;16 Jul 2005; 1;1 ;2005
Chicago Fire;Columbus Crew;William Hill;-200;+240;+500;16 Jul 2005; 1;1 ;2005
DC United;Houston Dynamo;bet-at-home;+120;+210;+179;15 Jul 2005; 3;0 ;2005
DC United;Houston Dynamo;bet365;+120;+210;+187;15 Jul 2005; 3;0 ;2005
DC United;Houston Dynamo;bwin;+129;+210;+179;15 Jul 2005; 3;0 ;2005
DC United;Houston Dynamo;Pinnacle;+125;+210;+200;15 Jul 2005; 3;0 ;2005
DC United;Houston Dynamo;William Hill;+129;+210;+175;15 Jul 2005; 3;0 ;2005
Chicago Fire;New England Revolution;bet-at-home;+114;+210;+190;09 Jul 2005; 1;0 ;2005
Chicago Fire;New England Revolution;bet365;+125;+200;+187;09 Jul 2005; 1;0 ;2005
Chicago Fire;New England Revolution;bwin;+120;+200;+210;09 Jul 2005; 1;0 ;2005
Chicago Fire;New England Revolution;Pinnacle;+125;+210;+200;09 Jul 2005; 1;0 ;2005
Chicago Fire;New England Revolution;William Hill;+120;+210;+185;09 Jul 2005; 1;0 ;2005
Columbus Crew;Houston Dynamo;bwin;+140;+200;+175;09 Jul 2005; 1;2 ;2005
New York Red Bulls;Los Angeles Galaxy;bet-at-home;-118;+220;+254;09 Jul 2005; 2;1 ;2005
New York Red Bulls;Los Angeles Galaxy;bet365;-125;+229;+275;09 Jul 2005; 2;1 ;2005
New York Red Bulls;Los Angeles Galaxy;Pinnacle;-122;+249;+282;09 Jul 2005; 2;1 ;2005
New York Red Bulls;Los Angeles Galaxy;William Hill;-143;+220;+350;09 Jul 2005; 2;1 ;2005
Sporting Kansas City;New York Red Bulls;William Hill;-105;+210;+240;25 May 2005; 1;0 ;2005
Chivas USA;FC Dallas;William Hill;+179;+200;+129;22 May 2005; 2;5 ;2005
Columbus Crew;Real Salt Lake;bet365;-120;+220;+275;21 May 2005; 2;0 ;2005
DC United;Sporting Kansas City;bet-at-home;+100;+210;+220;21 May 2005; 3;2 ;2005
New York Red Bulls;New England Revolution;bet-at-home;+165;+204;+129;21 May 2005; 2;2 ;2005
FC Dallas;Colorado Rapids;Pinnacle;-145;+246;+359;18 May 2005; 2;1 ;2005
