MatchId,Season,Home_id,Away_id,Date,Score_home,Score_away,Unibet_H,Unibet_A,bet-at-home_H,bet-at-home_A,bet365_H,bet365_A,bwin_H,bwin_A,Pinnacle_H,Pinnacle_A,William Hill_H,William Hill_A,Marathonbet_H,Marathonbet_A,1xBet_H,1xBet_A,Coolbet_H,Coolbet_A,Betago_H,Betago_A
1806,2014-2015,Istanbul BB,Turk Telekom,2014-06-12,62,74,2.55,1.5,2.23,1.58,2.3,1.6,2.35,1.55,2.51,1.6,2.25,1.57,2.38,1.64,Na,Na,Na,Na,Na,Na
1807,2014-2015,Ankara Kolejliler,Besiktas,2014-06-12,83,88,2.55,1.5,2.37,1.52,2.35,1.57,2.55,1.48,2.66,1.54,2.5,1.5,2.48,1.59,Na,Na,Na,Na,Na,Na
1808,2014-2015,Turk Telekom,Galatasaray,2014-01-12,85,77,2.4,1.54,2.37,1.52,2.45,1.52,2.45,1.5,2.56,1.58,2.25,1.57,2.46,1.6,Na,Na,Na,Na,Na,Na
1809,2014-2015,Anadolu Efes,Usak Sportif,2014-11-30,81,66,1.08,8.5,1.08,6.34,1.1,7.0,1.07,7.5,1.13,7.11,1.1,6.0,1.17,5.8,Na,Na,Na,Na,Na,Na
1810,2014-2015,Konyaspor,Bandirma,2014-11-30,83,75,3.25,1.33,2.56,1.45,2.75,1.4,2.65,1.44,2.78,1.51,2.5,1.5,2.85,1.47,Na,Na,Na,Na,Na,Na
1811,2014-2015,Fenerbahce,Ankara Kolejliler,2014-11-30,78,65,1.05,11.0,1.03,9.33,1.03,14.0,1.05,8.75,Na,Na,1.03,10.0,1.04,15.0,Na,Na,Na,Na,Na,Na
1812,2014-2015,Trabzonspor,Tofas,2014-11-29,93,80,1.5,2.5,1.5,2.4,1.55,2.4,1.55,2.35,1.56,2.59,1.53,2.38,1.55,2.6,Na,Na,Na,Na,Na,Na
1813,2014-2015,Besiktas,Istanbul BB,2014-11-29,80,66,1.08,8.5,1.07,6.84,1.09,7.5,1.07,7.25,1.11,7.97,1.08,6.5,1.09,8.8,Na,Na,Na,Na,Na,Na
1814,2014-2015,Eskisehir,Darussafaka,2014-11-29,66,90,6.25,1.12,5.41,1.13,5.5,1.13,5.75,1.12,6.1,1.16,6.0,1.1,6.1,1.15,Na,Na,Na,Na,Na,Na
1815,2014-2015,Gaziantep,Pinar Karsiyaka,2014-11-29,65,81,1.97,1.8,1.96,1.75,1.9,1.8,2.0,1.75,2.25,1.72,1.95,1.75,2.26,1.7,Na,Na,Na,Na,Na,Na
1816,2014-2015,Ankara Kolejliler,Anadolu Efes,2014-11-24,67,69,3.8,1.25,3.62,1.24,3.75,1.25,3.7,1.25,4.64,1.24,3.6,1.25,4.7,1.22,Na,Na,Na,Na,Na,Na
1817,2014-2015,Galatasaray,Besiktas,2014-11-23,100,94,1.76,2.02,1.67,2.07,1.65,2.2,1.65,2.15,1.68,2.32,1.73,2.0,1.69,2.28,Na,Na,Na,Na,Na,Na
1818,2014-2015,Bandirma,Eskisehir,2014-11-23,91,75,1.06,9.5,1.04,8.59,1.04,12.0,1.04,9.0,Na,Na,1.05,8.0,1.06,12.0,Na,Na,Na,Na,Na,Na
1819,2014-2015,Istanbul BB,Fenerbahce,2014-11-23,60,95,7.0,1.1,5.53,1.11,6.5,1.11,6.5,1.09,6.75,1.14,6.0,1.1,7.6,1.11,Na,Na,Na,Na,Na,Na
1820,2014-2015,Pinar Karsiyaka,Turk Telekom,2014-11-22,76,65,1.14,5.6,1.14,5.0,1.14,5.25,1.13,5.75,1.16,6.2,1.12,5.5,1.21,4.9,Na,Na,Na,Na,Na,Na
1821,2014-2015,Darussafaka,Trabzonspor,2014-11-22,88,68,1.16,5.1,1.17,4.49,1.15,5.0,1.13,5.5,1.19,5.46,1.17,4.6,1.15,6.1,Na,Na,Na,Na,Na,Na
1822,2014-2015,Tofas,Gaziantep,2014-11-22,93,76,1.97,1.8,1.8,1.91,1.75,2.0,1.87,1.87,1.97,1.93,1.91,1.8,1.88,2.0,Na,Na,Na,Na,Na,Na
1823,2014-2015,Usak Sportif,Konyaspor,2014-11-22,82,86,1.4,2.85,1.36,2.89,1.32,3.25,1.34,3.1,1.41,3.16,1.4,2.75,1.4,3.15,Na,Na,Na,Na,Na,Na
1824,2014-2015,Fenerbahce,Galatasaray,2014-11-17,85,74,1.28,3.55,1.28,3.32,1.28,3.5,1.28,3.5,1.3,3.94,1.25,3.6,1.33,3.55,Na,Na,Na,Na,Na,Na
1825,2014-2015,Anadolu Efes,Istanbul BB,2014-11-16,71,64,1.07,8.5,1.04,8.27,1.07,8.5,1.06,8.0,1.08,9.65,1.07,7.0,1.08,9.5,Na,Na,Na,Na,Na,Na
1826,2014-2015,Bandirma,Darussafaka,2014-11-16,72,69,1.42,2.8,1.5,2.41,1.5,2.5,1.5,2.45,1.54,2.66,1.5,2.5,1.53,2.64,Na,Na,Na,Na,Na,Na
1827,2014-2015,Konyaspor,Ankara Kolejliler,2014-11-16,89,75,1.5,2.5,1.49,2.44,1.47,2.55,1.48,2.55,1.56,2.63,1.53,2.38,1.57,2.54,Na,Na,Na,Na,Na,Na
1828,2014-2015,Turk Telekom,Tofas,2014-11-15,94,75,1.6,2.28,1.54,2.33,1.55,2.4,1.55,2.35,1.65,2.39,1.53,2.38,1.59,2.48,Na,Na,Na,Na,Na,Na
1829,2014-2015,Besiktas,Pinar Karsiyaka,2014-11-15,87,82,1.7,2.1,1.67,2.08,1.7,2.1,1.6,2.25,1.69,2.31,1.67,2.1,1.71,2.24,Na,Na,Na,Na,Na,Na
1830,2014-2015,Eskisehir,Usak Sportif,2014-11-15,61,69,2.5,1.5,2.3,1.55,2.3,1.6,2.35,1.55,2.59,1.56,2.38,1.53,2.54,1.57,Na,Na,Na,Na,Na,Na
1831,2014-2015,Gaziantep,Trabzonspor,2014-11-15,77,69,1.4,2.85,1.38,2.83,1.37,2.9,1.4,2.8,1.36,3.44,1.36,2.88,1.4,3.15,Na,Na,Na,Na,Na,Na
1832,2014-2015,Darussafaka,Gaziantep,2014-10-11,64,46,1.5,2.55,1.46,2.53,1.47,2.55,1.48,2.55,1.46,2.94,1.44,2.62,1.49,2.78,Na,Na,Na,Na,Na,Na
1833,2014-2015,Galatasaray,Anadolu Efes,2014-09-11,77,76,1.5,2.55,1.49,2.46,1.5,2.5,1.5,2.5,1.53,2.71,1.5,2.5,1.52,2.68,Na,Na,Na,Na,Na,Na
1834,2014-2015,Pinar Karsiyaka,Fenerbahce,2014-09-11,69,75,2.1,1.7,2.09,1.66,2.2,1.65,2.15,1.65,2.37,1.66,2.2,1.62,2.75,1.5,Na,Na,Na,Na,Na,Na
1835,2014-2015,Trabzonspor,Turk Telekom,2014-08-11,86,76,1.4,2.85,1.43,2.63,1.4,2.75,1.44,2.65,1.45,3.0,1.4,2.75,1.44,2.95,Na,Na,Na,Na,Na,Na
1836,2014-2015,Tofas,Besiktas,2014-08-11,91,83,2.85,1.4,2.57,1.45,2.75,1.4,2.65,1.44,2.94,1.46,2.62,1.44,2.85,1.47,Na,Na,Na,Na,Na,Na
1837,2014-2015,Usak Sportif,Bandirma,2014-08-11,75,61,2.85,1.4,2.57,1.45,2.55,1.47,2.7,1.42,3.05,1.43,2.62,1.44,3.15,1.4,Na,Na,Na,Na,Na,Na
1838,2014-2015,Ankara Kolejliler,Eskisehir,2014-08-11,81,72,1.25,3.8,1.29,3.26,1.32,3.25,1.3,3.3,1.29,3.98,1.3,3.25,1.26,4.2,Na,Na,Na,Na,Na,Na
1839,2014-2015,Istanbul BB,Konyaspor,2014-08-11,91,88,1.97,1.8,1.85,1.85,1.8,1.9,1.8,1.95,1.96,1.94,1.9,1.8,1.96,1.92,Na,Na,Na,Na,Na,Na
1840,2014-2015,Konyaspor,Galatasaray,2014-03-11,84,91,3.35,1.3,3.03,1.33,3.25,1.32,3.1,1.34,3.33,1.38,3.0,1.33,3.5,1.34,Na,Na,Na,Na,Na,Na
1841,2014-2015,Anadolu Efes,Pinar Karsiyaka,2014-02-11,67,65,1.4,2.85,1.4,2.73,1.35,3.0,1.36,3.0,1.4,3.22,1.44,2.62,1.43,3.0,Na,Na,Na,Na,Na,Na
1842,2014-2015,Fenerbahce,Tofas,2014-01-11,80,70,1.05,11.0,1.04,8.57,1.05,11.0,1.06,8.0,Na,Na,1.05,8.0,1.07,11.0,Na,Na,Na,Na,Na,Na
1843,2014-2015,Bandirma,Ankara Kolejliler,2014-01-11,74,67,1.1,7.0,1.08,6.35,1.1,7.0,1.08,7.0,1.11,8.07,1.08,6.5,1.1,8.2,Na,Na,Na,Na,Na,Na
1844,2014-2015,Turk Telekom,Gaziantep,2014-01-11,79,73,2.25,1.62,2.15,1.63,2.2,1.65,2.25,1.6,2.41,1.64,2.1,1.67,2.44,1.61,Na,Na,Na,Na,Na,Na
1845,2014-2015,Besiktas,Trabzonspor,2014-01-11,68,58,1.32,3.25,1.33,3.04,1.32,3.25,1.3,3.3,1.36,3.45,1.33,3.0,1.39,3.2,Na,Na,Na,Na,Na,Na
1846,2014-2015,Eskisehir,Istanbul BB,2014-01-11,81,69,2.28,1.6,2.19,1.6,2.35,1.57,2.25,1.6,2.37,1.65,Na,Na,2.24,1.71,Na,Na,Na,Na,Na,Na
1847,2014-2015,Usak Sportif,Darussafaka,2014-01-11,80,73,3.2,1.33,2.96,1.35,3.25,1.32,3.1,1.34,3.29,1.39,2.75,1.4,3.15,1.4,Na,Na,Na,Na,Na,Na
1848,2014-2015,Tofas,Anadolu Efes,2014-10-27,70,93,3.8,1.25,3.38,1.28,3.75,1.25,3.5,1.28,4.58,1.24,3.0,1.33,3.95,1.29,Na,Na,Na,Na,Na,Na
1849,2014-2015,Trabzonspor,Fenerbahce,2014-10-26,75,87,4.35,1.2,3.7,1.24,4.25,1.2,4.0,1.22,4.42,1.25,4.0,1.22,5.1,1.2,Na,Na,Na,Na,Na,Na
1850,2014-2015,Galatasaray,Eskisehir,2014-10-26,86,69,1.05,11.0,1.04,8.27,1.07,9.0,1.04,9.0,Na,Na,1.05,8.0,1.04,14.0,Na,Na,Na,Na,Na,Na
1851,2014-2015,Pinar Karsiyaka,Konyaspor,2014-10-25,75,68,1.2,4.35,1.24,3.7,1.2,4.25,1.22,4.0,1.26,4.36,1.2,4.25,1.29,3.95,Na,Na,Na,Na,Na,Na
1852,2014-2015,Darussafaka,Turk Telekom,2014-10-25,108,82,1.2,4.4,1.21,3.91,1.16,4.75,1.17,4.6,1.25,4.5,1.18,4.5,1.25,4.33,Na,Na,Na,Na,Na,Na
1853,2014-2015,Ankara Kolejliler,Usak Sportif,2014-10-25,88,84,1.4,2.85,1.43,2.63,1.4,2.75,1.4,2.8,1.49,2.85,1.44,2.62,1.42,3.05,Na,Na,Na,Na,Na,Na
1854,2014-2015,Gaziantep,Besiktas,2014-10-25,81,88,1.52,2.48,1.51,2.4,1.57,2.35,1.5,2.5,1.5,2.8,1.5,2.5,1.52,2.68,Na,Na,Na,Na,Na,Na
1855,2014-2015,Istanbul BB,Bandirma,2014-10-25,71,81,3.8,1.25,3.45,1.27,3.5,1.28,3.5,1.28,4.42,1.25,3.6,1.25,4.33,1.25,Na,Na,Na,Na,Na,Na
1856,2014-2015,Fenerbahce,Gaziantep,2014-10-20,66,70,1.11,6.4,1.12,5.2,1.1,7.0,1.1,6.25,Na,Na,1.12,5.5,1.15,6.1,Na,Na,Na,Na,Na,Na
1857,2014-2015,Bandirma,Galatasaray,2014-10-19,69,67,1.75,2.02,1.73,1.99,1.75,2.0,1.67,2.1,1.88,2.03,1.73,2.0,1.74,2.2,Na,Na,Na,Na,Na,Na
1858,2014-2015,Anadolu Efes,Trabzonspor,2014-10-19,70,66,1.1,6.75,1.1,5.72,1.12,6.0,1.11,6.0,1.14,6.63,1.08,6.5,1.11,7.6,Na,Na,Na,Na,Na,Na
1859,2014-2015,Besiktas,Turk Telekom,2014-10-18,76,59,1.4,2.85,1.39,2.77,1.4,2.75,1.36,3.0,1.48,2.88,1.36,2.88,1.38,3.25,Na,Na,Na,Na,Na,Na
1860,2014-2015,Usak Sportif,Istanbul BB,2014-10-18,66,71,1.25,3.75,1.27,3.44,1.25,3.75,1.25,3.75,1.27,4.22,1.25,3.6,1.29,3.95,Na,Na,Na,Na,Na,Na
1861,2014-2015,Ankara Kolejliler,Darussafaka,2014-10-18,70,82,2.38,1.55,2.43,1.5,2.5,1.5,2.45,1.5,2.84,1.49,2.38,1.53,2.68,1.52,Na,Na,Na,Na,Na,Na
1862,2014-2015,Eskisehir,Pinar Karsiyaka,2014-10-18,62,91,3.8,1.25,3.18,1.31,3.25,1.32,3.5,1.28,3.77,1.32,3.6,1.25,3.95,1.29,Na,Na,Na,Na,Na,Na
1863,2014-2015,Konyaspor,Tofas,2014-10-18,88,81,1.7,2.1,1.64,2.13,1.65,2.2,1.65,2.15,1.74,2.22,1.62,2.2,1.66,2.34,Na,Na,Na,Na,Na,Na
1864,2014-2015,Turk Telekom,Fenerbahce,2014-10-14,61,73,4.35,1.2,3.94,1.21,4.25,1.2,4.5,1.18,4.46,1.25,Na,Na,4.45,1.24,Na,Na,Na,Na,Na,Na
1865,2014-2015,Pinar Karsiyaka,Bandirma,2014-12-10,64,60,1.71,2.08,1.62,2.15,1.65,2.2,1.6,2.25,1.75,2.2,1.62,2.2,1.63,2.4,Na,Na,Na,Na,Na,Na
1866,2014-2015,Gaziantep,Anadolu Efes,2014-12-10,65,63,3.05,1.35,2.86,1.37,2.75,1.4,2.85,1.4,3.11,1.42,2.75,1.4,3.2,1.39,Na,Na,Na,Na,Na,Na
1867,2014-2015,Trabzonspor,Konyaspor,2014-11-10,70,76,1.3,3.4,1.31,3.14,1.32,3.25,1.33,3.1,1.34,3.57,1.3,3.25,1.36,3.35,Na,Na,Na,Na,Na,Na
1868,2014-2015,Darussafaka,Besiktas,2014-11-10,74,71,1.25,3.8,1.24,3.66,1.2,4.25,1.28,3.5,1.3,3.94,1.22,4.0,1.3,3.8,Na,Na,Na,Na,Na,Na
1869,2014-2015,Tofas,Eskisehir,2014-11-10,88,79,1.25,3.8,1.3,3.2,1.25,3.75,1.26,3.6,1.27,4.18,1.25,3.6,Na,Na,Na,Na,Na,Na,Na,Na
1870,2014-2015,Istanbul BB,Ankara Kolejliler,2014-11-10,70,71,1.97,1.8,1.95,1.76,2.0,1.75,2.0,1.75,2.08,1.84,Na,Na,2.08,1.82,Na,Na,Na,Na,Na,Na
1871,2014-2015,Galatasaray,Usak Sportif,2014-11-10,94,85,1.22,4.2,1.18,4.26,1.16,4.75,1.15,5.0,1.22,4.83,1.18,4.5,1.2,5.1,Na,Na,Na,Na,Na,Na
1872,2015-2016,Tofas,Best Balikesir,2016-02-06,88,82,Na,Na,Na,Na,1.11,5.75,Na,Na,Na,Na,Na,Na,1.1,6.2,Na,Na,Na,Na,Na,Na
1873,2015-2016,Best Balikesir,Acibadem Universitesi,2016-05-29,77,71,Na,Na,Na,Na,1.5,2.5,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
1874,2015-2016,Sakarya BB,Tofas,2016-05-28,59,74,Na,Na,Na,Na,2.85,1.38,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
1875,2015-2016,Best Balikesir,Acibadem Universitesi,2016-05-27,90,81,Na,Na,Na,Na,1.62,2.2,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
1876,2015-2016,Tofas,Sakarya BB,2016-05-25,81,70,Na,Na,Na,Na,1.01,12.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
1877,2015-2016,Acibadem Universitesi,Best Balikesir,2016-05-24,82,80,Na,Na,Na,Na,1.5,2.5,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
1878,2015-2016,Tofas,Sakarya BB,2016-05-23,101,68,Na,Na,Na,Na,1.07,7.5,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
1879,2015-2016,Acibadem Universitesi,Best Balikesir,2016-05-22,58,69,Na,Na,Na,Na,1.33,3.25,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
1880,2015-2016,Best Balikesir,Denizli Basket,2016-05-19,69,57,Na,Na,Na,Na,1.62,2.2,Na,Na,Na,Na,Na,Na,Na,Na,1.59,2.27,Na,Na,Na,Na
1881,2015-2016,Afyon Belediye,Tofas,2016-05-17,78,93,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,9.5,1.04,Na,Na,Na,Na
1882,2015-2016,Sakarya BB,Gediz Universitesi,2016-05-17,78,65,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1.38,2.92,Na,Na,Na,Na
1883,2015-2016,Best Balikesir,Denizli Basket,2016-05-17,88,78,Na,Na,Na,Na,1.52,2.4,Na,Na,Na,Na,Na,Na,Na,Na,1.52,2.48,Na,Na,Na,Na
1884,2015-2016,Socar Spor,Acibadem Universitesi,2016-05-17,48,88,Na,Na,Na,Na,7.0,1.08,Na,Na,Na,Na,Na,Na,Na,Na,4.88,1.16,Na,Na,Na,Na
1885,2015-2016,Denizli Basket,Best Balikesir,2016-05-14,65,58,Na,Na,Na,Na,1.5,2.5,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
1886,2015-2016,Acibadem Universitesi,Socar Spor,2016-05-14,80,53,Na,Na,Na,Na,1.22,4.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
1887,2015-2016,Gediz Universitesi,Sakarya BB,2016-05-14,83,92,Na,Na,Na,Na,1.66,2.1,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
1888,2015-2016,Acibadem Universitesi,Socar Spor,2016-12-05,83,60,Na,Na,Na,Na,1.37,2.95,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
1889,2015-2016,Denizli Basket,Best Balikesir,2016-12-05,59,87,Na,Na,Na,Na,1.37,2.95,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
1890,2015-2016,Tofas,Afyon Belediye,2016-12-05,105,68,Na,Na,Na,Na,1.01,13.0,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
1891,2015-2016,Adanaspor,Afyon Belediye,2016-07-05,57,94,Na,Na,Na,Na,8.75,1.04,Na,Na,Na,Na,Na,Na,Na,Na,6.0,1.11,Na,Na,Na,Na
1892,2015-2016,Best Balikesir,Acibadem Universitesi,2016-07-05,82,104,Na,Na,Na,Na,3.65,1.26,Na,Na,Na,Na,Na,Na,Na,Na,3.92,1.23,Na,Na,Na,Na
1893,2015-2016,Denizli Basket,Tofas,2016-07-05,60,83,Na,Na,Na,Na,1.76,1.9,Na,Na,Na,Na,Na,Na,Na,Na,2.01,1.76,Na,Na,Na,Na
1894,2015-2016,Final Spor,Socar Spor,2016-07-05,64,87,Na,Na,Na,Na,5.75,1.11,Na,Na,Na,Na,Na,Na,Na,Na,5.35,1.14,Na,Na,Na,Na
1895,2015-2016,Istanbul DSI,Bandirma Kirmizi,2016-07-05,97,92,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,2.88,1.39,Na,Na,Na,Na
1896,2015-2016,Meliksah,Gelisim Koleji,2016-07-05,84,80,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1.84,1.91,Na,Na,Na,Na
1897,2015-2016,Gediz Universitesi,Ankara D.S.I.,2016-07-05,72,84,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1.12,5.8,Na,Na,Na,Na
1898,2015-2016,Sakarya BB,Eskisehir,2016-07-05,85,68,Na,Na,Na,Na,1.22,4.0,Na,Na,Na,Na,Na,Na,Na,Na,1.21,4.12,Na,Na,Na,Na
1899,2015-2016,Sigortam.net ITU,Akhisar Belediye,2016-07-05,79,67,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1.67,2.11,Na,Na,Na,Na
1900,2015-2016,Socar Spor,Best Balikesir,2016-01-05,90,63,Na,Na,Na,Na,1.36,3.0,Na,Na,Na,Na,Na,Na,Na,Na,1.34,3.12,Na,Na,Na,Na
1901,2015-2016,Bandirma Kirmizi,Denizli Basket,2016-01-05,80,74,Na,Na,Na,Na,2.95,1.37,Na,Na,Na,Na,Na,Na,Na,Na,2.92,1.38,Na,Na,Na,Na
1902,2015-2016,Sakarya BB,Acibadem Universitesi,2016-04-30,60,75,Na,Na,Na,Na,2.95,1.37,Na,Na,Na,Na,Na,Na,Na,Na,2.63,1.46,Na,Na,Na,Na
1903,2015-2016,Afyon Belediye,Final Spor,2016-04-30,88,78,Na,Na,Na,Na,1.05,8.25,Na,Na,Na,Na,Na,Na,Na,Na,1.17,4.76,Na,Na,Na,Na
1904,2015-2016,Eskisehir,Gediz Universitesi,2016-04-30,69,83,Na,Na,Na,Na,5.75,1.11,Na,Na,Na,Na,Na,Na,Na,Na,4.12,1.21,Na,Na,Na,Na
1905,2015-2016,Akhisar Belediye,Istanbul DSI,2016-04-30,92,72,Na,Na,Na,Na,1.31,3.3,Na,Na,Na,Na,Na,Na,Na,Na,1.39,2.88,Na,Na,Na,Na
1906,2015-2016,Meliksah,Sigortam.net ITU,2016-04-29,75,89,Na,Na,Na,Na,2.25,1.57,Na,Na,Na,Na,Na,Na,Na,Na,2.07,1.71,Na,Na,Na,Na
1907,2015-2016,Gelisim Koleji,Ankara D.S.I.,2016-04-29,97,76,Na,Na,Na,Na,1.31,3.3,Na,Na,Na,Na,Na,Na,Na,Na,1.27,3.58,Na,Na,Na,Na
1908,2015-2016,Sakarya BB,Socar Spor,2016-04-23,65,73,Na,Na,Na,Na,1.43,2.65,Na,Na,Na,Na,Na,Na,Na,Na,1.48,2.58,Na,Na,Na,Na
1909,2015-2016,Denizli Basket,Akhisar Belediye,2016-04-23,80,67,Na,Na,Na,Na,1.18,4.4,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
1910,2015-2016,Adanaspor,Bandirma Kirmizi,2016-04-23,84,106,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1.86,1.89,Na,Na,Na,Na
1911,2015-2016,Best Balikesir,Afyon Belediye,2016-04-23,101,80,Na,Na,Na,Na,1.43,2.65,Na,Na,Na,Na,Na,Na,Na,Na,1.39,2.88,Na,Na,Na,Na
1912,2015-2016,Sigortam.net ITU,Gelisim Koleji,2016-04-23,73,63,Na,Na,Na,Na,1.66,2.1,Na,Na,Na,Na,Na,Na,Na,Na,1.86,1.89,Na,Na,Na,Na
1913,2015-2016,Ankara D.S.I.,Eskisehir,2016-04-22,82,72,Na,Na,Na,Na,1.57,2.25,Na,Na,Na,Na,Na,Na,Na,Na,1.49,2.54,Na,Na,Na,Na
1914,2015-2016,Gediz Universitesi,Acibadem Universitesi,2016-04-22,83,75,Na,Na,Na,Na,1.5,2.5,Na,Na,Na,Na,Na,Na,Na,Na,1.49,2.54,Na,Na,Na,Na
1915,2015-2016,Istanbul DSI,Meliksah,2016-04-22,84,82,Na,Na,Na,Na,3.3,1.31,Na,Na,Na,Na,Na,Na,Na,Na,3.29,1.31,Na,Na,Na,Na
1916,2015-2016,Final Spor,Tofas,2016-04-22,69,100,Na,Na,Na,Na,3.65,1.26,Na,Na,Na,Na,Na,Na,Na,Na,3.69,1.26,Na,Na,Na,Na
1917,2015-2016,Socar Spor,Gediz Universitesi,2016-04-17,95,93,Na,Na,Na,Na,1.9,1.76,Na,Na,Na,Na,Na,Na,Na,Na,1.9,1.85,Na,Na,Na,Na
1918,2015-2016,Bandirma Kirmizi,Final Spor,2016-04-17,87,75,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1.77,1.99,Na,Na,Na,Na
1919,2015-2016,Tofas,Best Balikesir,2016-04-16,90,83,Na,Na,Na,Na,1.14,5.0,Na,Na,Na,Na,Na,Na,Na,Na,1.18,4.6,Na,Na,Na,Na
1920,2015-2016,Afyon Belediye,Sakarya BB,2016-04-16,85,79,Na,Na,Na,Na,1.76,1.9,Na,Na,Na,Na,Na,Na,Na,Na,2.02,1.75,Na,Na,Na,Na
1921,2015-2016,Akhisar Belediye,Adanaspor,2016-04-16,78,70,Na,Na,Na,Na,1.07,7.5,Na,Na,Na,Na,Na,Na,Na,Na,1.1,5.8,Na,Na,Na,Na
1922,2015-2016,Sigortam.net ITU,Istanbul DSI,2016-04-16,80,70,Na,Na,Na,Na,1.37,2.95,Na,Na,Na,Na,Na,Na,Na,Na,1.31,3.35,Na,Na,Na,Na
1923,2015-2016,Meliksah,Denizli Basket,2016-04-15,67,77,Na,Na,Na,Na,2.5,1.5,Na,Na,Na,Na,Na,Na,Na,Na,2.38,1.54,Na,Na,Na,Na
1924,2015-2016,Acibadem Universitesi,Ankara D.S.I.,2016-04-15,76,71,Na,Na,Na,Na,1.43,2.65,Na,Na,Na,Na,Na,Na,Na,Na,1.36,2.99,Na,Na,Na,Na
1925,2015-2016,Gelisim Koleji,Eskisehir,2016-04-15,86,78,Na,Na,Na,Na,1.43,2.65,Na,Na,Na,Na,Na,Na,Na,Na,1.39,2.89,Na,Na,Na,Na
1926,2015-2016,Sakarya BB,Tofas,2016-09-04,96,90,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,2.92,1.38,Na,Na,Na,Na
1927,2015-2016,Denizli Basket,Sigortam.net ITU,2016-09-04,71,68,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1.21,4.15,Na,Na,Na,Na
1928,2015-2016,Eskisehir,Acibadem Universitesi,2016-09-04,81,68,Na,Na,Na,Na,3.3,1.31,Na,Na,Na,Na,Na,Na,Na,Na,4.15,1.21,Na,Na,Na,Na
1929,2015-2016,Adanaspor,Meliksah,2016-09-04,73,88,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,3.65,1.26,Na,Na,Na,Na
1930,2015-2016,Best Balikesir,Bandirma Kirmizi,2016-09-04,93,85,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1.14,5.3,Na,Na,Na,Na
1931,2015-2016,Ankara D.S.I.,Socar Spor,2016-08-04,79,75,Na,Na,Na,Na,2.1,1.66,Na,Na,Na,Na,Na,Na,Na,Na,2.37,1.54,Na,Na,Na,Na
1932,2015-2016,Gediz Universitesi,Afyon Belediye,2016-08-04,84,66,Na,Na,Na,Na,1.43,2.65,Na,Na,Na,Na,Na,Na,Na,Na,1.4,2.84,Na,Na,Na,Na
1933,2015-2016,Istanbul DSI,Gelisim Koleji,2016-08-04,77,84,Na,Na,Na,Na,2.5,1.5,Na,Na,Na,Na,Na,Na,Na,Na,2.89,1.39,Na,Na,Na,Na
1934,2015-2016,Final Spor,Akhisar Belediye,2016-08-04,70,76,Na,Na,Na,Na,1.5,2.5,Na,Na,Na,Na,Na,Na,Na,Na,1.46,2.62,Na,Na,Na,Na
1935,2015-2016,Socar Spor,Eskisehir,2016-03-04,78,68,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1.31,3.35,Na,Na,Na,Na
1936,2015-2016,Bandirma Kirmizi,Sakarya BB,2016-03-04,82,75,Na,Na,Na,Na,2.5,1.5,Na,Na,Na,Na,Na,Na,Na,Na,2.53,1.49,Na,Na,Na,Na
1937,2015-2016,Tofas,Gediz Universitesi,2016-02-04,104,82,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,Na,1.12,5.8,Na,Na,Na,Na
