Home_id;Away_id;Bookmaker;OddHome;OddAway;Date;Score_home;Score_away;Season
San Francisco 49ers;Baltimore Ravens;bet-at-home;-182;+140;03 Feb 2013; 31;34 ;2012-2013
San Francisco 49ers;Baltimore Ravens;bet365;-192;+167;03 Feb 2013; 31;34 ;2012-2013
San Francisco 49ers;Baltimore Ravens;Marathonbet;-204;+190;03 Feb 2013; 31;34 ;2012-2013
San Francisco 49ers;Baltimore Ravens;Pinnacle;-196;+175;03 Feb 2013; 31;34 ;2012-2013
San Francisco 49ers;Baltimore Ravens;Unibet;-189;+154;03 Feb 2013; 31;34 ;2012-2013
San Francisco 49ers;Baltimore Ravens;William Hill;+154;+150;03 Feb 2013; 31;34 ;2012-2013
NFC;AFC;bet-at-home;+120;-154;27 Jan 2013; 62;35 ;2012-2013
NFC;AFC;bet365;-116;-105;27 Jan 2013; 62;35 ;2012-2013
NFC;AFC;bwin;+125;-149;27 Jan 2013; 62;35 ;2012-2013
NFC;AFC;Marathonbet;+104;-111;27 Jan 2013; 62;35 ;2012-2013
NFC;AFC;Pinnacle;+104;-115;27 Jan 2013; 62;35 ;2012-2013
NFC;AFC;Unibet;-105;-118;27 Jan 2013; 62;35 ;2012-2013
NFC;AFC;William Hill;-110;-110;27 Jan 2013; 62;35 ;2012-2013
New England Patriots;Baltimore Ravens;bet-at-home;-435;+320;20 Jan 2013; 13;28 ;2012-2013
New England Patriots;Baltimore Ravens;bet365;-435;+325;20 Jan 2013; 13;28 ;2012-2013
New England Patriots;Baltimore Ravens;bwin;-435;+325;20 Jan 2013; 13;28 ;2012-2013
New England Patriots;Baltimore Ravens;Marathonbet;-455;+409;20 Jan 2013; 13;28 ;2012-2013
New England Patriots;Baltimore Ravens;Pinnacle;-400;+350;20 Jan 2013; 13;28 ;2012-2013
New England Patriots;Baltimore Ravens;Unibet;-455;+340;20 Jan 2013; 13;28 ;2012-2013
New England Patriots;Baltimore Ravens;William Hill;-400;+350;20 Jan 2013; 13;28 ;2012-2013
Atlanta Falcons;San Francisco 49ers;bet-at-home;+150;-200;20 Jan 2013; 24;28 ;2012-2013
Atlanta Falcons;San Francisco 49ers;bet365;+129;-152;20 Jan 2013; 24;28 ;2012-2013
Atlanta Falcons;San Francisco 49ers;bwin;+140;-167;20 Jan 2013; 24;28 ;2012-2013
Atlanta Falcons;San Francisco 49ers;Marathonbet;+170;-182;20 Jan 2013; 24;28 ;2012-2013
Atlanta Falcons;San Francisco 49ers;Pinnacle;+158;-175;20 Jan 2013; 24;28 ;2012-2013
Atlanta Falcons;San Francisco 49ers;Unibet;+150;-185;20 Jan 2013; 24;28 ;2012-2013
Atlanta Falcons;San Francisco 49ers;William Hill;+150;-169;20 Jan 2013; 24;28 ;2012-2013
New England Patriots;Houston Texans;bet-at-home;-400;+290;13 Jan 2013; 41;28 ;2012-2013
New England Patriots;Houston Texans;bet365;-455;+350;13 Jan 2013; 41;28 ;2012-2013
New England Patriots;Houston Texans;bwin;+350;+350;13 Jan 2013; 41;28 ;2012-2013
New England Patriots;Houston Texans;Marathonbet;-323;+295;13 Jan 2013; 41;28 ;2012-2013
New England Patriots;Houston Texans;Pinnacle;-417;+354;13 Jan 2013; 41;28 ;2012-2013
New England Patriots;Houston Texans;Unibet;-400;+305;13 Jan 2013; 41;28 ;2012-2013
New England Patriots;Houston Texans;William Hill;-400;+300;13 Jan 2013; 41;28 ;2012-2013
