Home_id;Away_id;Bookmaker;OddHome;OddAway;Date;Score_home;Score_away;Season
Los Angeles Rams;New England Patriots;1xBet;+114;-128;03 Feb 2019; 3;13 ;2018-2019
Los Angeles Rams;New England Patriots;bet-at-home;+114;-135;03 Feb 2019; 3;13 ;2018-2019
Los Angeles Rams;New England Patriots;bet365;+110;-132;03 Feb 2019; 3;13 ;2018-2019
Los Angeles Rams;New England Patriots;bwin;+114;-139;03 Feb 2019; 3;13 ;2018-2019
Los Angeles Rams;New England Patriots;Coolbet;+116;-116;03 Feb 2019; 3;13 ;2018-2019
Los Angeles Rams;New England Patriots;Marathonbet;+112;-130;03 Feb 2019; 3;13 ;2018-2019
Los Angeles Rams;New England Patriots;Parimatch;+117;-133;03 Feb 2019; 3;13 ;2018-2019
Los Angeles Rams;New England Patriots;Pinnacle;+112;-123;03 Feb 2019; 3;13 ;2018-2019
Los Angeles Rams;New England Patriots;Unibet;-125;-105;03 Feb 2019; 3;13 ;2018-2019
Los Angeles Rams;New England Patriots;William Hill;+114;-135;03 Feb 2019; 3;13 ;2018-2019
NFC;AFC;1xBet;-108;-118;27 Jan 2019; 7;26 ;2018-2019
NFC;AFC;bet-at-home;-108;-119;27 Jan 2019; 7;26 ;2018-2019
NFC;AFC;bet365;-105;-116;27 Jan 2019; 7;26 ;2018-2019
NFC;AFC;bwin;-105;-115;27 Jan 2019; 7;26 ;2018-2019
NFC;AFC;Coolbet;-104;-118;27 Jan 2019; 7;26 ;2018-2019
NFC;AFC;Marathonbet;-109;-119;27 Jan 2019; 7;26 ;2018-2019
NFC;AFC;Parimatch;-104;-118;27 Jan 2019; 7;26 ;2018-2019
NFC;AFC;Unibet;-102;-118;27 Jan 2019; 7;26 ;2018-2019
NFC;AFC;William Hill;-105;-116;27 Jan 2019; 7;26 ;2018-2019
Kansas City Chiefs;New England Patriots;1xBet;-169;+138;20 Jan 2019; 31;37 ;2018-2019
Kansas City Chiefs;New England Patriots;bet-at-home;-172;+141;20 Jan 2019; 31;37 ;2018-2019
Kansas City Chiefs;New England Patriots;bet365;-172;+150;20 Jan 2019; 31;37 ;2018-2019
Kansas City Chiefs;New England Patriots;bwin;-167;+140;20 Jan 2019; 31;37 ;2018-2019
Kansas City Chiefs;New England Patriots;Coolbet;-167;+154;20 Jan 2019; 31;37 ;2018-2019
Kansas City Chiefs;New England Patriots;Marathonbet;-179;+154;20 Jan 2019; 31;37 ;2018-2019
Kansas City Chiefs;New England Patriots;Parimatch;-167;+147;20 Jan 2019; 31;37 ;2018-2019
Kansas City Chiefs;New England Patriots;Pinnacle;-172;+154;20 Jan 2019; 31;37 ;2018-2019
Kansas City Chiefs;New England Patriots;Unibet;-185;+150;20 Jan 2019; 31;37 ;2018-2019
Kansas City Chiefs;New England Patriots;William Hill;-179;+150;20 Jan 2019; 31;37 ;2018-2019
New Orleans Saints;Los Angeles Rams;1xBet;-182;+147;20 Jan 2019; 23;26 ;2018-2019
New Orleans Saints;Los Angeles Rams;bet-at-home;-167;+136;20 Jan 2019; 23;26 ;2018-2019
New Orleans Saints;Los Angeles Rams;bet365;-161;+140;20 Jan 2019; 23;26 ;2018-2019
New Orleans Saints;Los Angeles Rams;bwin;-175;+145;20 Jan 2019; 23;26 ;2018-2019
New Orleans Saints;Los Angeles Rams;Coolbet;-154;+142;20 Jan 2019; 23;26 ;2018-2019
New Orleans Saints;Los Angeles Rams;Marathonbet;-161;+141;20 Jan 2019; 23;26 ;2018-2019
New Orleans Saints;Los Angeles Rams;Parimatch;-161;+142;20 Jan 2019; 23;26 ;2018-2019
New Orleans Saints;Los Angeles Rams;Pinnacle;-154;+139;20 Jan 2019; 23;26 ;2018-2019
New Orleans Saints;Los Angeles Rams;Unibet;-172;+140;20 Jan 2019; 23;26 ;2018-2019
New Orleans Saints;Los Angeles Rams;William Hill;-164;+140;20 Jan 2019; 23;26 ;2018-2019
New Orleans Saints;Philadelphia Eagles;1xBet;-385;+304;13 Jan 2019; 20;14 ;2018-2019
New Orleans Saints;Philadelphia Eagles;bet-at-home;-400;+303;13 Jan 2019; 20;14 ;2018-2019
New Orleans Saints;Philadelphia Eagles;bet365;-400;+320;13 Jan 2019; 20;14 ;2018-2019
New Orleans Saints;Philadelphia Eagles;bwin;-400;+300;13 Jan 2019; 20;14 ;2018-2019
New Orleans Saints;Philadelphia Eagles;Coolbet;-370;+330;13 Jan 2019; 20;14 ;2018-2019
New Orleans Saints;Philadelphia Eagles;Marathonbet;-400;+330;13 Jan 2019; 20;14 ;2018-2019
New Orleans Saints;Philadelphia Eagles;Parimatch;-385;+326;13 Jan 2019; 20;14 ;2018-2019
New Orleans Saints;Philadelphia Eagles;Pinnacle;-385;+330;13 Jan 2019; 20;14 ;2018-2019
New Orleans Saints;Philadelphia Eagles;Unibet;-357;+275;13 Jan 2019; 20;14 ;2018-2019
New Orleans Saints;Philadelphia Eagles;William Hill;-400;+309;13 Jan 2019; 20;14 ;2018-2019
New England Patriots;Los Angeles Chargers;1xBet;-200;+169;13 Jan 2019; 41;28 ;2018-2019
New England Patriots;Los Angeles Chargers;bet-at-home;-196;+159;13 Jan 2019; 41;28 ;2018-2019
New England Patriots;Los Angeles Chargers;bet365;-200;+170;13 Jan 2019; 41;28 ;2018-2019
New England Patriots;Los Angeles Chargers;bwin;-200;+165;13 Jan 2019; 41;28 ;2018-2019
New England Patriots;Los Angeles Chargers;Coolbet;-192;+175;13 Jan 2019; 41;28 ;2018-2019
New England Patriots;Los Angeles Chargers;Marathonbet;-196;+169;13 Jan 2019; 41;28 ;2018-2019
New England Patriots;Los Angeles Chargers;Parimatch;-185;+161;13 Jan 2019; 41;28 ;2018-2019
New England Patriots;Los Angeles Chargers;Pinnacle;-189;+170;13 Jan 2019; 41;28 ;2018-2019
New England Patriots;Los Angeles Chargers;Unibet;-189;+154;13 Jan 2019; 41;28 ;2018-2019
New England Patriots;Los Angeles Chargers;William Hill;-196;+165;13 Jan 2019; 41;28 ;2018-2019
Los Angeles Rams;Dallas Cowboys;1xBet;-357;+284;13 Jan 2019; 30;22 ;2018-2019
Los Angeles Rams;Dallas Cowboys;bet-at-home;-345;+265;13 Jan 2019; 30;22 ;2018-2019
Los Angeles Rams;Dallas Cowboys;bet365;-345;+270;13 Jan 2019; 30;22 ;2018-2019
Los Angeles Rams;Dallas Cowboys;bwin;-357;+280;13 Jan 2019; 30;22 ;2018-2019
Los Angeles Rams;Dallas Cowboys;Coolbet;-333;+298;13 Jan 2019; 30;22 ;2018-2019
Los Angeles Rams;Dallas Cowboys;Marathonbet;-345;+286;13 Jan 2019; 30;22 ;2018-2019
Los Angeles Rams;Dallas Cowboys;Parimatch;-333;+280;13 Jan 2019; 30;22 ;2018-2019
Los Angeles Rams;Dallas Cowboys;Pinnacle;-345;+301;13 Jan 2019; 30;22 ;2018-2019
Los Angeles Rams;Dallas Cowboys;Unibet;-333;+260;13 Jan 2019; 30;22 ;2018-2019
Los Angeles Rams;Dallas Cowboys;William Hill;-345;+270;13 Jan 2019; 30;22 ;2018-2019
New Orleans Saints;Pittsburgh Steelers;1xBet;-256;+212;23 Dec 2018; 31;28 ;2018-2019
New Orleans Saints;Pittsburgh Steelers;bet-at-home;-270;+202;23 Dec 2018; 31;28 ;2018-2019
New Orleans Saints;Pittsburgh Steelers;bet365;-286;+229;23 Dec 2018; 31;28 ;2018-2019
New Orleans Saints;Pittsburgh Steelers;bwin;-278;+220;23 Dec 2018; 31;28 ;2018-2019
New Orleans Saints;Pittsburgh Steelers;Coolbet;-270;+245;23 Dec 2018; 31;28 ;2018-2019
New Orleans Saints;Pittsburgh Steelers;Marathonbet;-250;+213;23 Dec 2018; 31;28 ;2018-2019
New Orleans Saints;Pittsburgh Steelers;Parimatch;-256;+222;23 Dec 2018; 31;28 ;2018-2019
New Orleans Saints;Pittsburgh Steelers;Pinnacle;-263;+231;23 Dec 2018; 31;28 ;2018-2019
New Orleans Saints;Pittsburgh Steelers;Unibet;-278;+220;23 Dec 2018; 31;28 ;2018-2019
New Orleans Saints;Pittsburgh Steelers;William Hill;-278;+229;23 Dec 2018; 31;28 ;2018-2019
Philadelphia Eagles;Houston Texans;1xBet;-133;+114;23 Dec 2018; 32;30 ;2018-2019
Philadelphia Eagles;Houston Texans;bet-at-home;-128;+100;23 Dec 2018; 32;30 ;2018-2019
Philadelphia Eagles;Houston Texans;bet365;-125;+104;23 Dec 2018; 32;30 ;2018-2019
Philadelphia Eagles;Houston Texans;bwin;-133;+110;23 Dec 2018; 32;30 ;2018-2019
Philadelphia Eagles;Houston Texans;Coolbet;-119;+110;23 Dec 2018; 32;30 ;2018-2019
Philadelphia Eagles;Houston Texans;Marathonbet;-119;+104;23 Dec 2018; 32;30 ;2018-2019
Philadelphia Eagles;Houston Texans;Parimatch;-120;+106;23 Dec 2018; 32;30 ;2018-2019
Philadelphia Eagles;Houston Texans;Pinnacle;-122;+110;23 Dec 2018; 32;30 ;2018-2019
Philadelphia Eagles;Houston Texans;Unibet;-130;+106;23 Dec 2018; 32;30 ;2018-2019
Philadelphia Eagles;Houston Texans;William Hill;-130;+110;23 Dec 2018; 32;30 ;2018-2019
Tennessee Titans;Washington Commanders;1xBet;-714;+484;22 Dec 2018; 25;16 ;2018-2019
Tennessee Titans;Washington Commanders;bet-at-home;-833;+486;22 Dec 2018; 25;16 ;2018-2019
Tennessee Titans;Washington Commanders;bet365;-714;+500;22 Dec 2018; 25;16 ;2018-2019
Tennessee Titans;Washington Commanders;bwin;-625;+450;22 Dec 2018; 25;16 ;2018-2019
Tennessee Titans;Washington Commanders;Coolbet;-526;+455;22 Dec 2018; 25;16 ;2018-2019
Tennessee Titans;Washington Commanders;Marathonbet;-556;+445;22 Dec 2018; 25;16 ;2018-2019
Tennessee Titans;Washington Commanders;Parimatch;-714;+539;22 Dec 2018; 25;16 ;2018-2019
Tennessee Titans;Washington Commanders;Pinnacle;-588;+470;22 Dec 2018; 25;16 ;2018-2019
Tennessee Titans;Washington Commanders;Unibet;-625;+430;22 Dec 2018; 25;16 ;2018-2019
Tennessee Titans;Washington Commanders;William Hill;-667;+470;22 Dec 2018; 25;16 ;2018-2019
