Home_id;Away_id;Bookmaker;OddHome;OddAway;Date;Score_home;Score_away;Season
Atlanta Falcons;Pittsburgh Steelers;bet-at-home;+110;-141;14 Dec 2014; 20;27 ;2014-2015
Atlanta Falcons;Pittsburgh Steelers;bet365;+110;-132;14 Dec 2014; 20;27 ;2014-2015
Atlanta Falcons;Pittsburgh Steelers;bwin;+104;-125;14 Dec 2014; 20;27 ;2014-2015
Atlanta Falcons;Pittsburgh Steelers;Marathonbet;+118;-128;14 Dec 2014; 20;27 ;2014-2015
Atlanta Falcons;Pittsburgh Steelers;Pinnacle;+129;-143;14 Dec 2014; 20;27 ;2014-2015
Atlanta Falcons;Pittsburgh Steelers;Unibet;+120;-143;14 Dec 2014; 20;27 ;2014-2015
Atlanta Falcons;Pittsburgh Steelers;William Hill;+114;-135;14 Dec 2014; 20;27 ;2014-2015
Baltimore Ravens;Jacksonville Jaguars;bet-at-home;-1250;+646;14 Dec 2014; 20;12 ;2014-2015
Baltimore Ravens;Jacksonville Jaguars;bet365;-1000;+650;14 Dec 2014; 20;12 ;2014-2015
Baltimore Ravens;Jacksonville Jaguars;bwin;-1000;+650;14 Dec 2014; 20;12 ;2014-2015
Baltimore Ravens;Jacksonville Jaguars;Marathonbet;-909;+730;14 Dec 2014; 20;12 ;2014-2015
Baltimore Ravens;Jacksonville Jaguars;Pinnacle;-909;+703;14 Dec 2014; 20;12 ;2014-2015
Baltimore Ravens;Jacksonville Jaguars;Unibet;-1000;+650;14 Dec 2014; 20;12 ;2014-2015
Baltimore Ravens;Jacksonville Jaguars;William Hill;-1000;+650;14 Dec 2014; 20;12 ;2014-2015
Buffalo Bills;Green Bay Packers;bet-at-home;+189;-250;14 Dec 2014; 21;13 ;2014-2015
Buffalo Bills;Green Bay Packers;bet365;+185;-227;14 Dec 2014; 21;13 ;2014-2015
Buffalo Bills;Green Bay Packers;bwin;+190;-233;14 Dec 2014; 21;13 ;2014-2015
Buffalo Bills;Green Bay Packers;Marathonbet;+204;-227;14 Dec 2014; 21;13 ;2014-2015
Buffalo Bills;Green Bay Packers;Pinnacle;+195;-217;14 Dec 2014; 21;13 ;2014-2015
Buffalo Bills;Green Bay Packers;Unibet;+190;-233;14 Dec 2014; 21;13 ;2014-2015
Buffalo Bills;Green Bay Packers;William Hill;+190;-233;14 Dec 2014; 21;13 ;2014-2015
Carolina Panthers;Tampa Bay Buccaneers;bet-at-home;-250;+189;14 Dec 2014; 19;17 ;2014-2015
Carolina Panthers;Tampa Bay Buccaneers;bet365;-250;+204;14 Dec 2014; 19;17 ;2014-2015
Carolina Panthers;Tampa Bay Buccaneers;bwin;-250;+200;14 Dec 2014; 19;17 ;2014-2015
Carolina Panthers;Tampa Bay Buccaneers;Marathonbet;-227;+204;14 Dec 2014; 19;17 ;2014-2015
Carolina Panthers;Tampa Bay Buccaneers;Pinnacle;-172;+156;14 Dec 2014; 19;17 ;2014-2015
Carolina Panthers;Tampa Bay Buccaneers;Unibet;-175;+147;14 Dec 2014; 19;17 ;2014-2015
Carolina Panthers;Tampa Bay Buccaneers;William Hill;-175;+154;14 Dec 2014; 19;17 ;2014-2015
Cleveland Browns;Cincinnati Bengals;bet-at-home;-105;-120;14 Dec 2014; 0;30 ;2014-2015
Cleveland Browns;Cincinnati Bengals;bet365;-116;-105;14 Dec 2014; 0;30 ;2014-2015
Cleveland Browns;Cincinnati Bengals;bwin;+104;-125;14 Dec 2014; 0;30 ;2014-2015
Cleveland Browns;Cincinnati Bengals;Marathonbet;+108;-118;14 Dec 2014; 0;30 ;2014-2015
Cleveland Browns;Cincinnati Bengals;Pinnacle;-114;+102;14 Dec 2014; 0;30 ;2014-2015
Cleveland Browns;Cincinnati Bengals;Unibet;-109;-109;14 Dec 2014; 0;30 ;2014-2015
Cleveland Browns;Cincinnati Bengals;William Hill;-120;+100;14 Dec 2014; 0;30 ;2014-2015
Indianapolis Colts;Houston Texans;bet-at-home;-294;+220;14 Dec 2014; 17;10 ;2014-2015
Indianapolis Colts;Houston Texans;bet365;-294;+235;14 Dec 2014; 17;10 ;2014-2015
Indianapolis Colts;Houston Texans;bwin;-303;+240;14 Dec 2014; 17;10 ;2014-2015
Indianapolis Colts;Houston Texans;Marathonbet;-278;+250;14 Dec 2014; 17;10 ;2014-2015
Indianapolis Colts;Houston Texans;Pinnacle;-278;+248;14 Dec 2014; 17;10 ;2014-2015
Indianapolis Colts;Houston Texans;Unibet;-294;+240;14 Dec 2014; 17;10 ;2014-2015
Indianapolis Colts;Houston Texans;William Hill;-303;+250;14 Dec 2014; 17;10 ;2014-2015
Kansas City Chiefs;Las Vegas Raiders;bet-at-home;-667;+423;14 Dec 2014; 31;13 ;2014-2015
Kansas City Chiefs;Las Vegas Raiders;bet365;-625;+450;14 Dec 2014; 31;13 ;2014-2015
Kansas City Chiefs;Las Vegas Raiders;bwin;-625;+450;14 Dec 2014; 31;13 ;2014-2015
Kansas City Chiefs;Las Vegas Raiders;Marathonbet;-526;+459;14 Dec 2014; 31;13 ;2014-2015
Kansas City Chiefs;Las Vegas Raiders;Pinnacle;-556;+468;14 Dec 2014; 31;13 ;2014-2015
Kansas City Chiefs;Las Vegas Raiders;Unibet;-625;+450;14 Dec 2014; 31;13 ;2014-2015
Kansas City Chiefs;Las Vegas Raiders;William Hill;-588;+400;14 Dec 2014; 31;13 ;2014-2015
New England Patriots;Miami Dolphins;bet-at-home;-417;+297;14 Dec 2014; 41;13 ;2014-2015
New England Patriots;Miami Dolphins;bet365;-400;+309;14 Dec 2014; 41;13 ;2014-2015
New England Patriots;Miami Dolphins;bwin;-400;+309;14 Dec 2014; 41;13 ;2014-2015
New England Patriots;Miami Dolphins;Marathonbet;-385;+340;14 Dec 2014; 41;13 ;2014-2015
New England Patriots;Miami Dolphins;Pinnacle;-345;+301;14 Dec 2014; 41;13 ;2014-2015
New England Patriots;Miami Dolphins;Unibet;-400;+315;14 Dec 2014; 41;13 ;2014-2015
New England Patriots;Miami Dolphins;William Hill;-385;+290;14 Dec 2014; 41;13 ;2014-2015
New York Giants;Washington Commanders;bet-at-home;-312;+227;14 Dec 2014; 24;13 ;2014-2015
New York Giants;Washington Commanders;bet365;-286;+229;14 Dec 2014; 24;13 ;2014-2015
New York Giants;Washington Commanders;bwin;-294;+229;14 Dec 2014; 24;13 ;2014-2015
New York Giants;Washington Commanders;Marathonbet;-278;+250;14 Dec 2014; 24;13 ;2014-2015
New York Giants;Washington Commanders;Pinnacle;-278;+244;14 Dec 2014; 24;13 ;2014-2015
New York Giants;Washington Commanders;Unibet;-286;+229;14 Dec 2014; 24;13 ;2014-2015
New York Giants;Washington Commanders;William Hill;-278;+240;14 Dec 2014; 24;13 ;2014-2015
Atlanta Falcons;Cleveland Browns;bet-at-home;-185;+133;23 Nov 2014; 24;26 ;2014-2015
Atlanta Falcons;Cleveland Browns;bet365;-172;+150;23 Nov 2014; 24;26 ;2014-2015
Atlanta Falcons;Cleveland Browns;bwin;-175;+145;23 Nov 2014; 24;26 ;2014-2015
Atlanta Falcons;Cleveland Browns;Marathonbet;-167;+152;23 Nov 2014; 24;26 ;2014-2015
Atlanta Falcons;Cleveland Browns;Pinnacle;-167;+152;23 Nov 2014; 24;26 ;2014-2015
Atlanta Falcons;Cleveland Browns;Unibet;-189;+156;23 Nov 2014; 24;26 ;2014-2015
Atlanta Falcons;Cleveland Browns;William Hill;-169;+150;23 Nov 2014; 24;26 ;2014-2015
Chicago Bears;Tampa Bay Buccaneers;bet-at-home;-270;+202;23 Nov 2014; 21;13 ;2014-2015
Chicago Bears;Tampa Bay Buccaneers;bet365;-263;+215;23 Nov 2014; 21;13 ;2014-2015
Chicago Bears;Tampa Bay Buccaneers;bwin;-250;+200;23 Nov 2014; 21;13 ;2014-2015
Chicago Bears;Tampa Bay Buccaneers;Marathonbet;-256;+235;23 Nov 2014; 21;13 ;2014-2015
Chicago Bears;Tampa Bay Buccaneers;Pinnacle;-250;+222;23 Nov 2014; 21;13 ;2014-2015
Chicago Bears;Tampa Bay Buccaneers;Unibet;-244;+200;23 Nov 2014; 21;13 ;2014-2015
Chicago Bears;Tampa Bay Buccaneers;William Hill;-263;+220;23 Nov 2014; 21;13 ;2014-2015
Indianapolis Colts;Jacksonville Jaguars;bet-at-home;-1250;+646;23 Nov 2014; 23;3 ;2014-2015
Indianapolis Colts;Jacksonville Jaguars;bet365;-1111;+700;23 Nov 2014; 23;3 ;2014-2015
Indianapolis Colts;Jacksonville Jaguars;bwin;-1250;+750;23 Nov 2014; 23;3 ;2014-2015
Indianapolis Colts;Jacksonville Jaguars;Marathonbet;-1000;+819;23 Nov 2014; 23;3 ;2014-2015
Indianapolis Colts;Jacksonville Jaguars;Pinnacle;-909;+736;23 Nov 2014; 23;3 ;2014-2015
Indianapolis Colts;Jacksonville Jaguars;Unibet;-1111;+700;23 Nov 2014; 23;3 ;2014-2015
Indianapolis Colts;Jacksonville Jaguars;William Hill;-1250;+750;23 Nov 2014; 23;3 ;2014-2015
Minnesota Vikings;Green Bay Packers;bet-at-home;+355;-526;23 Nov 2014; 21;24 ;2014-2015
Minnesota Vikings;Green Bay Packers;bet365;+400;-526;23 Nov 2014; 21;24 ;2014-2015
Minnesota Vikings;Green Bay Packers;bwin;+400;-556;23 Nov 2014; 21;24 ;2014-2015
Minnesota Vikings;Green Bay Packers;Marathonbet;+395;-455;23 Nov 2014; 21;24 ;2014-2015
Minnesota Vikings;Green Bay Packers;Pinnacle;+400;-476;23 Nov 2014; 21;24 ;2014-2015
Minnesota Vikings;Green Bay Packers;Unibet;+365;-476;23 Nov 2014; 21;24 ;2014-2015
Minnesota Vikings;Green Bay Packers;William Hill;+350;-500;23 Nov 2014; 21;24 ;2014-2015
New England Patriots;Detroit Lions;bet-at-home;-312;+231;23 Nov 2014; 34;9 ;2014-2015
New England Patriots;Detroit Lions;bet365;-323;+254;23 Nov 2014; 34;9 ;2014-2015
New England Patriots;Detroit Lions;bwin;-345;+275;23 Nov 2014; 34;9 ;2014-2015
New England Patriots;Detroit Lions;Marathonbet;-303;+270;23 Nov 2014; 34;9 ;2014-2015
New England Patriots;Detroit Lions;Pinnacle;-303;+269;23 Nov 2014; 34;9 ;2014-2015
New England Patriots;Detroit Lions;Unibet;-333;+265;23 Nov 2014; 34;9 ;2014-2015
New England Patriots;Detroit Lions;William Hill;-323;+260;23 Nov 2014; 34;9 ;2014-2015
Philadelphia Eagles;Tennessee Titans;bet-at-home;-833;+496;23 Nov 2014; 43;24 ;2014-2015
Philadelphia Eagles;Tennessee Titans;bet365;-714;+500;23 Nov 2014; 43;24 ;2014-2015
Philadelphia Eagles;Tennessee Titans;bwin;-909;+600;23 Nov 2014; 43;24 ;2014-2015
Philadelphia Eagles;Tennessee Titans;Marathonbet;-769;+650;23 Nov 2014; 43;24 ;2014-2015
Philadelphia Eagles;Tennessee Titans;Pinnacle;-588;+498;23 Nov 2014; 43;24 ;2014-2015
Philadelphia Eagles;Tennessee Titans;Unibet;-714;+509;23 Nov 2014; 43;24 ;2014-2015
Philadelphia Eagles;Tennessee Titans;William Hill;-588;+400;23 Nov 2014; 43;24 ;2014-2015
Las Vegas Raiders;Kansas City Chiefs;bet-at-home;+243;-333;21 Nov 2014; 24;20 ;2014-2015
Las Vegas Raiders;Kansas City Chiefs;bet365;+275;-357;21 Nov 2014; 24;20 ;2014-2015
Las Vegas Raiders;Kansas City Chiefs;bwin;+260;-333;21 Nov 2014; 24;20 ;2014-2015
Las Vegas Raiders;Kansas City Chiefs;Marathonbet;+290;-323;21 Nov 2014; 24;20 ;2014-2015
Las Vegas Raiders;Kansas City Chiefs;Pinnacle;+281;-323;21 Nov 2014; 24;20 ;2014-2015
Las Vegas Raiders;Kansas City Chiefs;Unibet;+229;-286;21 Nov 2014; 24;20 ;2014-2015
Las Vegas Raiders;Kansas City Chiefs;William Hill;+275;-345;21 Nov 2014; 24;20 ;2014-2015
Cleveland Browns;Las Vegas Raiders;bet-at-home;-345;+252;26 Oct 2014; 23;13 ;2014-2015
Cleveland Browns;Las Vegas Raiders;bet365;-333;+265;26 Oct 2014; 23;13 ;2014-2015
Cleveland Browns;Las Vegas Raiders;bwin;-278;+220;26 Oct 2014; 23;13 ;2014-2015
Cleveland Browns;Las Vegas Raiders;Marathonbet;-323;+290;26 Oct 2014; 23;13 ;2014-2015
Cleveland Browns;Las Vegas Raiders;Pinnacle;-312;+273;26 Oct 2014; 23;13 ;2014-2015
Cleveland Browns;Las Vegas Raiders;Unibet;-303;+245;26 Oct 2014; 23;13 ;2014-2015
Cleveland Browns;Las Vegas Raiders;William Hill;-323;+260;26 Oct 2014; 23;13 ;2014-2015
Arizona Cardinals;Philadelphia Eagles;bet-at-home;-141;+110;26 Oct 2014; 24;20 ;2014-2015
Arizona Cardinals;Philadelphia Eagles;bet365;-147;+125;26 Oct 2014; 24;20 ;2014-2015
Arizona Cardinals;Philadelphia Eagles;bwin;-149;+125;26 Oct 2014; 24;20 ;2014-2015
Arizona Cardinals;Philadelphia Eagles;Marathonbet;-147;+135;26 Oct 2014; 24;20 ;2014-2015
Arizona Cardinals;Philadelphia Eagles;Pinnacle;-135;+122;26 Oct 2014; 24;20 ;2014-2015
Arizona Cardinals;Philadelphia Eagles;Unibet;-149;+125;26 Oct 2014; 24;20 ;2014-2015
Arizona Cardinals;Philadelphia Eagles;William Hill;-141;+120;26 Oct 2014; 24;20 ;2014-2015
Carolina Panthers;Seattle Seahawks;bet-at-home;+175;-233;26 Oct 2014; 9;13 ;2014-2015
Carolina Panthers;Seattle Seahawks;bet365;+185;-227;26 Oct 2014; 9;13 ;2014-2015
Carolina Panthers;Seattle Seahawks;bwin;+145;-175;26 Oct 2014; 9;13 ;2014-2015
Carolina Panthers;Seattle Seahawks;Marathonbet;+198;-217;26 Oct 2014; 9;13 ;2014-2015
Carolina Panthers;Seattle Seahawks;Pinnacle;+204;-233;26 Oct 2014; 9;13 ;2014-2015
Carolina Panthers;Seattle Seahawks;Unibet;+200;-244;26 Oct 2014; 9;13 ;2014-2015
Carolina Panthers;Seattle Seahawks;William Hill;+200;-238;26 Oct 2014; 9;13 ;2014-2015
Cincinnati Bengals;Baltimore Ravens;bet-at-home;-123;-103;26 Oct 2014; 27;24 ;2014-2015
Cincinnati Bengals;Baltimore Ravens;bet365;-135;+114;26 Oct 2014; 27;24 ;2014-2015
Cincinnati Bengals;Baltimore Ravens;bwin;-143;+120;26 Oct 2014; 27;24 ;2014-2015
Cincinnati Bengals;Baltimore Ravens;Marathonbet;-120;+110;26 Oct 2014; 27;24 ;2014-2015
Cincinnati Bengals;Baltimore Ravens;Pinnacle;-114;+102;26 Oct 2014; 27;24 ;2014-2015
Cincinnati Bengals;Baltimore Ravens;Unibet;-118;+100;26 Oct 2014; 27;24 ;2014-2015
Cincinnati Bengals;Baltimore Ravens;William Hill;-115;-105;26 Oct 2014; 27;24 ;2014-2015
Jacksonville Jaguars;Miami Dolphins;bet-at-home;+181;-238;26 Oct 2014; 13;27 ;2014-2015
Jacksonville Jaguars;Miami Dolphins;bet365;+200;-244;26 Oct 2014; 13;27 ;2014-2015
Jacksonville Jaguars;Miami Dolphins;bwin;+160;-192;26 Oct 2014; 13;27 ;2014-2015
Jacksonville Jaguars;Miami Dolphins;Marathonbet;+204;-227;26 Oct 2014; 13;27 ;2014-2015
Jacksonville Jaguars;Miami Dolphins;Pinnacle;+208;-233;26 Oct 2014; 13;27 ;2014-2015
Jacksonville Jaguars;Miami Dolphins;Unibet;+215;-263;26 Oct 2014; 13;27 ;2014-2015
Jacksonville Jaguars;Miami Dolphins;William Hill;+200;-238;26 Oct 2014; 13;27 ;2014-2015
Kansas City Chiefs;Los Angeles Rams;bet-at-home;-286;+213;26 Oct 2014; 34;7 ;2014-2015
Kansas City Chiefs;Los Angeles Rams;bet365;-286;+229;26 Oct 2014; 34;7 ;2014-2015
Kansas City Chiefs;Los Angeles Rams;bwin;-233;+190;26 Oct 2014; 34;7 ;2014-2015
Kansas City Chiefs;Los Angeles Rams;Marathonbet;-270;+245;26 Oct 2014; 34;7 ;2014-2015
Kansas City Chiefs;Los Angeles Rams;Pinnacle;-278;+248;26 Oct 2014; 34;7 ;2014-2015
Kansas City Chiefs;Los Angeles Rams;Unibet;-345;+275;26 Oct 2014; 34;7 ;2014-2015
Kansas City Chiefs;Los Angeles Rams;William Hill;-278;+240;26 Oct 2014; 34;7 ;2014-2015
New England Patriots;Chicago Bears;bet-at-home;-286;+213;26 Oct 2014; 51;23 ;2014-2015
New England Patriots;Chicago Bears;bet365;-294;+235;26 Oct 2014; 51;23 ;2014-2015
New England Patriots;Chicago Bears;bwin;-278;+220;26 Oct 2014; 51;23 ;2014-2015
New England Patriots;Chicago Bears;Marathonbet;-286;+254;26 Oct 2014; 51;23 ;2014-2015
New England Patriots;Chicago Bears;Pinnacle;-278;+244;26 Oct 2014; 51;23 ;2014-2015
New England Patriots;Chicago Bears;Unibet;-256;+210;26 Oct 2014; 51;23 ;2014-2015
New England Patriots;Chicago Bears;William Hill;-278;+240;26 Oct 2014; 51;23 ;2014-2015
New York Jets;Buffalo Bills;bet-at-home;-154;+120;26 Oct 2014; 23;43 ;2014-2015
New York Jets;Buffalo Bills;bet365;-156;+135;26 Oct 2014; 23;43 ;2014-2015
New York Jets;Buffalo Bills;bwin;-154;+129;26 Oct 2014; 23;43 ;2014-2015
New York Jets;Buffalo Bills;Marathonbet;-149;+138;26 Oct 2014; 23;43 ;2014-2015
New York Jets;Buffalo Bills;Pinnacle;-164;+147;26 Oct 2014; 23;43 ;2014-2015
New York Jets;Buffalo Bills;Unibet;-154;+129;26 Oct 2014; 23;43 ;2014-2015
New York Jets;Buffalo Bills;William Hill;-154;+135;26 Oct 2014; 23;43 ;2014-2015
Tampa Bay Buccaneers;Minnesota Vikings;bet-at-home;-154;+120;26 Oct 2014; 13;19 ;2014-2015
Tampa Bay Buccaneers;Minnesota Vikings;bet365;-152;+129;26 Oct 2014; 13;19 ;2014-2015
Tampa Bay Buccaneers;Minnesota Vikings;bwin;-143;+120;26 Oct 2014; 13;19 ;2014-2015
Tampa Bay Buccaneers;Minnesota Vikings;Marathonbet;-147;+135;26 Oct 2014; 13;19 ;2014-2015
Tampa Bay Buccaneers;Minnesota Vikings;Pinnacle;-147;+131;26 Oct 2014; 13;19 ;2014-2015
Tampa Bay Buccaneers;Minnesota Vikings;Unibet;-154;+129;26 Oct 2014; 13;19 ;2014-2015
Tampa Bay Buccaneers;Minnesota Vikings;William Hill;-149;+129;26 Oct 2014; 13;19 ;2014-2015
Tennessee Titans;Houston Texans;bet-at-home;-102;-125;26 Oct 2014; 16;30 ;2014-2015
Tennessee Titans;Houston Texans;bet365;+114;-135;26 Oct 2014; 16;30 ;2014-2015
Tennessee Titans;Houston Texans;bwin;+100;-120;26 Oct 2014; 16;30 ;2014-2015
Tennessee Titans;Houston Texans;Marathonbet;+110;-120;26 Oct 2014; 16;30 ;2014-2015
Tennessee Titans;Houston Texans;Pinnacle;+146;-161;26 Oct 2014; 16;30 ;2014-2015
Tennessee Titans;Houston Texans;Unibet;-130;+110;26 Oct 2014; 16;30 ;2014-2015
Tennessee Titans;Houston Texans;William Hill;+140;-161;26 Oct 2014; 16;30 ;2014-2015
Carolina Panthers;Chicago Bears;bet-at-home;-154;+120;05 Oct 2014; 31;24 ;2014-2015
Carolina Panthers;Chicago Bears;bet365;-141;+120;05 Oct 2014; 31;24 ;2014-2015
Carolina Panthers;Chicago Bears;bwin;-154;+129;05 Oct 2014; 31;24 ;2014-2015
Carolina Panthers;Chicago Bears;Marathonbet;-154;+142;05 Oct 2014; 31;24 ;2014-2015
Carolina Panthers;Chicago Bears;Pinnacle;-145;+131;05 Oct 2014; 31;24 ;2014-2015
Carolina Panthers;Chicago Bears;Unibet;-152;+127;05 Oct 2014; 31;24 ;2014-2015
Carolina Panthers;Chicago Bears;William Hill;-145;+125;05 Oct 2014; 31;24 ;2014-2015
Jacksonville Jaguars;Pittsburgh Steelers;bet-at-home;+225;-286;05 Oct 2014; 9;17 ;2014-2015
Jacksonville Jaguars;Pittsburgh Steelers;bet365;+260;-323;05 Oct 2014; 9;17 ;2014-2015
Jacksonville Jaguars;Pittsburgh Steelers;bwin;+220;-278;05 Oct 2014; 9;17 ;2014-2015
Jacksonville Jaguars;Pittsburgh Steelers;Marathonbet;+270;-303;05 Oct 2014; 9;17 ;2014-2015
Jacksonville Jaguars;Pittsburgh Steelers;Pinnacle;+258;-294;05 Oct 2014; 9;17 ;2014-2015
Jacksonville Jaguars;Pittsburgh Steelers;Unibet;+240;-294;05 Oct 2014; 9;17 ;2014-2015
Jacksonville Jaguars;Pittsburgh Steelers;William Hill;+260;-323;05 Oct 2014; 9;17 ;2014-2015
New Orleans Saints;Tampa Bay Buccaneers;bet-at-home;-714;+440;05 Oct 2014; 37;31 ;2014-2015
New Orleans Saints;Tampa Bay Buccaneers;bet365;-667;+475;05 Oct 2014; 37;31 ;2014-2015
New Orleans Saints;Tampa Bay Buccaneers;bwin;-833;+550;05 Oct 2014; 37;31 ;2014-2015
New Orleans Saints;Tampa Bay Buccaneers;Marathonbet;-556;+470;05 Oct 2014; 37;31 ;2014-2015
New Orleans Saints;Tampa Bay Buccaneers;Pinnacle;-526;+438;05 Oct 2014; 37;31 ;2014-2015
New Orleans Saints;Tampa Bay Buccaneers;Unibet;-588;+430;05 Oct 2014; 37;31 ;2014-2015
New Orleans Saints;Tampa Bay Buccaneers;William Hill;-667;+450;05 Oct 2014; 37;31 ;2014-2015
New York Giants;Atlanta Falcons;bet-at-home;-222;+165;05 Oct 2014; 30;20 ;2014-2015
New York Giants;Atlanta Falcons;bet365;-213;+175;05 Oct 2014; 30;20 ;2014-2015
New York Giants;Atlanta Falcons;bwin;-222;+179;05 Oct 2014; 30;20 ;2014-2015
New York Giants;Atlanta Falcons;Marathonbet;-222;+204;05 Oct 2014; 30;20 ;2014-2015
New York Giants;Atlanta Falcons;Pinnacle;-208;+188;05 Oct 2014; 30;20 ;2014-2015
New York Giants;Atlanta Falcons;Unibet;-222;+185;05 Oct 2014; 30;20 ;2014-2015
New York Giants;Atlanta Falcons;William Hill;-208;+175;05 Oct 2014; 30;20 ;2014-2015
Philadelphia Eagles;Los Angeles Rams;bet-at-home;-333;+235;05 Oct 2014; 34;28 ;2014-2015
Philadelphia Eagles;Los Angeles Rams;bet365;-312;+245;05 Oct 2014; 34;28 ;2014-2015
Philadelphia Eagles;Los Angeles Rams;bwin;-333;+260;05 Oct 2014; 34;28 ;2014-2015
Philadelphia Eagles;Los Angeles Rams;Marathonbet;-303;+270;05 Oct 2014; 34;28 ;2014-2015
Philadelphia Eagles;Los Angeles Rams;Pinnacle;-294;+260;05 Oct 2014; 34;28 ;2014-2015
Philadelphia Eagles;Los Angeles Rams;Unibet;-312;+250;05 Oct 2014; 34;28 ;2014-2015
Philadelphia Eagles;Los Angeles Rams;William Hill;-323;+260;05 Oct 2014; 34;28 ;2014-2015
Tennessee Titans;Cleveland Browns;bet-at-home;-133;+100;05 Oct 2014; 28;29 ;2014-2015
Tennessee Titans;Cleveland Browns;bet365;-135;+114;05 Oct 2014; 28;29 ;2014-2015
Tennessee Titans;Cleveland Browns;bwin;-125;+104;05 Oct 2014; 28;29 ;2014-2015
